"Ethnicity","Local Authority ","%","Number"
"White","Lincolnshire","76","5,512"
"White","Liverpool","75","2,985"
"White","Luton","73","721"
"White","Manchester","75","2,070"
"White","Medway","76","2,013"
"White","Merton","78","845"
"White","Middlesbrough","81","1,170"
"White","Milton Keynes","76","1,629"
"White","Newcastle upon Tyne","81","1,619"
"White","Newham","79","606"
"White","Norfolk","75","6,116"
"White","North East Lincolnshire","80","1,443"
"White","North Lincolnshire","80","1,431"
"White","North Somerset","79","1,790"
"White","North Tyneside","82","1,694"
"White","North Yorkshire","78","4,290"
"White","Northamptonshire","77","5,759"
"White","Northumberland","81","2,590"
"White","Nottingham","74","1,422"
"White","Nottinghamshire","79","6,455"
"White","Oldham","77","1,453"
"White","Oxfordshire","77","4,528"
"White","Peterborough","69","1,313"
"White","Plymouth","75","2,010"
"White","Poole","79","1,010"
"White","Portsmouth","72","1,262"
"White","Reading","73","676"
"White","Redbridge","82","755"
"White","Redcar and Cleveland","83","1,273"
"White","Richmond upon Thames","88","1,398"
"White","Rochdale","75","1,404"
"White","Rotherham","79","2,222"
"White","Rutland","81","298"
"White","Salford","78","1,746"
"White","Sandwell","74","1,538"
"White","Sefton","80","2,200"
"White","Sheffield","77","3,243"
"White","Shropshire","78","2,171"
"White","Slough","74","488"
"White","Solihull","79","1,607"
"White","Somerset","77","4,096"
"White","South Gloucestershire","81","2,217"
"White","South Tyneside","81","1,195"
"White","Southampton","79","1,541"
"White","Southend-on-Sea","81","1,348"
"White","Southwark","83","758"
"White","St. Helens","79","1,541"
"White","Staffordshire","79","6,802"
"White","Stockport","80","2,227"
"White","Stockton-on-Tees","82","1,778"
"White","Stoke-on-Trent","74","1,697"
"White","Suffolk","75","5,176"
"White","Sunderland","81","2,393"
"White","Surrey","80","8,068"
"White","Sutton","82","1,114"
"White","Swindon","78","1,712"
"White","Tameside","79","1,754"
"White","Telford and Wrekin","79","1,482"
"White","Thurrock","78","1,280"
"White","Torbay","75","978"
"White","Tower Hamlets","78","359"
"White","Trafford","84","1,709"
"White","Wakefield","77","2,656"
"White","Walsall","74","1,661"
"White","Waltham Forest","83","990"
"White","Wandsworth","85","830"
"White","Warrington","82","1,902"
"White","Warwickshire","80","4,197"
"White","West Berkshire","78","1,221"
"White","West Sussex","75","5,727"
"White","Westminster","87","315"
"White","Wigan","82","2,732"
"White","Wiltshire","78","3,678"
"White","Windsor and Maidenhead","80","881"
"White","Wirral","75","2,609"
"White","Wokingham","82","1,201"
"White","Wolverhampton","79","1,302"
"White","Worcestershire","77","4,328"
"White","York","79","1,396"
