"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Geography_name","Gender","Gender_type","Value","Denominator","Value Note","Geography name"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","Boys","Boys/Girls/All","62","108","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","All","Boys/Girls/All","69","215","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","Boys","Boys/Girls/All","?","2","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","Girls","Boys/Girls/All","86","7","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","All","Boys/Girls/All","78","9","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","Boys","Boys/Girls/All","70","90","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","Girls","Boys/Girls/All","85","92","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","All","Boys/Girls/All","77","182","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","Girls","Boys/Girls/All","80","308","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","Boys","Boys/Girls/All","66","321","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000007","ONS geography code","Camden","All","Boys/Girls/All","73","629","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Girls","Boys/Girls/All","79","1771","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Boys","Boys/Girls/All","65","1829","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","All","Boys/Girls/All","72","3600","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Boys","Boys/Girls/All","65","52","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Girls","Boys/Girls/All","79","62","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","All","Boys/Girls/All","73","114","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Girls","Boys/Girls/All","70","33","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Boys","Boys/Girls/All","49","39","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","All","Boys/Girls/All","58","72","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Girls","Boys/Girls/All","100","5","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Boys","Boys/Girls/All","89","9","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","All","Boys/Girls/All","93","14","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Girls","Boys/Girls/All","81","117","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Boys","Boys/Girls/All","55","124","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","All","Boys/Girls/All","68","241","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Girls","Boys/Girls/All","79","1510","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","Boys","Boys/Girls/All","66","1554","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000056","ONS geography code","Central Bedfordshire","All","Boys/Girls/All","72","3064","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Girls","Boys/Girls/All","78","1953","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Boys","Boys/Girls/All","65","2114","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","All","Boys/Girls/All","71","4067","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Boys","Boys/Girls/All","64","36","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Girls","Boys/Girls/All","81","37","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","All","Boys/Girls/All","73","73","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Girls","Boys/Girls/All","69","13","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Boys","Boys/Girls/All","47","15","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","All","Boys/Girls/All","57","28","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Girls","Boys/Girls/All","?","3","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Boys","Boys/Girls/All","60","5","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","All","Boys/Girls/All","63","8","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Girls","Boys/Girls/All","69","77","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Boys","Boys/Girls/All","68","78","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","All","Boys/Girls/All","68","155","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Girls","Boys/Girls/All","79","1772","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","Boys","Boys/Girls/All","66","1935","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","All","Boys/Girls/All","72","3707","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Girls","Boys/Girls/All","78","1897","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Boys","Boys/Girls/All","64","1960","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","All","Boys/Girls/All","71","3857","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Girls","Boys/Girls/All","81","31","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Boys","Boys/Girls/All","69","39","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","All","Boys/Girls/All","74","70","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Girls","Boys/Girls/All","75","8","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Boys","Boys/Girls/All","46","13","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","All","Boys/Girls/All","57","21","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Girls","Boys/Girls/All","?","2","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Boys","Boys/Girls/All","20","5","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","All","Boys/Girls/All","43","7","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Girls","Boys/Girls/All","76","59","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Boys","Boys/Girls/All","64","73","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","All","Boys/Girls/All","70","132","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Girls","Boys/Girls/All","78","1726","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Boys","Boys/Girls/All","64","1769","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","All","Boys/Girls/All","71","3495","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Girls","Boys/Girls/All","95","20","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Boys","Boys/Girls/All","78","27","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","All","Boys/Girls/All","85","47","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Girls","Boys/Girls/All","100","5","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Boys","Boys/Girls/All","78","9","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","All","Boys/Girls/All","86","14","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","All","Boys/Girls/All","N/A","0","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Girls","Boys/Girls/All","N/A","0","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Boys","Boys/Girls/All","N/A","0","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","All","Boys/Girls/All","N/A","0","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Girls","Boys/Girls/All","N/A","0","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Boys","Boys/Girls/All","N/A","0","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Girls","Boys/Girls/All","?","1","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Boys","Boys/Girls/All","?","2","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","All","Boys/Girls/All","?","3","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Girls","Boys/Girls/All","100","5","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","Boys","Boys/Girls/All","83","6","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000001","ONS geography code","City of London","All","Boys/Girls/All","91","11","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Girls","Boys/Girls/All","77","2825","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Boys","Boys/Girls/All","61","2890","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","All","Boys/Girls/All","69","5715","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Boys","Boys/Girls/All","36","11","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Girls","Boys/Girls/All","73","15","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","All","Boys/Girls/All","58","26","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Boys","Boys/Girls/All","?","3","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Girls","Boys/Girls/All","100","5","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","All","Boys/Girls/All","100","8","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Girls","Boys/Girls/All","60","5","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Boys","Boys/Girls/All","67","6","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","All","Boys/Girls/All","64","11","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Boys","Boys/Girls/All","75","73","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Girls","Boys/Girls/All","83","75","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","All","Boys/Girls/All","79","148","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Girls","Boys/Girls/All","77","2635","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Boys","Boys/Girls/All","61","2688","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","All","Boys/Girls/All","69","5323","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Girls","Boys/Girls/All","74","2128","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Boys","Boys/Girls/All","63","2226","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","All","Boys/Girls/All","69","4354","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Girls","Boys/Girls/All","78","402","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Boys","Boys/Girls/All","65","451","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","All","Boys/Girls/All","71","853","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Girls","Boys/Girls/All","76","237","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Boys","Boys/Girls/All","63","259","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","All","Boys/Girls/All","69","496","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Boys","Boys/Girls/All","75","8","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Girls","Boys/Girls/All","91","11","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","All","Boys/Girls/All","84","19","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Girls","Boys/Girls/All","71","165","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Boys","Boys/Girls/All","67","174","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","All","Boys/Girls/All","69","339","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Girls","Boys/Girls/All","74","1214","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","Boys","Boys/Girls/All","63","1246","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","All","Boys/Girls/All","68","2460","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Girls","Boys/Girls/All","79","2325","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Boys","Boys/Girls/All","68","2371","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","All","Boys/Girls/All","73","4696","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Boys","Boys/Girls/All","69","377","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Girls","Boys/Girls/All","79","380","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","All","Boys/Girls/All","74","757","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Boys","Boys/Girls/All","64","556","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Girls","Boys/Girls/All","79","561","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","All","Boys/Girls/All","71","1117","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Girls","Boys/Girls/All","100","10","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Boys","Boys/Girls/All","100","11","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","All","Boys/Girls/All","100","21","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Girls","Boys/Girls/All","82","362","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Boys","Boys/Girls/All","71","393","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","All","Boys/Girls/All","76","755","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Girls","Boys/Girls/All","79","859","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Boys","Boys/Girls/All","70","866","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","All","Boys/Girls/All","74","1725","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","Girls","Boys/Girls/All","77","2399","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","Boys","Boys/Girls/All","62","2492","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","All","Boys/Girls/All","70","4891","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","Boys","Boys/Girls/All","60","10","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","Girls","Boys/Girls/All","53","19","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2019","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","All","Boys/Girls/All","55","29","","Local Authority"
