"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","2866","2551"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education","96","% of cohort","2291","2195"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education","86","% of cohort","17454","15034"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","6914","6152"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education","82","% of cohort","5652","4631"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education","38","% of cohort","131","50"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education","51","% of cohort","568","288"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","6841","6146"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education","86","% of cohort","7913","6814"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","12870","12104"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education","81","% of cohort","436218","353855"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","6318","137"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","6759","299"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","1916","44"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","16161","551"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","14328","516"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","2866","77"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","2291","48"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","17454","784"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","6914","200"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","5652","161"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","15","% of cohort","131","20"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","9","% of cohort","568","53"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","6841","232"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","7913","200"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","12870","206"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","436218","7876"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","1770","49"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","3729","73"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","6664","189"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","2291","48"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","6759","299"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","18481","448"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","42786","1189"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","25107","793"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","5652","161"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","6759","399"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","456287","8777"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2291","31"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","18481","1671"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","42786","2104"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","25107","1379"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","10","% of cohort","5652","542"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","456287","406129"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","25107","22434"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","82","% of cohort","5652","4631"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","81","% of cohort","456287","370840"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","6759","6061"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","97","% of cohort","2291","2212"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","18481","16362"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","42786","39493"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","25107","22935"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","5652","4949"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","6759","29"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","456287","41381"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","2291","5"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","18481","259"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","42786","355"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","5652","139"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","25107","116"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","456287","12733"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","6759","70"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","2291","12"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","18481","540"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","42786","658"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5652","179"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","25107","385"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","6759","5962"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","456287","22556"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","96","% of cohort","2291","2195"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","84","% of cohort","18481","15563"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","42786","38480"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","551584","42323"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","551584","8329"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","551584","500932"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","551584","468331"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","551584","21614"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","551584","10987"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7168","6691"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","7281","6847"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","62","% of cohort","125","77"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","6839","6240"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","426285","385382"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","4114","3836"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","95","% of cohort","15343","14517"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","2734","2536"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","6834","5948"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","1906","1746"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","18215","16510"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","96","% of cohort","13044","12560"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","6904","6322"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","7683","7045"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","16737","15337"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","97","% of cohort","2326","2264"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","2020","1848"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","62","% of cohort","694","429"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","5332","4797"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","15343","14348"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","2734","2466"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","7168","6590"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","83","% of cohort","426285","355584"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","4114","3728"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","6839","6043"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","7281","6743"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","48","% of cohort","125","60"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","81","% of cohort","6834","5546"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","87","% of cohort","1906","1664"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","18215","16118"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","95","% of cohort","13044","12415"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","16737","14995"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","6904","6224"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","7683","6836"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","97","% of cohort","2326","2258"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","2020","1793"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","55","% of cohort","694","379"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","5332","4541"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7168","56"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","426285","19850"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","4114","69"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","15343","138"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","2734","49"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","6839","128"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7281","76"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","125","6"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","1906","56"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","6834","272"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","13044","90"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","18215","231"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","16737","168"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","6904","49"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7683","155"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","2326","5"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","2020","37"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5332","164"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","694","15"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","7281","28"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","125","11"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7168","45"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","426285","9948"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","4114","39"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","6839","69"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","15343","31"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","2734","21"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","1906","26"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","6834","130"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","13044","55"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","18215","161"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","6904","49"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7683","54"
