"Measure","Year","NHS_trust","NHS_trust_code","Ethnicity","Ethnicity_type","Geography","Geography_type","NHS_trust_type","Value","Value_type"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Portsmouth Hospitals University NHS Trust","RHU","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","90.12398","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Portsmouth Hospitals University NHS Trust","RHU","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","72.25275","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Royal Berkshire NHS Foundation Trust","RHW","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","89.55466","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Royal Berkshire NHS Foundation Trust","RHW","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","74.6988","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Guy's and St Thomas' NHS Foundation Trust","RJ1","White","White & Other","London","Grouped region","Acute and Acute & Community Trusts","84.4437","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Guy's and St Thomas' NHS Foundation Trust","RJ1","Other","White & Other","London","Grouped region","Acute and Acute & Community Trusts","61.56584","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Lewisham and Greenwich NHS Trust","RJ2","White","White & Other","London","Grouped region","Acute and Acute & Community Trusts","83.74468","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Lewisham and Greenwich NHS Trust","RJ2","Other","White & Other","London","Grouped region","Acute and Acute & Community Trusts","63.34746","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Croydon Health Services NHS Trust","RJ6","White","White & Other","London","Grouped region","Acute and Acute & Community Trusts","84.32056","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Croydon Health Services NHS Trust","RJ6","Other","White & Other","London","Grouped region","Acute and Acute & Community Trusts","69.03461","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","St George's University Hospitals NHS Foundation Trust","RJ7","White","White & Other","London","Grouped region","Acute and Acute & Community Trusts","84.0302","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","St George's University Hospitals NHS Foundation Trust","RJ7","Other","White & Other","London","Grouped region","Acute and Acute & Community Trusts","62.98039","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Cornwall Partnership NHS Foundation Trust","RJ8","White","White & Other","South West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","87.43109","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Cornwall Partnership NHS Foundation Trust","RJ8","Other","White & Other","South West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","73.07692","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South Warwickshire NHS Foundation Trust","RJC","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","94.10112","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South Warwickshire NHS Foundation Trust","RJC","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","81.25","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals of North Midlands NHS Trust","RJE","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","87.77344","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals of North Midlands NHS Trust","RJE","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","78.24074","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Northern Lincolnshire And Goole NHS Foundation Trust","RJL","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","83.00305","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Northern Lincolnshire And Goole NHS Foundation Trust","RJL","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","77.19298","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East Cheshire NHS Trust","RJN","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","89.22559","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East Cheshire NHS Trust","RJN","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","74.24242","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Countess of Chester Hospital NHS Foundation Trust","RJR","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","83.31638","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Countess of Chester Hospital NHS Foundation Trust","RJR","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","65.71429","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","King's College Hospital NHS Foundation Trust","RJZ","White","White & Other","London","Grouped region","Acute and Acute & Community Trusts","81.13208","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","King's College Hospital NHS Foundation Trust","RJZ","Other","White & Other","London","Grouped region","Acute and Acute & Community Trusts","59.93031","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Sherwood Forest Hospitals NHS Foundation Trust","RK5","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","90.78675","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Sherwood Forest Hospitals NHS Foundation Trust","RK5","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","82.7957","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals Plymouth NHS Trust","RK9","White","White & Other","South West","Grouped region","Acute and Acute & Community Trusts","85.62589","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals Plymouth NHS Trust","RK9","Other","White & Other","South West","Grouped region","Acute and Acute & Community Trusts","73.20261","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals Coventry and Warwickshire NHS Trust","RKB","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","86.49478","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals Coventry and Warwickshire NHS Trust","RKB","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","65.74468","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Whittington Health NHS Trust","RKE","White","White & Other","London","Grouped region","Acute and Acute & Community Trusts","86.18331","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Whittington Health NHS Trust","RKE","Other","White & Other","London","Grouped region","Acute and Acute & Community Trusts","65.36204","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","West London NHS Trust","RKL","White","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","83.38658","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","West London NHS Trust","RKL","Other","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","72.52931","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","RL1","White","White & Other","Midlands","Grouped region","Acute Specialist Trusts","89.89726","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","RL1","Other","White & Other","Midlands","Grouped region","Acute Specialist Trusts","59.25926","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Royal Wolverhampton NHS Trust","RL4","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","90.75483","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Royal Wolverhampton NHS Trust","RL4","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","74.2915","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Wye Valley NHS Trust","RLQ","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","90.85366","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Wye Valley NHS Trust","RLQ","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","85.71429","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","George Eliot Hospital NHS Trust","RLT","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","84.71074","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","George Eliot Hospital NHS Trust","RLT","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","73.17073","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North Staffordshire Combined Healthcare NHS Trust","RLY","White","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","91.02167","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North Staffordshire Combined Healthcare NHS Trust","RLY","Other","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","88.23529","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Norfolk and Norwich University Hospitals NHS Foundation Trust","RM1","White","White & Other","East of England","Grouped region","Acute and Acute & Community Trusts","86.98824","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Norfolk and Norwich University Hospitals NHS Foundation Trust","RM1","Other","White & Other","East of England","Grouped region","Acute and Acute & Community Trusts","73.76426","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Salford Royal NHS Foundation Trust","RM3","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","87.94937","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Salford Royal NHS Foundation Trust","RM3","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","66.66667","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Bolton NHS Foundation Trust","RMC","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","90.1083","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Bolton NHS Foundation Trust","RMC","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","74.84663","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Tameside and Glossop Integrated Care NHS Foundation Trust","RMP","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","84.41989","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Tameside and Glossop Integrated Care NHS Foundation Trust","RMP","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","53.84615","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Norfolk and Suffolk NHS Foundation Trust","RMY","White","White & Other","East of England","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","81.40351","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Norfolk and Suffolk NHS Foundation Trust","RMY","Other","White & Other","East of England","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","62.19512","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Great Western Hospitals NHS Foundation Trust","RN3","White","White & Other","South West","Grouped region","Acute and Acute & Community Trusts","87.63441","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Great Western Hospitals NHS Foundation Trust","RN3","Other","White & Other","South West","Grouped region","Acute and Acute & Community Trusts","71.15385","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Hampshire Hospitals NHS Foundation Trust","RN5","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","86.95055","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Hampshire Hospitals NHS Foundation Trust","RN5","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","74.25373","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Dartford and Gravesham NHS Trust","RN7","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","86.30528","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Dartford and Gravesham NHS Trust","RN7","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","65.56604","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Dudley Group NHS Foundation Trust","RNA","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","88.33593","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Dudley Group NHS Foundation Trust","RNA","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","67.33668","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Tavistock and Portman NHS Foundation Trust","RNK","White","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","62.80488","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Tavistock and Portman NHS Foundation Trust","RNK","Other","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","29.23077","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North Cumbria Integrated Care NHS Foundation Trust","RNN","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","83.50854","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","North Cumbria Integrated Care NHS Foundation Trust","RNN","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","67.64706","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Kettering General Hospital NHS Foundation Trust","RNQ","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","87.91291","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Kettering General Hospital NHS Foundation Trust","RNQ","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","72.47706","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Northampton General Hospital NHS Trust","RNS","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","87.0021","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Northampton General Hospital NHS Trust","RNS","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","64","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Oxford Health NHS Foundation Trust","RNU","White","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","91.04938","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Oxford Health NHS Foundation Trust","RNU","Other","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","73.91304","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Salisbury NHS Foundation Trust","RNZ","White","White & Other","South West","Grouped region","Acute and Acute & Community Trusts","86.12613","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Salisbury NHS Foundation Trust","RNZ","Other","White & Other","South West","Grouped region","Acute and Acute & Community Trusts","69.66292","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Northamptonshire Healthcare NHS Foundation Trust","RP1","White","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","92.44476","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Northamptonshire Healthcare NHS Foundation Trust","RP1","Other","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","71.83099","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Great Ormond Street Hospital for Children NHS Foundation Trust","RP4","White","White & Other","London","Grouped region","Acute Specialist Trusts","85.658","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Great Ormond Street Hospital for Children NHS Foundation Trust","RP4","Other","White & Other","London","Grouped region","Acute Specialist Trusts","54.84581","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","RP5","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","89.99468","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","RP5","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","77.44361","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Moorfields Eye Hospital NHS Foundation Trust","RP6","White","White & Other","London","Grouped region","Acute Specialist Trusts","82.1727","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Moorfields Eye Hospital NHS Foundation Trust","RP6","Other","White & Other","London","Grouped region","Acute Specialist Trusts","69.46565","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Lincolnshire Partnership NHS Foundation Trust","RP7","White","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","91.16998","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Lincolnshire Partnership NHS Foundation Trust","RP7","Other","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","86.66667","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Medway NHS Foundation Trust","RPA","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","81.15385","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Medway NHS Foundation Trust","RPA","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","63.28502","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Queen Victoria Hospital NHS Foundation Trust","RPC","White","White & Other","South East","Grouped region","Acute Specialist Trusts","88.41463","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Queen Victoria Hospital NHS Foundation Trust","RPC","Other","White & Other","South East","Grouped region","Acute Specialist Trusts","78.43137","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Oxleas NHS Foundation Trust","RPG","White","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","84.48043","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Oxleas NHS Foundation Trust","RPG","Other","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","69.49686","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Royal Marsden NHS Foundation Trust","RPY","White","White & Other","London","Grouped region","Acute Specialist Trusts","87.16475","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Royal Marsden NHS Foundation Trust","RPY","Other","White & Other","London","Grouped region","Acute Specialist Trusts","68.42105","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Birmingham Women's and Children's NHS Foundation Trust","RQ3","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","89.20118","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Birmingham Women's and Children's NHS Foundation Trust","RQ3","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","64","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Chelsea and Westminster Hospital NHS Foundation Trust","RQM","White","White & Other","London","Grouped region","Acute and Acute & Community Trusts","86.79078","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Chelsea and Westminster Hospital NHS Foundation Trust","RQM","Other","White & Other","London","Grouped region","Acute and Acute & Community Trusts","69.73073","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Princess Alexandra Hospital NHS Trust","RQW","White","White & Other","East of England","Grouped region","Acute and Acute & Community Trusts","82.87561","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Princess Alexandra Hospital NHS Trust","RQW","Other","White & Other","East of England","Grouped region","Acute and Acute & Community Trusts","65.16854","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Homerton University Hospital NHS Foundation Trust","RQX","White","White & Other","London","Grouped region","Acute and Acute & Community Trusts","85.6025","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Homerton University Hospital NHS Foundation Trust","RQX","Other","White & Other","London","Grouped region","Acute and Acute & Community Trusts","62.44444","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South West London and St George's Mental Health NHS Trust","RQY","White","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","85.77154","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South West London and St George's Mental Health NHS Trust","RQY","Other","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","64.67236","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Gateshead Health NHS Foundation Trust","RR7","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","90.53498","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Gateshead Health NHS Foundation Trust","RR7","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","72.54902","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Leeds Teaching Hospitals NHS Trust","RR8","White","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","89.48731","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Leeds Teaching Hospitals NHS Trust","RR8","Other","White & Other","North East and Yorkshire","Grouped region","Acute and Acute & Community Trusts","73.11072","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Midlands Partnership NHS Foundation Trust","RRE","White","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","92.27736","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Midlands Partnership NHS Foundation Trust","RRE","Other","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","82.98969","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Wrightington, Wigan and Leigh Teaching Hospitals NHS Foundation Trust","RRF","White","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","84.9866","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Wrightington, Wigan and Leigh Teaching Hospitals NHS Foundation Trust","RRF","Other","White & Other","North West","Grouped region","Acute and Acute & Community Trusts","75","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Royal Orthopaedic Hospital NHS Foundation Trust","RRJ","White","White & Other","Midlands","Grouped region","Acute Specialist Trusts","91.71429","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Royal Orthopaedic Hospital NHS Foundation Trust","RRJ","Other","White & Other","Midlands","Grouped region","Acute Specialist Trusts","71.95122","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals Birmingham NHS Foundation Trust","RRK","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","85.29844","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University Hospitals Birmingham NHS Foundation Trust","RRK","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","68.88889","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Barnet, Enfield and Haringey Mental Health NHS Trust","RRP","White","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","84.5815","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Barnet, Enfield and Haringey Mental Health NHS Trust","RRP","Other","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","65.73034","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","London Ambulance Service NHS Trust","RRU","White","White & Other","London","Grouped region","Ambulance Trusts","70.45848","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","London Ambulance Service NHS Trust","RRU","Other","White & Other","London","Grouped region","Ambulance Trusts","52.03252","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University College London Hospitals NHS Foundation Trust","RRV","White","White & Other","London","Grouped region","Acute and Acute & Community Trusts","86.88312","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","University College London Hospitals NHS Foundation Trust","RRV","Other","White & Other","London","Grouped region","Acute and Acute & Community Trusts","68.18182","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Cambridgeshire and Peterborough NHS Foundation Trust","RT1","White","White & Other","East of England","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","90.59675","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Cambridgeshire and Peterborough NHS Foundation Trust","RT1","Other","White & Other","East of England","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","66.66667","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Pennine Care NHS Foundation Trust","RT2","White","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","86.23853","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Pennine Care NHS Foundation Trust","RT2","Other","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","80.24691","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Royal Brompton and Harefield NHS Foundation Trust","RT3","White","White & Other","London","Grouped region","Acute Specialist Trusts","88.70637","%"
