"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Geography_name","Gender","Gender_type","Value","Denominator","Value Note","Geography name"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000023","ONS geography code","North Yorkshire","All","Male/Female/All","71","6009","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Male/Female/All","66","268","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Male/Female/All","69","87","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Male/Female/All","80","40","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Male/Female/All","71","475","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Male/Female/All","69","8318","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","All","Male/Female/All","68","9443","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Male/Female/All","63","454","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Male/Female/All","69","181","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Male/Female/All","83","47","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Male/Female/All","73","515","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Male/Female/All","74","6017","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Male/Female/All","72","7655","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","All","Male/Female/All","67","63","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","All","Male/Female/All","59","22","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","All","Male/Female/All","60","10","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","All","Male/Female/All","75","146","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","All","Male/Female/All","72","5294","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","All","Male/Female/All","71","5756","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","All","Male/Female/All","68","390","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","All","Male/Female/All","71","58","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","All","Male/Female/All","72","39","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","All","Male/Female/All","70","366","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","All","Male/Female/All","74","8508","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","All","Male/Female/All","74","9531","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","All","Male/Female/All","70","143","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","All","Male/Female/All","66","67","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","All","Male/Female/All","x","9","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","All","Male/Female/All","71","462","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","All","Male/Female/All","71","6989","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000029","ONS geography code","Suffolk","All","Male/Female/All","70","8025","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","All","Male/Female/All","75","922","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","All","Male/Female/All","65","183","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","All","Male/Female/All","86","72","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","All","Male/Female/All","80","917","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","All","Male/Female/All","79","10423","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","All","Male/Female/All","78","13395","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","All","Male/Female/All","68","366","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","All","Male/Female/All","68","76","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","All","Male/Female/All","81","31","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","All","Male/Female/All","72","325","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","All","Male/Female/All","72","5490","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","All","Male/Female/All","71","6524","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","All","Male/Female/All","68","459","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","All","Male/Female/All","60","104","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","All","Male/Female/All","84","19","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","All","Male/Female/All","71","519","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","All","Male/Female/All","71","7998","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","All","Male/Female/All","70","9457","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","All","Male/Female/All","57","244","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","All","Male/Female/All","65","31","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","All","Male/Female/All","50","8","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","All","Male/Female/All","69","268","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","All","Male/Female/All","71","5698","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","All","Male/Female/All","70","6465","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","All","Male/Female/All","63","1160","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","All","Male/Female/All","64","320","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","All","Male/Female/All","74","140","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","All","Male/Female/All","71","770","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","All","Male/Female/All","71","26690","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","All","Male/Female/All","70","29800","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","All","Male/Female/All","61","8970","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","All","Male/Female/All","64","2560","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","All","Male/Female/All","68","490","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","All","Male/Female/All","68","4030","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","All","Male/Female/All","69","68400","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000002","ONS geography code","North West","All","Male/Female/All","67","87910","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","All","Male/Female/All","63","7530","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","All","Male/Female/All","64","1550","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","All","Male/Female/All","70","210","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","All","Male/Female/All","67","3280","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","All","Male/Female/All","70","50280","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000003","ONS geography code","Yorkshire and the Humber","All","Male/Female/All","68","65030","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","All","Male/Female/All","69","4620","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","All","Male/Female/All","67","1570","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","All","Male/Female/All","73","210","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","All","Male/Female/All","70","3110","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","All","Male/Female/All","69","43700","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","All","Male/Female/All","68","55330","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","All","Male/Female/All","65","11790","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","All","Male/Female/All","66","3780","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","All","Male/Female/All","67","330","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","All","Male/Female/All","68","4990","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","All","Male/Female/All","70","48540","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000005","ONS geography code","West Midlands","All","Male/Female/All","68","72800","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","All","Male/Female/All","69","4880","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","All","Male/Female/All","67","2250","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","All","Male/Female/All","77","300","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","All","Male/Female/All","72","4610","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","All","Male/Female/All","72","58310","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000006","ONS geography code","East of England","All","Male/Female/All","71","73090","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","All","Male/Female/All","74","21140","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","All","Male/Female/All","70","16710","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","All","Male/Female/All","83","970","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","All","Male/Female/All","75","11610","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","All","Male/Female/All","74","42770","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","All","Male/Female/All","73","103730","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","All","Male/Female/All","71","7560","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","All","Male/Female/All","70","2600","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","All","Male/Female/All","82","440","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","All","Male/Female/All","75","6690","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","All","Male/Female/All","75","82550","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","All","Male/Female/All","74","104490","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E12000009","ONS geography code","South West","All","Male/Female/All","67","1510","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000009","ONS geography code","South West","All","Male/Female/All","62","1010","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E12000009","ONS geography code","South West","All","Male/Female/All","75","190","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000009","ONS geography code","South West","All","Male/Female/All","69","2540","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E12000009","ONS geography code","South West","All","Male/Female/All","71","52760","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E12000009","ONS geography code","South West","All","Male/Female/All","70","60170","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E13000001","ONS geography code","Inner London","All","Male/Female/All","71","6550","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E13000001","ONS geography code","Inner London","All","Male/Female/All","71","7610","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E13000001","ONS geography code","Inner London","All","Male/Female/All","82","360","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E13000001","ONS geography code","Inner London","All","Male/Female/All","75","4380","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E13000001","ONS geography code","Inner London","All","Male/Female/All","77","12210","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E13000001","ONS geography code","Inner London","All","Male/Female/All","72","35560","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Male/Female/All","75","14600","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Male/Female/All","70","9090","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Male/Female/All","83","620","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Male/Female/All","76","7230","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Male/Female/All","73","30560","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Male/Female/All","73","68170","","Regional"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","Total","ONS geography code","England","All","Male/Female/All","68","69154","","Country"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","Total","ONS geography code","England","All","Male/Female/All","68","32342","","Country"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","Total","ONS geography code","England","All","Male/Female/All","76","3278","","Country"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","Total","ONS geography code","England","All","Male/Female/All","72","41621","","Country"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","Total","ONS geography code","England","All","Male/Female/All","71","473998","","Country"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","Total","ONS geography code","England","All","Male/Female/All","70","652349","","Country"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000001","ONS geography code","Hartlepool","Female","Male/Female/All","71","14","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000001","ONS geography code","Hartlepool","Female","Male/Female/All","100","6","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000001","ONS geography code","Hartlepool","Female","Male/Female/All","x","x","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000001","ONS geography code","Hartlepool","Female","Male/Female/All","x","7","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000001","ONS geography code","Hartlepool","Female","Male/Female/All","76","504","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000001","ONS geography code","Hartlepool","Female","Male/Female/All","75","538","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000002","ONS geography code","Middlesbrough","Female","Male/Female/All","74","103","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000002","ONS geography code","Middlesbrough","Female","Male/Female/All","74","19","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000002","ONS geography code","Middlesbrough","Female","Male/Female/All",".","0","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000002","ONS geography code","Middlesbrough","Female","Male/Female/All","78","40","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000002","ONS geography code","Middlesbrough","Female","Male/Female/All","73","778","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000002","ONS geography code","Middlesbrough","Female","Male/Female/All","73","986","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","Female","Male/Female/All","x","5","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","Female","Male/Female/All","x","x","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","Female","Male/Female/All",".","0","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","Female","Male/Female/All","83","18","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","Female","Male/Female/All","78","760","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","Female","Male/Female/All","78","797","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000004","ONS geography code","Stockton-on-Tees","Female","Male/Female/All","78","51","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000004","ONS geography code","Stockton-on-Tees","Female","Male/Female/All","70","20","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000004","ONS geography code","Stockton-on-Tees","Female","Male/Female/All","x","6","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000004","ONS geography code","Stockton-on-Tees","Female","Male/Female/All","77","31","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000004","ONS geography code","Stockton-on-Tees","Female","Male/Female/All","79","1030","","Local Authority"
"Percentage achieving at least the expected standard in all ELGs","2018","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000004","ONS geography code","Stockton-on-Tees","Female","Male/Female/All","78","1161","","Local Authority"
