"Ethnicity","Geography","Score","Pupils"
"Mixed","Nottingham","43.2","347"
"Mixed","Nottinghamshire","51.0","340"
"Mixed","Oldham","42.9","118"
"Mixed","Outer London","53.1","5,161"
"Mixed","Oxfordshire","48.3","382"
"Mixed","Peterborough","45.1","153"
"Mixed","Plymouth","50.6","72"
"Mixed","Portsmouth","49.6","78"
"Mixed","Reading","51.0","136"
"Mixed","Redbridge","53.9","306"
"Mixed","Redcar and Cleveland","52.2","23"
"Mixed","Richmond upon Thames","54.8","161"
"Mixed","Rochdale","45.9","136"
"Mixed","Rotherham","47.3","80"
"Mixed","Rutland","60.6","13"
"Mixed","Salford","45.4","138"
"Mixed","Sandwell","45.7","290"
"Mixed","Sefton","50.2","71"
"Mixed","Sheffield","44.7","357"
"Mixed","Shropshire","46.9","64"
"Mixed","Slough","55.2","172"
"Mixed","Solihull","47.4","223"
"Mixed","Somerset","50.7","118"
"Mixed","South East","52.6","4,742"
"Mixed","South Gloucestershire","47.4","117"
"Mixed","South Tyneside","53.0","25"
"Mixed","South West","51.2","1,811"
"Mixed","Southampton","45.7","124"
"Mixed","Southend-on-Sea","57.2","127"
"Mixed","Southwark","55.3","322"
"Mixed","St. Helens","46.7","34"
"Mixed","Staffordshire","48.4","253"
"Mixed","Stockport","51.3","132"
"Mixed","Stockton-on-Tees","52.2","71"
"Mixed","Stoke-on-Trent","43.3","110"
"Mixed","Suffolk","48.6","339"
"Mixed","Sunderland","55.1","46"
"Mixed","Surrey","55.1","598"
"Mixed","Sutton","60.6","277"
"Mixed","Swindon","51.3","109"
"Mixed","Tameside","47.0","113"
"Mixed","Telford and Wrekin","51.8","95"
"Mixed","Thurrock","52.8","137"
"Mixed","Torbay","54.0","46"
"Mixed","Tower Hamlets","50.3","140"
"Mixed","Trafford","60.2","222"
"Mixed","Wakefield","51.8","108"
"Mixed","Walsall","44.8","185"
"Mixed","Waltham Forest","47.2","267"
"Mixed","Wandsworth","51.9","230"
"Mixed","Warrington","53.3","71"
"Mixed","Warwickshire","52.2","247"
"Mixed","West Berkshire","50.1","89"
"Mixed","West Midlands","47.4","3,461"
"Mixed","West Sussex","51.8","352"
"Mixed","Westminster","59.2","200"
"Mixed","Wigan","50.5","69"
"Mixed","Wiltshire","51.6","170"
"Mixed","Windsor and Maidenhead","51.3","137"
"Mixed","Wirral","55.2","110"
"Mixed","Wokingham","58.1","115"
"Mixed","Wolverhampton","44.4","297"
"Mixed","Worcestershire","50.8","188"
"Mixed","York","64.9","42"
"Mixed","Yorkshire and The Humber","47.8","2,210"
"White","All - England","49.7","416,504"
"White","Barking and Dagenham","45.6","936"
"White","Barnet","59.5","1,951"
"White","Barnsley","48.5","2,082"
"White","Bath and North East Somerset","53.6","1,845"
"White","Bedford","49.0","1,308"
"White","Bexley","49.9","1,888"
"White","Birmingham","48.6","4,464"
"White","Blackburn with Darwen","45.3","951"
"White","Blackpool","40.8","1,173"
"White","Bolton","47.2","2,262"
"White","Bournemouth, Christchurch and Poole","54.0","3,124"
"White","Bracknell Forest","50.2","1,053"
"White","Bradford","44.7","2,928"
"White","Brent","50.9","547"
"White","Brighton and Hove","51.9","1,839"
"White","Bristol, City of","49.3","2,361"
"White","Bromley","53.1","2,314"
"White","Buckinghamshire","57.4","4,080"
"White","Bury","48.1","1,629"
"White","Calderdale","51.8","2,010"
"White","Cambridgeshire","50.7","5,072"
"White","Camden","56.6","567"
"White","Central Bedfordshire","48.0","2,370"
"White","Cheshire East","51.4","3,541"
"White","Cheshire West and Chester","50.4","3,380"
"White","Cornwall","48.8","5,023"
"White","County Durham","49.5","4,758"
"White","Coventry","45.5","2,255"
"White","Croydon","49.6","1,269"
"White","Cumbria","50.2","4,771"
"White","Darlington","49.9","1,074"
"White","Derby","45.5","2,030"
"White","Derbyshire","49.8","6,919"
"White","Devon","50.2","6,446"
"White","Doncaster","46.7","2,773"
"White","Dorset","49.7","3,409"
"White","Dudley","47.4","2,586"
"White","Ealing","56.0","812"
"White","East Midlands","48.8","39,187"
"White","East Riding of Yorkshire","49.9","3,086"
"White","East Sussex","48.5","4,376"
"White","East of England","49.8","51,830"
"White","Enfield","49.0","1,798"
"White","Essex","48.7","13,102"
"White","Gateshead","49.8","1,781"
"White","Gloucestershire","52.5","5,650"
"White","Greenwich","49.3","1,114"
"White","Hackney","56.7","743"
"White","Halton","47.2","1,373"
"White","Hammersmith and Fulham","60.1","612"
"White","Hampshire","50.6","11,875"
"White","Haringey","52.8","1,136"
"White","Harrow","50.0","627"
"White","Hartlepool","46.8","976"
"White","Havering","51.6","2,094"
"White","Herefordshire, County of","50.0","1,709"
"White","Hertfordshire","53.5","10,277"
"White","Hillingdon","49.8","1,374"
"White","Hounslow","53.0","958"
"White","Inner London","53.9","7,912"
"White","Isle of Wight","46.5","1,126"
"White","Isles of Scilly","!","16"
"White","Islington","48.7","546"
"White","Kensington and Chelsea","60.7","359"
"White","Kent","50.0","13,827"
"White","Kingston upon Hull, City of","46.9","2,289"
"White","Kingston upon Thames","56.0","936"
"White","Kirklees","48.6","3,157"
"White","Knowsley","38.0","1,002"
"White","Lambeth","51.2","568"
"White","Lancashire","49.6","10,599"
"White","Leeds","48.6","5,717"
"White","Leicester","40.4","1,204"
"White","Leicestershire","49.2","6,294"
"White","Lewisham","50.2","674"
"White","Lincolnshire","49.8","7,090"
"White","Liverpool","47.5","3,953"
"White","London","52.9","31,819"
"White","Luton","43.5","879"
"White","Manchester","44.6","2,194"
"White","Medway","48.0","2,457"
"White","Merton","54.5","728"
"White","Middlesbrough","44.6","1,198"
"White","Milton Keynes","46.6","1,992"
"White","Newcastle upon Tyne","46.6","1,943"
"White","Newham","48.1","662"
"White","Norfolk","49.0","7,368"
"White","North East","48.4","23,956"
"White","North East Lincolnshire","48.5","1,357"
"White","North Lincolnshire","47.5","1,718"
"White","North Somerset","50.1","2,058"
"White","North Tyneside","49.1","1,792"
"White","North West","48.7","61,944"
"White","North Yorkshire","51.6","5,739"
"White","Northamptonshire","48.1","6,423"
"White","Northumberland","49.5","3,017"
"White","Nottingham","43.5","1,521"
"White","Nottinghamshire","50.3","7,236"
"White","Oldham","45.6","1,825"
"White","Outer London","52.5","23,907"
"White","Oxfordshire","50.7","5,212"
"White","Peterborough","46.1","1,801"
"White","Plymouth","48.4","2,425"
"White","Portsmouth","44.6","1,536"
"White","Reading","51.2","734"
"White","Redbridge","52.4","889"
"White","Redcar and Cleveland","47.9","1,529"
"White","Richmond upon Thames","58.2","1,220"
"White","Rochdale","45.1","1,598"
"White","Rotherham","47.9","2,776"
"White","Rutland","55.2","470"
"White","Salford","42.2","1,880"
"White","Sandwell","45.3","1,880"
"White","Sefton","48.7","2,682"
"White","Sheffield","48.1","3,987"
"White","Shropshire","49.6","2,774"
"White","Slough","49.2","522"
"White","Solihull","50.4","2,265"
"White","Somerset","48.3","4,680"
"White","South East","50.7","72,525"
"White","South Gloucestershire","49.7","2,248"
"White","South Tyneside","47.7","1,455"
"White","South West","50.4","46,820"
"White","Southampton","45.4","1,671"
"White","Southend-on-Sea","53.7","1,576"
"White","Southwark","55.7","704"
"White","St. Helens","47.9","1,750"
"White","Staffordshire","48.8","8,076"
"White","Stockport","51.1","2,387"
"White","Stockton-on-Tees","48.1","1,823"
"White","Stoke-on-Trent","46.2","1,948"
"White","Suffolk","48.4","6,674"
"White","Sunderland","47.7","2,610"
"White","Surrey","53.2","8,905"
"White","Sutton","56.2","1,531"
"White","Swindon","48.5","1,709"
"White","Tameside","47.6","2,137"
"White","Telford and Wrekin","49.3","1,719"
"White","Thurrock","46.9","1,403"
"White","Torbay","53.4","1,389"
"White","Tower Hamlets","43.1","307"
"White","Trafford","57.3","2,116"
"White","Wakefield","48.7","3,363"
"White","Walsall","45.7","2,184"
"White","Waltham Forest","50.0","921"
"White","Wandsworth","55.7","630"
"White","Warrington","51.5","2,218"
"White","Warwickshire","52.0","5,238"
"White","West Berkshire","52.6","1,638"
"White","West Midlands","48.7","43,800"
"White","West Sussex","50.0","7,194"
"White","Westminster","61.0","404"
"White","Wigan","49.2","3,296"
"White","Wiltshire","51.2","4,437"
"White","Windsor and Maidenhead","53.2","1,202"
"White","Wirral","50.8","3,227"
"White","Wokingham","55.0","1,286"
"White","Wolverhampton","48.3","1,543"
"White","Worcestershire","49.3","5,159"
"White","York","53.6","1,641"
"White","Yorkshire and The Humber","48.8","44,623"
