"Percentage of new lettings by tenancy length","2015/16","Financial Year","Arab","ONS 18+1","6 to 9 years","11.2","30"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","White British","ONS 18+1","10 or more years","2.5","1067"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","White Irish","ONS 18+1","10 or more years","2.4","7"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","White other","ONS 18+1","10 or more years","1.7","50"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Mixed White/Black Caribbean","ONS 18+1","10 or more years","1.4","15"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Mixed White/Black African","ONS 18+1","10 or more years","4","15"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Mixed White/Asian","ONS 18+1","10 or more years","2.2","6"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Mixed other","ONS 18+1","10 or more years","2","13"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Indian","ONS 18+1","10 or more years","2","9"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Pakistani","ONS 18+1","10 or more years","2.2","18"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Bangladeshi","ONS 18+1","10 or more years","2.9","25"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Asian other","ONS 18+1","10 or more years","2.3","22"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Black Caribbean","ONS 18+1","10 or more years","2.8","58"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Black African","ONS 18+1","10 or more years","2","65"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Black other","ONS 18+1","10 or more years","2.3","13"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Chinese","ONS 18+1","10 or more years","2.6","3"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Any other","ONS 18+1","10 or more years","1.4","10"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","White Gypsy/Traveller","ONS 18+1","10 or more years","0","0"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Arab","ONS 18+1","10 or more years","1.1","3"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Asian","ONS 5+1 2011","10 or more years","2.4","77"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Asian","ONS 5+1 2011","2 years or less","18.2","584"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Asian","ONS 5+1 2011","3 to 5 years","63","2025"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Asian","ONS 5+1 2011","6 to 9 years","16.4","528"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Black","ONS 5+1 2011","10 or more years","2.3","136"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Black","ONS 5+1 2011","2 years or less","18.7","1107"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Black","ONS 5+1 2011","3 to 5 years","56.4","3326"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Black","ONS 5+1 2011","6 to 9 years","22.5","1328"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Mixed","ONS 5+1 2011","10 or more years","2.1","49"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Mixed","ONS 5+1 2011","2 years or less","24.8","590"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Mixed","ONS 5+1 2011","3 to 5 years","55","1310"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Mixed","ONS 5+1 2011","6 to 9 years","18","430"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Other","ONS 5+1 2011","10 or more years","1.3","13"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Other","ONS 5+1 2011","2 years or less","22.5","228"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Other","ONS 5+1 2011","3 to 5 years","60.7","618"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","Other","ONS 5+1 2011","6 to 9 years","15.5","157"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","White","ONS 5+1 2011","10 or more years","2.4","1124"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","White","ONS 5+1 2011","2 years or less","26.4","12337"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","White","ONS 5+1 2011","3 to 5 years","54","25307"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","White","ONS 5+1 2011","6 to 9 years","17.2","8080"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","All","All","10 or more years","2.4","1399"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","All","All","2 years or less","25","14846"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","All","All","3 to 5 years","54.9","32586"
"Percentage of new lettings by tenancy length","2015/16","Financial Year","All","All","6 to 9 years","17.7","10523"
