"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","67","%","65110","43707"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","84","%","425884","359846"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","79","%","251559","198351"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","62","%","33643","20881"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","81","%","217916","177470"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","86","%","239435","205202"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","73","%","31467","22826"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","88","%","207968","182376"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","83","%","439105","362545"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","67","%","61164","41262"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","85","%","377941","321283"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","79","%","225039","178229"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","62","%","31606","19702"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","82","%","193433","158527"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","86","%","214066","184316"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","73","%","29558","21560"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","88","%","184508","162756"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","42","%","2346","981"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","39","%","692","272"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","43","%","1654","709"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","38","%","1197","449"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","34","%","364","123"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","39","%","833","326"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","46","%","1149","532"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","45","%","328","149"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","47","%","821","383"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","83","%","1601","1332"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","57","%","210","120"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","87","%","1391","1212"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","80","%","794","637"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","57","%","113","64"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","84","%","681","573"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","86","%","807","695"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","58","%","97","56"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","90","%","710","639"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","43","%","664","283"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","41","%","339","138"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","45","%","325","145"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","37","%","327","122"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","36","%","176","64"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","38","%","151","58"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","48","%","337","161"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","45","%","163","74"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","50","%","174","87"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","81","%","47278","38412"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","71","%","2705","1915"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","82","%","44573","36497"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","78","%","24202","18914"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","67","%","1384","928"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","79","%","22818","17986"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","84","%","23076","19498"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","75","%","1321","987"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","85","%","21755","18511"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","All","All","2017-18","Academic Year","England","Country","E92000001","All","All","92","%","664100","609475"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","All","All","2017-18","Academic Year","England","Country","E92000001","Boys","All","90","%","340482","305468"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","All","All","2017-18","Academic Year","England","Country","E92000001","Girls","All","94","%","323618","304007"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","94","%","70574","66065"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","92","%","36052","33100"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","95","%","34522","32965"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","93","%","11744","10978"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","92","%","6045","5564"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","95","%","5699","5414"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","93","%","10625","9859"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","91","%","5380","4869"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","95","%","5245","4990"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","92","%","35507","32555"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","89","%","17887","15985"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","94","%","17620","16570"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","92","%","24091","22216"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","90","%","12145","10936"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","94","%","11946","11280"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","90","%","6410","5801"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","87","%","3185","2785"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","94","%","3225","3016"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","91","%","5006","4538"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","89","%","2557","2264"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","93","%","2449","2274"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","95","%","3068","2918"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","94","%","1605","1512"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","96","%","1463","1406"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","96","%","20378","19543"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","95","%","10500","9935"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","97","%","9878","9608"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","92","%","41837","38634"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","90","%","21233","19206"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","94","%","20604","19428"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","92","%","15360","14179"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","91","%","7903","7156"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","94","%","7457","7023"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","94","%","9930","9344"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","93","%","5047","4675"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","96","%","4883","4669"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","92","%","5855","5409"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","91","%","2910","2644"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","94","%","2945","2765"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","91","%","10692","9702"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","88","%","5373","4731"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","93","%","5319","4971"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","90","%","12452","11172"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","88","%","6542","5760"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","92","%","5910","5412"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","92","%","27827","25685"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","90","%","14127","12732"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","95","%","13700","12953"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","74","%","7716","5731"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","72","%","4017","2893"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","77","%","3699","2838"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","92","%","492946","452400"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","90","%","253146","227012"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","94","%","239800","225388"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","92","%","440445","405758"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","90","%","226166","203530"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","94","%","214279","202228"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","62","%","2354","1459"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","59","%","1190","704"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Gypsy","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","65","%","1164","755"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","90","%","1633","1471"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","88","%","863","757"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","93","%","770","714"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","59","%","598","350"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","52","%","295","154"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","65","%","303","196"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","90","%","47916","43362"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","89","%","24632","21867"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","92","%","23284","21495"
