"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","ONS geography code","Gender","FSM","SEN","Admission_Basis","Type_of_school","Religious_character","Value","Denominator","Lower confidence interval","Upper confidence interval","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","1.01","53","0.67","1.35","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","1.06","1133","0.98","1.13","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","1.09","332","0.95","1.22","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","0.24","106","0","0.48","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","1.09","1430","1.02","1.15","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","0.91","65","0.61","1.22","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","-0.83","41","-1.22","-0.44","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","0.94","97","0.69","1.19","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.08","18733","0.06","0.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","0.05","15831","0.03","0.07","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","0.07","1317","0","0.14","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","0.76","4","-0.48","1.99","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","-0.12","25","-0.62","0.37","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","1.1","13","0.41","1.78","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","-0.01","18033","-0.03","0.01","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","0.2","412","0.08","0.33","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","0.14","2633","0.1","0.19","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","0.52","18","-0.06","1.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.02","22916","-0.03","0","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Converter Academies","All Pupils","0.15","11053","0.12","0.17","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Free schools","All Pupils","0.13","372","0.01","0.26","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Further education colleges with provision for 14- to 16-year-olds","All Pupils","-2.99","5","-4.1","-1.88","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Local authority maintained mainstream schools","All Pupils","-0.07","6579","-0.1","-0.04","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Sponsored Academies","All Pupils","-0.15","4199","-0.19","-0.11","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","State-funded special schools","All Pupils","-1.74","456","-1.85","-1.62","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Studio Schools","All Pupils","-0.56","46","-0.92","-0.2","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","University technical colleges","All Pupils","-0.87","161","-1.07","-0.68","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","-0.03","1319","-0.1","0.04","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","-0.01","19962","-0.03","0","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","0.59","1174","0.51","0.66","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","-0.65","3339","-0.69","-0.61","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","0.09","19572","0.07","0.11","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","-0.48","2437","-0.53","-0.43","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","-1.12","902","-1.2","-1.03","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.47","4183","-0.51","-0.43","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.22","6765","0.19","0.25","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.12","8163","0.1","0.15","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.34","1398","-0.41","-0.28","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.3","4484","0.26","0.33","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.22","5149","0.18","0.25","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.33","665","-0.42","-0.23","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.08","2139","0.02","0.13","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.01","2669","-0.04","0.06","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.25","530","-0.35","-0.14","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.27","5345","-0.3","-0.23","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.37","6935","-0.4","-0.34","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.72","1590","-0.78","-0.65","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.62","5011","0.59","0.66","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.55","6589","0.52","0.59","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","0.35","1578","0.28","0.41","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.34","5258","-0.38","-0.31","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.4","6217","-0.43","-0.37","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.73","959","-0.81","-0.65","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.02","338703","-0.03","-0.02","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","-0.05","267344","-0.06","-0.05","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","0.02","20373","0.01","0.04","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","0.82","854","0.74","0.91","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","2.4","1","-0.08","4.87","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","-0.09","311306","-0.1","-0.09","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","-0.01","6988","-0.04","0.02","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","0.03","34742","0.02","0.04","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","0.38","1","-2.09","2.86","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.1","381934","-0.11","-0.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Converter Academies","All Pupils","0.04","196141","0.03","0.04","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Free schools","All Pupils","0.04","3087","-0.01","0.08","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Further education colleges with provision for 14- to 16-year-olds","All Pupils","-2.75","21","-3.29","-2.21","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Local authority maintained mainstream schools","All Pupils","-0.12","106524","-0.12","-0.11","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Sponsored Academies","All Pupils","-0.3","65327","-0.31","-0.29","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","State-funded special schools","All Pupils","-1.72","7648","-1.75","-1.69","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","Studio Schools","All Pupils","-0.67","771","-0.76","-0.58","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","University technical colleges","All Pupils","-0.85","2018","-0.9","-0.79","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","-0.19","26901","-0.21","-0.18","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","-0.08","332775","-0.09","-0.08","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","0.45","14589","0.43","0.47","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","-0.65","56302","-0.66","-0.64","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","-0.01","325614","-0.01","-0.01","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","-0.48","41591","-0.49","-0.47","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","-1.12","14711","-1.14","-1.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.75","43231","-0.76","-0.74","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.56","16866","0.54","0.57","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.51","18748","0.49","0.52","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","0.07","1882","0.01","0.12","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.61","448","-0.73","-0.49","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.78","737","-0.87","-0.69","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-1.05","289","-1.2","-0.91","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.87","41","-1.25","-0.48","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-1.16","100","-1.41","-0.92","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-1.37","59","-1.69","-1.05","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.05","320022","-0.06","-0.05","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.14","360851","-0.14","-0.13","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.79","40829","-0.8","-0.78","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.21","1326","0.15","0.28","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.11","1498","0.05","0.17","","","",""
"Average Progress 8","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All Pupils","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.69","172","-0.88","-0.5","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.18","219577","-0.18","-0.17","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","-0.19","172728","-0.2","-0.18","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","-0.21","244775","-0.22","-0.21","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","-0.14","13873","-0.16","-0.12","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","0.79","48","0.43","1.15","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","0.54","526","0.43","0.65","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","0.94","222","0.77","1.1","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","-0.23","201805","-0.24","-0.23","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","-0.1","4681","-0.14","-0.07","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","-0.1","22992","-0.12","-0.08","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","0.4","166","0.21","0.59","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.25","251693","-0.26","-0.25","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","-0.34","15955","-0.36","-0.32","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","-0.23","217788","-0.23","-0.22","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","0.42","10570","0.39","0.44","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","-0.73","45075","-0.74","-0.72","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","-0.15","206146","-0.15","-0.14","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","-0.57","31518","-0.58","-0.55","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","-1.12","13557","-1.14","-1.09","","","",""
"Average Progress 8","2017/18","2018","Academic Year","All pupils","All pupils","England","Country","E92000001","Boys","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","-0.78","32116","-0.79","-0.77","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.29","21618","0.28","0.31","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","0.32","16700","0.3","0.34","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","0.32","1235","0.25","0.39","","","",""
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","0.81","46","0.45","1.18","","","",""
