"Ethnicity","Geography","%","Pupils"
"Mixed","Nottingham","32.0","347"
"Mixed","Nottinghamshire","50.9","340"
"Mixed","Oldham","35.6","118"
"Mixed","Outer London","54.5","5,161"
"Mixed","Oxfordshire","48.4","382"
"Mixed","Peterborough","37.3","153"
"Mixed","Plymouth","55.6","72"
"Mixed","Portsmouth","48.7","78"
"Mixed","Reading","48.5","136"
"Mixed","Redbridge","55.2","306"
"Mixed","Redcar and Cleveland","47.8","23"
"Mixed","Richmond upon Thames","57.8","161"
"Mixed","Rochdale","41.9","136"
"Mixed","Rotherham","46.3","80"
"Mixed","Rutland","61.5","13"
"Mixed","Salford","38.4","138"
"Mixed","Sandwell","36.9","290"
"Mixed","Sefton","42.3","71"
"Mixed","Sheffield","36.7","357"
"Mixed","Shropshire","42.2","64"
"Mixed","Slough","57.0","172"
"Mixed","Solihull","46.2","223"
"Mixed","Somerset","44.1","118"
"Mixed","South East","54.3","4,742"
"Mixed","South Gloucestershire","45.3","117"
"Mixed","South Tyneside","48.0","25"
"Mixed","South West","50.2","1,811"
"Mixed","Southampton","37.1","124"
"Mixed","Southend-on-Sea","64.6","127"
"Mixed","Southwark","56.8","322"
"Mixed","St. Helens","32.4","34"
"Mixed","Staffordshire","44.7","253"
"Mixed","Stockport","56.1","132"
"Mixed","Stockton-on-Tees","63.4","71"
"Mixed","Stoke-on-Trent","32.7","110"
"Mixed","Suffolk","48.1","339"
"Mixed","Sunderland","54.3","46"
"Mixed","Surrey","61.5","598"
"Mixed","Sutton","65.3","277"
"Mixed","Swindon","59.6","109"
"Mixed","Tameside","40.7","113"
"Mixed","Telford and Wrekin","48.4","95"
"Mixed","Thurrock","53.3","137"
"Mixed","Torbay","56.5","46"
"Mixed","Tower Hamlets","46.4","140"
"Mixed","Trafford","68.9","222"
"Mixed","Wakefield","55.6","108"
"Mixed","Walsall","35.1","185"
"Mixed","Waltham Forest","42.7","267"
"Mixed","Wandsworth","53.5","230"
"Mixed","Warrington","47.9","71"
"Mixed","Warwickshire","55.5","247"
"Mixed","West Berkshire","46.1","89"
"Mixed","West Midlands","43.6","3,461"
"Mixed","West Sussex","50.6","352"
"Mixed","Westminster","67.5","200"
"Mixed","Wigan","52.2","69"
"Mixed","Wiltshire","51.2","170"
"Mixed","Windsor and Maidenhead","51.8","137"
"Mixed","Wirral","57.3","110"
"Mixed","Wokingham","65.2","115"
"Mixed","Wolverhampton","35.4","297"
"Mixed","Worcestershire","52.7","188"
"Mixed","York","73.8","42"
"Mixed","Yorkshire and The Humber","44.9","2,210"
"White","All - England","49.1","416,504"
"White","Barking and Dagenham","38.7","936"
"White","Barnet","67.8","1,951"
"White","Barnsley","50.9","2,082"
"White","Bath and North East Somerset","55.2","1,845"
"White","Bedford","44.3","1,308"
"White","Bexley","49.5","1,888"
"White","Birmingham","47.6","4,464"
"White","Blackburn with Darwen","40.6","951"
"White","Blackpool","32.1","1,173"
"White","Bolton","45.3","2,262"
"White","Bournemouth, Christchurch and Poole","59.4","3,124"
"White","Bracknell Forest","48.4","1,053"
"White","Bradford","40.4","2,928"
"White","Brent","49.9","547"
"White","Brighton and Hove","52.8","1,839"
"White","Bristol, City of","47.9","2,361"
"White","Bromley","54.7","2,314"
"White","Buckinghamshire","64.2","4,080"
"White","Bury","44.7","1,629"
"White","Calderdale","53.3","2,010"
"White","Cambridgeshire","50.3","5,072"
"White","Camden","59.8","567"
"White","Central Bedfordshire","47.1","2,370"
"White","Cheshire East","53.4","3,541"
"White","Cheshire West and Chester","50.0","3,380"
"White","Cornwall","44.9","5,023"
"White","County Durham","48.0","4,758"
"White","Coventry","41.6","2,255"
"White","Croydon","49.9","1,269"
"White","Cumbria","48.6","4,771"
"White","Darlington","50.8","1,074"
"White","Derby","42.3","2,030"
"White","Derbyshire","50.1","6,919"
"White","Devon","48.6","6,446"
"White","Doncaster","45.8","2,773"
"White","Dorset","48.6","3,409"
"White","Dudley","44.5","2,586"
"White","Ealing","62.4","812"
"White","East Midlands","47.9","39,187"
"White","East Riding of Yorkshire","50.7","3,086"
"White","East Sussex","47.3","4,376"
"White","East of England","48.9","51,830"
"White","Enfield","46.9","1,798"
"White","Essex","45.9","13,102"
"White","Gateshead","47.4","1,781"
"White","Gloucestershire","54.3","5,650"
"White","Greenwich","47.4","1,114"
"White","Hackney","61.2","743"
"White","Halton","40.4","1,373"
"White","Hammersmith and Fulham","70.8","612"
"White","Hampshire","50.8","11,875"
"White","Haringey","54.0","1,136"
"White","Harrow","48.8","627"
"White","Hartlepool","45.4","976"
"White","Havering","54.4","2,094"
"White","Herefordshire, County of","50.3","1,709"
"White","Hertfordshire","57.2","10,277"
"White","Hillingdon","49.6","1,374"
"White","Hounslow","54.1","958"
"White","Inner London","56.5","7,912"
"White","Isle of Wight","40.9","1,126"
"White","Isles of Scilly","!","16"
"White","Islington","50.0","546"
"White","Kensington and Chelsea","69.4","359"
"White","Kent","49.8","13,827"
"White","Kingston upon Hull, City of","41.3","2,289"
"White","Kingston upon Thames","59.7","936"
"White","Kirklees","48.5","3,157"
"White","Knowsley","26.0","1,002"
"White","Lambeth","49.5","568"
"White","Lancashire","49.0","10,599"
"White","Leeds","49.3","5,717"
"White","Leicester","31.3","1,204"
"White","Leicestershire","48.8","6,294"
"White","Lewisham","50.1","674"
"White","Lincolnshire","48.8","7,090"
"White","Liverpool","43.1","3,953"
"White","London","54.6","31,819"
"White","Luton","36.4","879"
"White","Manchester","39.4","2,194"
"White","Medway","44.6","2,457"
"White","Merton","57.6","728"
"White","Middlesbrough","40.8","1,198"
"White","Milton Keynes","41.6","1,992"
"White","Newcastle upon Tyne","46.4","1,943"
"White","Newham","44.4","662"
"White","Norfolk","47.6","7,368"
"White","North East","47.2","23,956"
"White","North East Lincolnshire","45.1","1,357"
"White","North Lincolnshire","48.3","1,718"
"White","North Somerset","49.9","2,058"
"White","North Tyneside","47.0","1,792"
"White","North West","47.1","61,944"
"White","North Yorkshire","53.5","5,739"
"White","Northamptonshire","46.1","6,423"
"White","Northumberland","48.7","3,017"
"White","Nottingham","37.4","1,521"
"White","Nottinghamshire","50.9","7,236"
"White","Oldham","41.0","1,825"
"White","Outer London","54.0","23,907"
"White","Oxfordshire","53.1","5,212"
"White","Peterborough","40.0","1,801"
"White","Plymouth","47.2","2,425"
"White","Portsmouth","41.4","1,536"
"White","Reading","51.0","734"
"White","Redbridge","54.6","889"
"White","Redcar and Cleveland","50.0","1,529"
"White","Richmond upon Thames","65.0","1,220"
"White","Rochdale","40.7","1,598"
"White","Rotherham","45.3","2,776"
"White","Rutland","65.3","470"
"White","Salford","35.7","1,880"
"White","Sandwell","35.3","1,880"
"White","Sefton","46.2","2,682"
"White","Sheffield","47.8","3,987"
"White","Shropshire","47.9","2,774"
"White","Slough","44.8","522"
"White","Solihull","51.4","2,265"
"White","Somerset","45.1","4,680"
"White","South East","51.0","72,525"
"White","South Gloucestershire","49.7","2,248"
"White","South Tyneside","43.9","1,455"
"White","South West","50.0","46,820"
"White","Southampton","38.5","1,671"
"White","Southend-on-Sea","57.6","1,576"
"White","Southwark","56.7","704"
"White","St. Helens","45.9","1,750"
"White","Staffordshire","46.2","8,076"
"White","Stockport","53.5","2,387"
"White","Stockton-on-Tees","50.6","1,823"
"White","Stoke-on-Trent","42.1","1,948"
"White","Suffolk","46.8","6,674"
"White","Sunderland","44.7","2,610"
"White","Surrey","56.6","8,905"
"White","Sutton","57.7","1,531"
"White","Swindon","48.4","1,709"
"White","Tameside","46.9","2,137"
"White","Telford and Wrekin","45.0","1,719"
"White","Thurrock","45.3","1,403"
"White","Torbay","57.9","1,389"
"White","Tower Hamlets","37.8","307"
"White","Trafford","65.4","2,116"
"White","Wakefield","49.4","3,363"
"White","Walsall","36.8","2,184"
"White","Waltham Forest","50.7","921"
"White","Wandsworth","62.9","630"
"White","Warrington","54.6","2,218"
"White","Warwickshire","54.5","5,238"
"White","West Berkshire","53.9","1,638"
"White","West Midlands","46.4","43,800"
"White","West Sussex","49.1","7,194"
"White","Westminster","70.0","404"
"White","Wigan","48.0","3,296"
"White","Wiltshire","51.1","4,437"
"White","Windsor and Maidenhead","55.1","1,202"
"White","Wirral","49.1","3,227"
"White","Wokingham","58.8","1,286"
"White","Wolverhampton","42.3","1,543"
"White","Worcestershire","47.6","5,159"
"White","York","55.9","1,641"
"White","Yorkshire and The Humber","48.6","44,623"
