"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","74","%","219997","162849"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","80","%","240035","191148"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","63","%","31086","19532"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","82","%","208949","171616"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","76","%","440711","335117"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","57","%","60332","34619"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","79","%","380379","300498"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","72","%","226255","162586"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","52","%","31242","16219"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","75","%","195013","146367"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","80","%","214456","172531"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","63","%","29090","18400"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","83","%","185366","154131"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","29","%","2357","688"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","31","%","679","208"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","29","%","1678","480"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","25","%","1194","304"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","25","%","363","91"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","26","%","831","213"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","33","%","1163","384"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","37","%","316","117"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","32","%","847","267"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","77","%","1637","1253"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","50","%","244","123"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","81","%","1393","1130"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","72","%","864","626"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","43","%","126","54"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","78","%","738","572"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","81","%","773","627"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","58","%","118","69"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","85","%","655","558"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","31","%","598","183"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","26","%","352","93"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","37","%","246","90"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","24","%","293","70"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","21","%","166","35"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","28","%","127","35"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","37","%","305","113"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","31","%","186","58"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","46","%","119","55"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","71","%","48029","33934"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","60","%","2779","1667"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","71","%","45250","32267"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","67","%","24691","16441"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","56","%","1403","779"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","67","%","23288","15662"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","75","%","23338","17493"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","65","%","1376","888"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","76","%","21962","16605"
"Percentage of pupils reaching the higher standard in key stage 1 reading","All","All","2017-18","Academic Year","England","Country","E92000001","All","All","26","%","664979","170406"
"Percentage of pupils reaching the higher standard in key stage 1 reading","All","All","2017-18","Academic Year","England","Country","E92000001","All","FSM","13","%","91174","11810"
"Percentage of pupils reaching the higher standard in key stage 1 reading","All","All","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","28","%","573805","158596"
"Percentage of pupils reaching the higher standard in key stage 1 reading","All","All","2017-18","Academic Year","England","Country","E92000001","Boys","All","22","%","340912","76018"
"Percentage of pupils reaching the higher standard in key stage 1 reading","All","All","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","11","%","46833","5035"
"Percentage of pupils reaching the higher standard in key stage 1 reading","All","All","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","24","%","294079","70983"
"Percentage of pupils reaching the higher standard in key stage 1 reading","All","All","2017-18","Academic Year","England","Country","E92000001","Girls","All","29","%","324067","94388"
"Percentage of pupils reaching the higher standard in key stage 1 reading","All","All","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","15","%","44341","6775"
"Percentage of pupils reaching the higher standard in key stage 1 reading","All","All","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","31","%","279726","87613"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","25","%","70705","17653"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","16","%","7593","1202"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","26","%","63112","16451"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","22","%","36135","7887"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","14","%","3857","533"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","23","%","32278","7354"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","28","%","34570","9766"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","18","%","3736","669"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","30","%","30834","9097"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","27","%","11786","3136"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","16","%","1278","207"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","28","%","10508","2929"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","24","%","6073","1474"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","15","%","661","96"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","25","%","5412","1378"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","29","%","5713","1662"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","18","%","617","111"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","30","%","5096","1551"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","23","%","10629","2496"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","19","%","1666","318"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","24","%","8963","2178"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","20","%","5385","1082"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","17","%","826","137"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","21","%","4559","945"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","27","%","5244","1414"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","22","%","840","181"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","28","%","4404","1233"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","24","%","35585","8474"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","19","%","7577","1421"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","25","%","28008","7053"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","20","%","17924","3598"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","16","%","3743","588"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","21","%","14181","3010"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","28","%","17661","4876"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","22","%","3834","833"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","29","%","13827","4043"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","25","%","24153","6129"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","20","%","4950","1008"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","27","%","19203","5121"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","22","%","12179","2631"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","17","%","2471","427"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","23","%","9708","2204"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","29","%","11974","3498"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","23","%","2479","581"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","31","%","9495","2917"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","20","%","6409","1253"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","15","%","1587","240"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","21","%","4822","1013"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","15","%","3182","488"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","11","%","742","83"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","17","%","2440","405"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","24","%","3227","765"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","19","%","845","157"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","26","%","2382","608"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","22","%","5023","1092"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","17","%","1040","173"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","23","%","3983","919"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","19","%","2563","479"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","15","%","530","78"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","20","%","2033","401"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","25","%","2460","613"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","19","%","510","95"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","27","%","1950","518"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","38","%","3082","1165"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","26","%","210","55"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","39","%","2872","1110"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","34","%","1609","551"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","21","%","121","25"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","35","%","1488","526"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","42","%","1473","614"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","34","%","89","30"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","42","%","1384","584"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","33","%","20428","6689"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","20","%","787","159"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","33","%","19641","6530"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","29","%","10531","3014"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","19","%","416","78"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","29","%","10115","2936"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","37","%","9897","3675"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","22","%","371","81"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","38","%","9526","3594"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","28","%","41906","11640"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","16","%","8122","1259"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","31","%","33784","10381"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","24","%","21280","5149"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","12","%","4064","500"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","27","%","17216","4649"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","31","%","20626","6491"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","19","%","4058","759"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","35","%","16568","5732"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","29","%","15399","4446"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","16","%","2675","441"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","31","%","12724","4005"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","26","%","7927","2026"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","14","%","1338","185"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","28","%","6589","1841"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","32","%","7472","2420"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","19","%","1337","256"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","35","%","6135","2164"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","34","%","9937","3395"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","17","%","1342","227"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","37","%","8595","3168"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","31","%","5056","1565"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","13","%","688","91"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","34","%","4368","1474"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","37","%","4881","1830"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","21","%","654","136"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","40","%","4227","1694"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","27","%","5866","1606"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","17","%","1106","193"
"Percentage of pupils reaching the higher standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","30","%","4760","1413"
