"Measure","Measure_type","Ethnicity","Ethnicity_type","Time","Time_Type","Region","Age","Age_Type","Sex","Disability","Value","confidence_interval","Numerator","denominator","samp_size"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","All","All","16-64","Female","All","53","1.5","1435300","2710200","11163"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","All","All","16-64","Female","Disabled","36.4","3.4","167300","459900","1917"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","All","All","16-64","Female","Non-disabled","56.4","1.6","1258300","2230200","9155"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","All","All","16-64","Female","unknown","47.7","16.2","9600","20100","91"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","All","All","16-64","Male","All","69.9","1.4","1824100","2607700","9857"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","All","All","16-64","Male","Disabled","46.8","4.2","162600","347600","1381"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","All","All","16-64","Male","Non-disabled","73.7","1.5","1652200","2242800","8402"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","All","All","16-64","Male","unknown","53.8","17.9","9300","17300","74"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","East Midlands","All","16-64","All","All","62.8","4.1","185400","295300","1305"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","East Midlands","All","16-64","All","Disabled","45.5","10.3","21600","47400","223"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","East Midlands","All","16-64","All","Non-disabled","66.2","4.5","162900","246000","1073"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","East Midlands","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","East of England","All","16-64","All","All","66.3","3.8","226300","341400","1447"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","East of England","All","16-64","All","Disabled","54","10.9","23300","43200","201"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","East of England","All","16-64","All","Non-disabled","68.1","4.1","201900","296600","1238"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","East of England","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","London","All","16-64","All","All","62.6","1.8","1401100","2236600","6974"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","London","All","16-64","All","Disabled","41.7","4.4","148300","355700","1190"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","London","All","16-64","All","Non-disabled","66.8","1.9","1242000","1860000","5712"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","London","All","16-64","All","unknown","51.7","18.2","10800","20900","72"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","North East","All","16-64","All","All","56.4","6.4","39900","70700","570"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","North East","All","16-64","All","Disabled","28.4","16.8","2300","8100","69"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","North East","All","16-64","All","Non-disabled","60.1","6.8","37400","62300","498"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","North East","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","North West","All","16-64","All","All","57.3","3.1","260500","454500","2430"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","North West","All","16-64","All","Disabled","34.7","7.3","26400","76000","413"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","North West","All","16-64","All","Non-disabled","62","3.4","233000","375600","2000"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","North West","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Scotland","All","16-64","All","All","59.9","5.8","88200","147200","680"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Scotland","All","16-64","All","Disabled","35.6","16.4","6500","18400","82"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Scotland","All","16-64","All","Non-disabled","63.3","6.1","81300","128400","594"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Scotland","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","South East","All","16-64","All","All","66.7","2.9","345100","517300","2597"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","South East","All","16-64","All","Disabled","51.7","8.6","30500","59000","325"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","South East","All","16-64","All","Non-disabled","68.7","3","313200","456000","2260"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","South East","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","South West","All","16-64","All","All","64","5.4","110600","172800","752"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","South West","All","16-64","All","Disabled","50.8","17.4","8200","16200","79"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","South West","All","16-64","All","Non-disabled","65.4","5.7","101800","155600","668"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","South West","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Wales","All","16-64","All","All","55.3","6.1","43500","78700","638"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Wales","All","16-64","All","Disabled","41.4","15.8","4400","10700","93"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Wales","All","16-64","All","Non-disabled","57","6.7","38000","66700","531"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Wales","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","West Midlands","All","16-64","All","All","57.1","3.2","358500","628300","2282"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","West Midlands","All","16-64","All","Disabled","35.5","7.6","37000","104300","380"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","West Midlands","All","16-64","All","Non-disabled","61.5","3.5","320600","521600","1892"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","West Midlands","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","All","53.4","4.2","200100","375100","1345"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","Disabled","31","9.2","21300","68500","243"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","Non-disabled","58.6","4.6","178400","304300","1091"
"Employed","Percentage of individuals employed","Other than White","White and other","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","All","All","31.6","4.7","79700","251900","924"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","All","Non-disabled","32.5","5","73000","225000","830"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","Female","All","33.2","7","39500","119100","436"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","Female","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","Female","Non-disabled","32.8","7.4","34200","104300","385"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","Male","All","30.2","6.4","40200","132900","488"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","Male","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","Male","Non-disabled","32.2","6.9","38800","120800","445"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","16-24","16-64","Male","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","All","All","60.8","2.8","445000","731500","2998"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","All","Disabled","39.3","6.7","46100","117200","510"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","All","Non-disabled","65","3","397000","610700","2472"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","Female","All","34.1","3.7","119300","349500","1551"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","Female","Disabled","21.8","7.3","14600","66900","304"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","Female","Non-disabled","37","4.2","104100","281100","1239"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","Male","All","85.3","2.9","325700","382000","1447"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","Male","Disabled","62.6","10.4","31500","50300","206"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","Male","Non-disabled","88.9","2.8","292900","329500","1233"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","25-49","16-64","Male","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","All","All","41.5","6.3","53400","128500","592"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","All","Disabled","21.7","7.7","13300","61500","276"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","All","Non-disabled","60.4","8.6","39600","65600","310"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","Female","All","14.6","6.6","8300","56700","276"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","Female","Disabled","6.8","6.5","2100","31400","145"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","Female","Non-disabled","25.3","11.9","6100","24200","127"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","Male","All","62.8","8.4","45100","71900","316"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","Male","Disabled","37.2","13.1","11200","30100","131"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","Male","Non-disabled","81","9","33500","41300","183"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","50-64","16-64","Male","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","All","All","52","2.3","578000","1112000","4514"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","All","Disabled","32.1","4.9","65800","204600","875"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","All","Non-disabled","56.6","2.6","509700","901300","3612"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","Female","All","31.8","3","167100","525200","2263"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","Female","Disabled","19.4","5.5","21800","112100","495"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","Female","Non-disabled","35.3","3.5","144400","409600","1751"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","Male","All","70","3","411000","586800","2251"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","Male","Disabled","47.5","7.9","44000","92500","380"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","Male","Non-disabled","74.3","3.1","365200","491600","1861"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","All","All","16-64","Male","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","East Midlands","All","16-64","All","All","54","12.2","18400","34100","160"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","East Midlands","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","East Midlands","All","16-64","All","Non-disabled","55.7","13.5","15800","28300","130"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","East Midlands","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","East of England","All","16-64","All","All","55.2","8.4","30500","55300","334"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","East of England","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","East of England","All","16-64","All","Non-disabled","60.2","9.3","26200","43500","263"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","East of England","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","London","All","16-64","All","All","55.2","4.9","184600","334400","986"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","London","All","16-64","All","Disabled","34.3","11.1","17900","52200","174"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","London","All","16-64","All","Non-disabled","59.3","5.4","165700","279200","802"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","London","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","North East","All","16-64","All","All","61.3","12.2","10500","17100","154"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","North East","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","North East","All","16-64","All","Non-disabled","66.8","12.9","9600","14400","128"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","North East","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","North West","All","16-64","All","All","49.7","4.9","85900","172800","983"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","North West","All","16-64","All","Disabled","31.9","10.2","11600","36500","200"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","North West","All","16-64","All","Non-disabled","54.7","5.5","73700","134900","775"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","North West","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Scotland","All","16-64","All","All","52.7","13","18600","35400","141"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Scotland","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Scotland","All","16-64","All","Non-disabled","62.1","14.4","16700","26900","109"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Scotland","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","South East","All","16-64","All","All","55.2","7","47100","85300","490"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","South East","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","South East","All","16-64","All","Non-disabled","58.4","7.6","42100","72100","399"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","South East","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","South West","All","16-64","All","All","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","South West","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","South West","All","16-64","All","Non-disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","South West","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Wales","All","16-64","All","All","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Wales","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Wales","All","16-64","All","Non-disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Wales","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","West Midlands","All","16-64","All","All","48.5","6.4","96400","198700","583"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","West Midlands","All","16-64","All","Disabled","27.7","13.2","10400","37700","110"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","West Midlands","All","16-64","All","Non-disabled","53.2","7.1","85400","160500","472"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","West Midlands","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","All","47","6.6","72700","154600","544"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","Disabled","30.8","12.8","10500","34000","124"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","Non-disabled","51.6","7.6","62300","120600","420"
"Employed","Percentage of individuals employed","Pakistani/Bangladeshi","Detailed","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","All","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","Non-disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Female","All","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Female","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Female","Non-disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Male","All","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Male","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Male","Non-disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Male","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","All","All","79.1","10.2","29300","37100","153"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","All","Non-disabled","83.1","10.4","24400","29300","124"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Female","All","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Female","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Female","Non-disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Male","All","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Male","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Male","Non-disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Male","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","All","All","75.5","12.6","14200","18900","112"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","All","Non-disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Female","All","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Female","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Female","Non-disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Female","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Male","All","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Male","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Male","Non-disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Male","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","All","All","66.5","8","49000","73800","334"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","All","Disabled","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","All","Non-disabled","68.7","8.8","40600","59200","269"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","All","unknown","!","!","!","!","!"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","Female","All","62.3","10.9","24500","39300","189"
"Employed","Percentage of individuals employed","Unknown","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","Female","Disabled","!","!","!","!","!"
