"Ethnicity","Geography","%","Pupils"
"Mixed","Outer London","49.7","4,870"
"Mixed","Oxfordshire","46.6","352"
"Mixed","Peterborough","22.1","145"
"Mixed","Plymouth","52.9","68"
"Mixed","Portsmouth","26.5","68"
"Mixed","Reading","39.8","108"
"Mixed","Redbridge","56.4","266"
"Mixed","Redcar and Cleveland","41.7","36"
"Mixed","Richmond upon Thames","53.8","158"
"Mixed","Rochdale","40.8","98"
"Mixed","Rotherham","46.2","65"
"Mixed","Rutland","35.7","14"
"Mixed","Salford","38.0","121"
"Mixed","Sandwell","27.6","268"
"Mixed","Sefton","37.5","56"
"Mixed","Sheffield","36.8","334"
"Mixed","Shropshire","38.6","70"
"Mixed","Slough","60.7","173"
"Mixed","Solihull","41.7","230"
"Mixed","Somerset","47.1","102"
"Mixed","South East","48.1","4,358"
"Mixed","South Gloucestershire","34.5","113"
"Mixed","South Tyneside","39.1","23"
"Mixed","South West","45.2","1,667"
"Mixed","Southampton","38.5","117"
"Mixed","Southend-on-Sea","56.6","99"
"Mixed","Southwark","37.4","273"
"Mixed","St. Helens","39.4","33"
"Mixed","Staffordshire","31.7","227"
"Mixed","Stockport","46.3","134"
"Mixed","Stockton-on-Tees","51.2","41"
"Mixed","Stoke-on-Trent","35.8","106"
"Mixed","Suffolk","43.1","306"
"Mixed","Sunderland","42.1","19"
"Mixed","Surrey","50.5","596"
"Mixed","Sutton","68.6","229"
"Mixed","Swindon","47.5","99"
"Mixed","Tameside","50.5","109"
"Mixed","Telford and Wrekin","46.4","97"
"Mixed","Thurrock","47.1","87"
"Mixed","Torbay","50.0","32"
"Mixed","Tower Hamlets","25.7","113"
"Mixed","Trafford","54.9","175"
"Mixed","Wakefield","44.9","89"
"Mixed","Walsall","36.6","191"
"Mixed","Waltham Forest","40.8","262"
"Mixed","Wandsworth","44.4","234"
"Mixed","Warrington","45.5","55"
"Mixed","Warwickshire","51.3","234"
"Mixed","West Berkshire","44.0","91"
"Mixed","West Midlands","36.7","3,387"
"Mixed","West Sussex","44.2","335"
"Mixed","Westminster","52.9","172"
"Mixed","Wigan","37.3","51"
"Mixed","Wiltshire","48.5","134"
"Mixed","Windsor and Maidenhead","45.9","109"
"Mixed","Wirral","52.4","82"
"Mixed","Wokingham","46.8","109"
"Mixed","Wolverhampton","24.7","279"
"Mixed","Worcestershire","41.3","189"
"Mixed","York","65.9","44"
"Mixed","Yorkshire and The Humber","39.3","1,987"
"White","All - England","42.5","405,623"
"White","Barking and Dagenham","34.1","903"
"White","Barnet","62.4","1,821"
"White","Barnsley","41.7","2,021"
"White","Bath and North East Somerset","47.0","1,840"
"White","Bedford","37.9","1,253"
"White","Bexley","42.9","1,966"
"White","Birmingham","44.3","4,242"
"White","Blackburn with Darwen","37.0","880"
"White","Blackpool","25.9","1,083"
"White","Bolton","37.0","2,235"
"White","Bournemouth, Christchurch and Poole","51.1","3,081"
"White","Bracknell Forest","43.6","951"
"White","Bradford","33.9","2,813"
"White","Brent","46.0","572"
"White","Brighton and Hove","48.1","1,820"
"White","Bristol, City of","41.1","2,339"
"White","Bromley","48.3","2,314"
"White","Buckinghamshire","58.6","3,974"
"White","Bury","35.9","1,590"
"White","Calderdale","46.7","1,942"
"White","Cambridgeshire","47.1","5,044"
"White","Camden","52.1","541"
"White","Central Bedfordshire","41.2","2,397"
"White","Cheshire East","49.9","3,493"
"White","Cheshire West and Chester","43.4","3,285"
"White","Cornwall","39.1","4,901"
"White","County Durham","38.3","4,597"
"White","Coventry","34.7","2,162"
"White","Croydon","45.1","1,283"
"White","Cumbria","40.4","4,604"
"White","Darlington","42.4","1,089"
"White","Derby","36.8","1,953"
"White","Derbyshire","43.5","6,936"
"White","Devon","41.5","6,364"
"White","Doncaster","37.8","2,761"
"White","Dorset","40.7","3,318"
"White","Dudley","36.9","2,547"
"White","Ealing","55.5","815"
"White","East Midlands","41.6","38,424"
"White","East Riding of Yorkshire","43.2","3,000"
"White","East Sussex","41.4","4,356"
"White","East of England","42.3","50,485"
"White","Enfield","40.4","1,769"
"White","Essex","39.1","12,735"
"White","Gateshead","41.2","1,666"
"White","Gloucestershire","47.1","5,767"
"White","Greenwich","37.1","1,098"
"White","Hackney","57.1","749"
"White","Halton","35.6","1,316"
"White","Hammersmith and Fulham","64.3","594"
"White","Hampshire","45.0","11,776"
"White","Haringey","47.4","1,090"
"White","Harrow","46.6","575"
"White","Hartlepool","37.5","952"
"White","Havering","47.3","2,090"
"White","Herefordshire, County of","40.0","1,662"
"White","Hertfordshire","50.4","10,275"
"White","Hillingdon","40.9","1,436"
"White","Hounslow","49.8","877"
"White","Inner London","49.4","7,648"
"White","Isle of Wight","34.2","1,132"
"White","Isles of Scilly","46.2","13"
"White","Islington","41.6","551"
"White","Kensington and Chelsea","56.0","343"
"White","Kent","43.2","13,742"
"White","Kingston upon Hull, City of","32.8","2,071"
"White","Kingston upon Thames","54.9","802"
"White","Kirklees","43.1","2,994"
"White","Knowsley","17.0","954"
"White","Lambeth","43.2","567"
"White","Lancashire","44.1","10,198"
"White","Leeds","44.0","5,503"
"White","Leicester","27.3","1,108"
"White","Leicestershire","42.1","6,070"
"White","Lewisham","42.4","623"
"White","Lincolnshire","41.3","7,178"
"White","Liverpool","34.9","3,879"
"White","Luton","32.7","838"
"White","Manchester","31.4","2,069"
"White","Medway","40.9","2,479"
"White","Merton","51.7","686"
"White","Middlesbrough","32.5","1,066"
"White","Milton Keynes","38.2","1,940"
"White","Newcastle upon Tyne","37.7","1,891"
"White","Newham","36.7","622"
"White","Norfolk","39.6","7,116"
"White","North East","39.3","23,358"
"White","North East Lincolnshire","38.4","1,314"
"White","North Lincolnshire","42.4","1,523"
"White","North Somerset","41.6","1,992"
"White","North Tyneside","40.6","1,869"
"White","North West","40.5","59,824"
"White","North Yorkshire","47.0","5,773"
"White","Northamptonshire","41.2","6,316"
"White","Northumberland","42.8","2,875"
"White","Nottingham","30.4","1,544"
"White","Nottinghamshire","45.1","6,837"
"White","Oldham","36.9","1,726"
"White","Outer London","48.0","23,508"
"White","Oxfordshire","46.6","5,100"
"White","Peterborough","32.6","1,667"
"White","Plymouth","36.4","2,371"
"White","Portsmouth","33.4","1,337"
"White","Reading","43.5","612"
"White","Redbridge","54.3","866"
"White","Redcar and Cleveland","39.9","1,465"
"White","Richmond upon Thames","59.0","1,184"
"White","Rochdale","33.9","1,533"
"White","Rotherham","37.7","2,706"
"White","Rutland","54.4","482"
"White","Salford","29.7","1,752"
"White","Sandwell","27.4","1,888"
"White","Sefton","36.1","2,745"
"White","Sheffield","40.1","3,754"
"White","Shropshire","41.0","2,768"
"White","Slough","41.8","459"
"White","Solihull","45.7","2,170"
"White","Somerset","39.1","4,713"
"White","South East","45.2","70,927"
"White","South Gloucestershire","39.5","2,290"
"White","South Tyneside","34.0","1,397"
"White","South West","42.7","46,342"
"White","Southampton","32.8","1,535"
"White","Southend-on-Sea","52.2","1,544"
"White","Southwark","49.5","666"
"White","St. Helens","38.1","1,642"
"White","Staffordshire","36.8","7,757"
"White","Stockport","45.2","2,240"
"White","Stockton-on-Tees","44.7","1,853"
"White","Stoke-on-Trent","34.7","1,784"
"White","Suffolk","38.8","6,322"
"White","Sunderland","36.7","2,638"
"White","Surrey","51.6","8,642"
"White","Sutton","53.7","1,556"
"White","Swindon","38.6","1,672"
"White","Tameside","38.2","2,023"
"White","Telford and Wrekin","38.9","1,641"
"White","Thurrock","34.4","1,294"
"White","Torbay","47.7","1,308"
"White","Tower Hamlets","36.3","270"
"White","Trafford","59.9","2,126"
"White","Wakefield","44.6","3,166"
"White","Walsall","31.0","2,130"
"White","Waltham Forest","41.9","895"
"White","Wandsworth","55.5","616"
"White","Warrington","49.8","2,111"
"White","Warwickshire","48.6","4,911"
"White","West Berkshire","46.7","1,613"
"White","West Midlands","39.5","42,175"
"White","West Sussex","42.3","7,066"
"White","Westminster","57.2","416"
"White","Wigan","39.5","3,190"
"White","Wiltshire","46.5","4,373"
"White","Windsor and Maidenhead","49.0","1,104"
"White","Wirral","44.7","3,150"
"White","Wokingham","54.3","1,289"
"White","Wolverhampton","31.1","1,520"
"White","Worcestershire","42.6","4,993"
"White","York","50.2","1,591"
"White","Yorkshire and The Humber","42.0","42,932"
