"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","71","%","31080","22060"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","88","%","208917","183818"
"Percentage of pupils reaching the expected standard in key stage 1 science","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","84","%","440639","370876"
"Percentage of pupils reaching the expected standard in key stage 1 science","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","67","%","60322","40602"
"Percentage of pupils reaching the expected standard in key stage 1 science","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","87","%","380317","330274"
"Percentage of pupils reaching the expected standard in key stage 1 science","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","82","%","226221","185353"
"Percentage of pupils reaching the expected standard in key stage 1 science","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","63","%","31238","19832"
"Percentage of pupils reaching the expected standard in key stage 1 science","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","85","%","194983","165521"
"Percentage of pupils reaching the expected standard in key stage 1 science","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","87","%","214418","185523"
"Percentage of pupils reaching the expected standard in key stage 1 science","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","71","%","29084","20770"
"Percentage of pupils reaching the expected standard in key stage 1 science","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","89","%","185334","164753"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","41","%","2357","958"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","43","%","679","290"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","40","%","1678","668"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","37","%","1194","447"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","38","%","363","138"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","37","%","831","309"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","44","%","1163","511"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","48","%","316","152"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","42","%","847","359"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","84","%","1637","1375"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","63","%","244","154"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","88","%","1393","1221"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","83","%","864","716"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","62","%","126","78"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","86","%","738","638"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","85","%","773","659"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","64","%","118","76"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","89","%","655","583"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","41","%","598","244"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","34","%","352","121"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","50","%","246","123"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","38","%","293","110"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","30","%","166","50"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","47","%","127","60"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","44","%","305","134"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","38","%","186","71"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","53","%","119","63"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","79","%","48029","37932"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","69","%","2779","1909"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","80","%","45250","36023"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","76","%","24691","18881"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","65","%","1403","918"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","77","%","23288","17963"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","82","%","23338","19051"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","72","%","1376","991"
"Percentage of pupils reaching the expected standard in key stage 1 science","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","82","%","21962","18060"
