"Ethnicity","Local Authority ","%","Number"
"White","Manchester","63","1,718"
"White","Medway","61","1,578"
"White","Merton","69","751"
"White","Middlesbrough","64","923"
"White","Milton Keynes","62","1,322"
"White","Newcastle upon Tyne","69","1,390"
"White","Newham","70","536"
"White","Norfolk","59","4,835"
"White","North East Lincolnshire","65","1,169"
"White","North Lincolnshire","65","1,170"
"White","North Somerset","64","1,446"
"White","North Tyneside","68","1,403"
"White","North Yorkshire","62","3,429"
"White","Northamptonshire","61","4,555"
"White","Northumberland","64","2,066"
"White","Nottingham","61","1,160"
"White","Nottinghamshire","65","5,288"
"White","Oldham","65","1,229"
"White","Oxfordshire","64","3,729"
"White","Peterborough","54","1,022"
"White","Plymouth","63","1,667"
"White","Poole","62","784"
"White","Portsmouth","56","976"
"White","Reading","58","539"
"White","Redbridge","70","639"
"White","Redcar and Cleveland","71","1,087"
"White","Richmond upon Thames","82","1,293"
"White","Rochdale","62","1,162"
"White","Rotherham","61","1,713"
"White","Rutland","66","241"
"White","Salford","64","1,448"
"White","Sandwell","57","1,193"
"White","Sefton","67","1,841"
"White","Sheffield","62","2,631"
"White","Shropshire","63","1,763"
"White","Slough","58","384"
"White","Solihull","65","1,327"
"White","Somerset","62","3,267"
"White","South Gloucestershire","63","1,726"
"White","South Tyneside","68","1,010"
"White","Southampton","66","1,282"
"White","Southend-on-Sea","68","1,130"
"White","Southwark","75","678"
"White","St. Helens","63","1,226"
"White","Staffordshire","65","5,547"
"White","Stockport","66","1,853"
"White","Stockton-on-Tees","70","1,526"
"White","Stoke-on-Trent","59","1,347"
"White","Suffolk","60","4,153"
"White","Sunderland","68","2,008"
"White","Surrey","69","6,966"
"White","Sutton","70","958"
"White","Swindon","63","1,378"
"White","Tameside","64","1,425"
"White","Telford and Wrekin","66","1,244"
"White","Thurrock","62","1,017"
"White","Torbay","62","813"
"White","Tower Hamlets","72","333"
"White","Trafford","74","1,498"
"White","Wakefield","60","2,081"
"White","Walsall","59","1,312"
"White","Waltham Forest","70","839"
"White","Wandsworth","77","747"
"White","Warrington","71","1,655"
"White","Warwickshire","67","3,504"
"White","West Berkshire","63","982"
"White","West Sussex","61","4,673"
"White","Westminster","76","275"
"White","Wigan","70","2,344"
"White","Wiltshire","63","2,982"
"White","Windsor and Maidenhead","69","761"
"White","Wirral","60","2,069"
"White","Wokingham","70","1,028"
"White","Wolverhampton","63","1,042"
"White","Worcestershire","61","3,448"
"White","York","66","1,161"
