"Ethnicity","Local authority","%","Pupils"
"White","Lincolnshire","74","5,741"
"White","Liverpool","75","3,099"
"White","Luton","74","745"
"White","Manchester","75","2,102"
"White","Medway","70","1,862"
"White","Merton","84","947"
"White","Middlesbrough","75","1,096"
"White","Milton Keynes","77","1,755"
"White","Newcastle upon Tyne","76","1,590"
"White","Newham","80","670"
"White","Norfolk","71","5,983"
"White","North East Lincolnshire","78","1,395"
"White","North Lincolnshire","78","1,409"
"White","North Somerset","75","1,696"
"White","North Tyneside","78","1,764"
"White","North Yorkshire","75","4,494"
"White","Northamptonshire","73","5,726"
"White","Northumberland","75","2,566"
"White","Nottingham","73","1,412"
"White","Nottinghamshire","77","6,443"
"White","Oldham","77","1,492"
"White","Oxfordshire","77","4,639"
"White","Peterborough","70","1,416"
"White","Plymouth","78","2,136"
"White","Portsmouth","70","1,284"
"White","Reading","74","760"
"White","Redbridge","79","780"
"White","Redcar and Cleveland","81","1,256"
"White","Richmond upon Thames","92","1,576"
"White","Rochdale","78","1,495"
"White","Rotherham","73","2,111"
"White","Rutland","84","308"
"White","Salford","79","1,844"
"White","Sandwell","74","1,681"
"White","Sefton","79","2,197"
"White","Sheffield","74","3,221"
"White","Shropshire","78","2,281"
"White","Slough","71","487"
"White","Solihull","80","1,541"
"White","Somerset","73","4,040"
"White","South Gloucestershire","77","2,260"
"White","South Tyneside","80","1,222"
"White","Southampton","73","1,542"
"White","Southend-on-Sea","78","1,402"
"White","Southwark","81","753"
"White","St. Helens","79","1,658"
"White","Staffordshire","79","6,897"
"White","Stockport","80","2,296"
"White","Stockton-on-Tees","81","1,821"
"White","Stoke-on-Trent","73","1,806"
"White","Suffolk","73","5,173"
"White","Sunderland","79","2,375"
"White","Surrey","81","8,301"
"White","Sutton","81","1,190"
"White","Swindon","76","1,697"
"White","Tameside","78","1,833"
"White","Telford and Wrekin","77","1,466"
"White","Thurrock","77","1,287"
"White","Torbay","74","1,005"
"White","Tower Hamlets","76","348"
"White","Trafford","85","1,720"
"White","Wakefield","76","2,742"
"White","Walsall","74","1,738"
"White","Waltham Forest","81","999"
"White","Wandsworth","83","816"
"White","Warrington","83","1,976"
"White","Warwickshire","77","4,251"
"White","West Berkshire","74","1,291"
"White","West Sussex","75","6,010"
"White","Westminster","85","317"
"White","Wigan","80","2,838"
"White","Wiltshire","75","3,704"
"White","Windsor and Maidenhead","76","857"
"White","Wirral","75","2,611"
"White","Wokingham","82","1,270"
"White","Wolverhampton","76","1,308"
"White","Worcestershire","74","4,120"
"White","York","77","1,429"
"Other","Barking and Dagenham","67","32"
"Other","Barnet","86","398"
"Other","Barnsley","90","9"
"Other","Bath and North East Somerset","67","6"
"Other","Bedford","57","16"
"Other","Bexley","78","46"
"Other","Birmingham","78","665"
"Other","Blackburn with Darwen","100","21"
"Other","Blackpool","63","5"
"Other","Bolton","74","55"
"Other","Bournemouth, Christchurch and Poole","78","31"
"Other","Bracknell Forest","86","6"
"Other","Bradford","75","76"
"Other","Brent","80","343"
"Other","Brighton and Hove","80","45"
"Other","Bristol, City of","69","34"
"Other","Bromley","76","52"
"Other","Buckinghamshire","83","35"
"Other","Bury","77","24"
"Other","Calderdale","73","11"
"Other","Cambridgeshire","80","49"
"Other","Camden","83","67"
"Other","Central Bedfordshire","83","15"
"Other","Cheshire East","79","15"
"Other","Cheshire West and Chester","81","17"
"Other","City of London","100","2"
"Other","Cornwall","77","17"
"Other","County Durham","84","16"
"Other","Coventry","69","49"
"Other","Croydon","80","55"
"Other","Cumbria","84","16"
"Other","Darlington","82","9"
"Other","Derby","73","54"
"Other","Derbyshire","86","19"
"Other","Devon","68","36"
"Other","Doncaster","77","17"
"Other","Dorset","100","3"
"Other","Dudley","62","51"
"Other","Ealing","84","556"
"Other","East Riding of Yorkshire","78","14"
"Other","East Sussex","53","17"
"Other","Enfield","86","213"
"Other","Essex","81","107"
"Other","Gateshead","79","26"
"Other","Gloucestershire","77","17"
"Other","Greenwich","89","72"
"Other","Hackney","81","124"
"Other","Halton","40","2"
"Other","Hammersmith and Fulham","87","130"
"Other","Hampshire","88","84"
"Other","Haringey","72","134"
"Other","Harrow","87","106"
"Other","Hartlepool","40","2"
"Other","Havering","85","17"
"Other","Herefordshire, County of","86","6"
"Other","Hertfordshire","81","137"
"Other","Hillingdon","86","278"
"Other","Hounslow","86","324"
"Other","Isle of Wight","100","1"
"Other","Isles of Scilly","N/A","N/A"
"Other","Islington","81","79"
"Other","Kensington and Chelsea","88","145"
"Other","Kent","84","133"
"Other","Kingston upon Hull, City of","81","60"
"Other","Kingston upon Thames","87","114"
"Other","Kirklees","70","35"
"Other","Knowsley","89","8"
"Other","Lambeth","82","124"
"Other","Lancashire","84","54"
"Other","Leeds","69","126"
"Other","Leicester","81","87"
"Other","Leicestershire","80","24"
"Other","Lewisham","79","89"
"Other","Lincolnshire","83","29"
"Other","Liverpool","68","145"
"Other","Luton","83","43"
"Other","Manchester","75","370"
"Other","Medway","85","29"
"Other","Merton","88","63"
"Other","Middlesbrough","77","36"
"Other","Milton Keynes","93","28"
"Other","Newcastle upon Tyne","74","59"
"Other","Newham","88","246"
"Other","Norfolk","75","59"
"Other","North East Lincolnshire","76","16"
"Other","North Lincolnshire","71","10"
"Other","North Somerset","75","3"
"Other","North Tyneside","75","6"
"Other","North Yorkshire","64","16"
"Other","Northamptonshire","70","49"
"Other","Northumberland","75","9"
"Other","Nottingham","78","82"
"Other","Nottinghamshire","80","47"
"Other","Oldham","56","15"
"Other","Oxfordshire","68","68"
"Other","Peterborough","78","28"
"Other","Plymouth","75","30"
"Other","Portsmouth","81","35"
"Other","Reading","88","21"
"Other","Redbridge","85","46"
"Other","Redcar and Cleveland","29","2"
"Other","Richmond upon Thames","87","47"
"Other","Rochdale","70","26"
"Other","Rotherham","86","24"
"Other","Rutland","100","4"
"Other","Salford","64","63"
"Other","Sandwell","78","89"
"Other","Sefton","69","9"
"Other","Sheffield","79","174"
"Other","Shropshire","75","3"
"Other","Slough","92","85"
"Other","Solihull","91","29"
"Other","Somerset","56","10"
"Other","South Gloucestershire","77","20"
"Other","South Tyneside","89","8"
"Other","Southampton","77","40"
"Other","Southend-on-Sea","94","15"
"Other","Southwark","78","198"
"Other","St. Helens","63","5"
"Other","Staffordshire","83","38"
"Other","Stockport","78","25"
"Other","Stockton-on-Tees","71","5"
"Other","Stoke-on-Trent","73","41"
"Other","Suffolk","78","58"
"Other","Sunderland","33","1"
"Other","Surrey","80","106"
"Other","Sutton","94","32"
"Other","Swindon","83","20"
"Other","Tameside","79","19"
"Other","Telford and Wrekin","83","5"
"Other","Thurrock","81","21"
"Other","Torbay","64","7"
"Other","Tower Hamlets","89","97"
"Other","Trafford","86","70"
"Other","Wakefield","62","16"
"Other","Walsall","61","31"
"Other","Waltham Forest","82","106"
"Other","Wandsworth","82","73"
"Other","Warrington","65","13"
"Other","Warwickshire","90","27"
"Other","West Berkshire","80","8"
"Other","West Sussex","79","41"
"Other","Westminster","87","372"
"Other","Wigan","68","26"
"Other","Wiltshire","77","37"
"Other","Windsor and Maidenhead","90","19"
"Other","Wirral","56","5"
"Other","Wokingham","94","17"
"Other","Wolverhampton","77","36"
"Other","Worcestershire","75","18"
"Other","York","82","9"
