"Ethnicity","Geography","Score","Pupils"
"Mixed","Walsall","43.5","180"
"Mixed","Waltham Forest","46.7","237"
"Mixed","Wandsworth","53.6","224"
"Mixed","Warrington","52.5","68"
"Mixed","Warwickshire","50.4","205"
"Mixed","West Berkshire","44.4","68"
"Mixed","West Sussex","45.8","286"
"Mixed","Westminster","51.6","133"
"Mixed","Wigan","44.9","55"
"Mixed","Wiltshire","53.0","121"
"Mixed","Windsor and Maidenhead","53.3","121"
"Mixed","Wirral","57.4","85"
"Mixed","Wokingham","50.1","89"
"Mixed","Wolverhampton","40.6","269"
"Mixed","Worcestershire","47.6","167"
"Mixed","York","55.3","40"
"White","Barking and Dagenham","41.9","921"
"White","Barnet","55.4","1,914"
"White","Barnsley","42.4","1,940"
"White","Bath and North East Somerset","49.0","1,868"
"White","Bedford","46.3","1,281"
"White","Bexley","46.7","1,901"
"White","Birmingham","45.8","3,992"
"White","Blackburn with Darwen","42.5","913"
"White","Blackpool","38.1","1,078"
"White","Bolton","43.1","2,238"
"White","Bournemouth","49.7","1,328"
"White","Bracknell Forest","47.7","911"
"White","Bradford","41.8","2,715"
"White","Brent","47.4","494"
"White","Brighton and Hove","48.0","1,775"
"White","Bristol, City of","46.0","2,167"
"White","Bromley","49.6","2,270"
"White","Buckinghamshire","54.7","4,015"
"White","Bury","45.0","1,618"
"White","Calderdale","49.7","1,909"
"White","Cambridgeshire","48.0","4,858"
"White","Camden","51.0","546"
"White","Central Bedfordshire","45.2","2,301"
"White","Cheshire East","48.8","3,328"
"White","Cheshire West and Chester","46.3","3,161"
"White","City of London","N/A","0"
"White","Cornwall","45.1","4,940"
"White","County Durham","45.2","4,434"
"White","Coventry","41.4","2,105"
"White","Croydon","46.9","1,268"
"White","Cumbria","46.6","4,407"
"White","Darlington","45.5","1,008"
"White","Derby","42.3","1,925"
"White","Derbyshire","45.5","6,739"
"White","Devon","45.8","6,179"
"White","Doncaster","42.4","2,677"
"White","Dorset","47.2","3,827"
"White","Dudley","43.2","2,643"
"White","Ealing","51.8","837"
"White","East Riding of Yorkshire","47.9","3,032"
"White","East Sussex","45.0","4,274"
"White","Enfield","44.7","1,619"
"White","Essex","45.3","12,382"
"White","Gateshead","45.8","1,729"
"White","Gloucestershire","49.4","5,417"
"White","Greenwich","43.3","1,011"
"White","Hackney","53.1","713"
"White","Halton","44.0","1,281"
"White","Hammersmith and Fulham","57.3","567"
"White","Hampshire","47.0","11,536"
"White","Haringey","49.4","1,021"
"White","Harrow","46.2","507"
"White","Hartlepool","42.0","966"
"White","Havering","45.7","2,025"
"White","Herefordshire, County of","45.9","1,580"
"White","Hertfordshire","50.7","9,820"
"White","Hillingdon","44.4","1,410"
"White","Hounslow","48.5","915"
"White","Isle of Wight","40.8","1,042"
"White","Isles of Scilly","64.0","13"
"White","Islington","46.4","484"
"White","Kensington and Chelsea","54.2","260"
"White","Kent","46.0","13,479"
"White","Kingston upon Hull, City of","43.8","2,036"
"White","Kingston upon Thames","55.0","841"
"White","Kirklees","46.0","2,861"
"White","Knowsley","35.4","900"
"White","Lambeth","48.2","540"
"White","Lancashire","46.5","9,797"
"White","Leeds","46.2","5,344"
"White","Leicester","35.8","1,108"
"White","Leicestershire","45.5","5,877"
"White","Lewisham","47.1","596"
"White","Lincolnshire","46.1","6,878"
"White","Liverpool","42.9","3,748"
"White","Luton","40.5","863"
"White","Manchester","40.5","2,081"
"White","Medway","44.7","2,424"
"White","Merton","51.0","677"
"White","Middlesbrough","41.7","1,021"
"White","Milton Keynes","44.1","1,892"
"White","Newcastle upon Tyne","43.9","1,906"
"White","Newham","42.3","657"
"White","Norfolk","44.8","6,995"
"White","North East Lincolnshire","44.1","1,360"
"White","North Lincolnshire","44.5","1,526"
"White","North Somerset","46.4","1,970"
"White","North Tyneside","45.9","1,782"
"White","North Yorkshire","48.3","5,654"
"White","Northamptonshire","44.9","6,196"
"White","Northumberland","46.2","2,933"
"White","Nottingham","39.8","1,441"
"White","Nottinghamshire","46.9","6,792"
"White","Oldham","43.0","1,781"
"White","Oxfordshire","47.3","4,944"
"White","Peterborough","41.5","1,679"
"White","Plymouth","43.7","2,339"
"White","Poole","50.7","1,188"
"White","Portsmouth","40.1","1,437"
"White","Reading","46.0","621"
"White","Redbridge","48.6","797"
"White","Redcar and Cleveland","43.3","1,459"
"White","Richmond upon Thames","52.3","1,110"
"White","Rochdale","42.9","1,430"
"White","Rotherham","43.3","2,739"
"White","Rutland","52.5","439"
"White","Salford","40.1","1,786"
"White","Sandwell","38.7","1,896"
"White","Sefton","45.3","2,662"
"White","Sheffield","45.1","3,683"
"White","Shropshire","45.7","2,695"
"White","Slough","48.1","429"
"White","Solihull","47.2","2,204"
"White","Somerset","44.8","4,421"
"White","South Gloucestershire","44.5","2,251"
"White","South Tyneside","44.7","1,324"
"White","Southampton","42.3","1,511"
"White","Southend-on-Sea","49.2","1,565"
"White","Southwark","50.8","645"
"White","St. Helens","44.9","1,634"
"White","Staffordshire","44.5","7,642"
"White","Stockport","46.9","2,239"
"White","Stockton-on-Tees","46.4","1,739"
"White","Stoke-on-Trent","41.3","1,636"
"White","Suffolk","45.4","6,206"
"White","Sunderland","42.8","2,446"
"White","Surrey","50.0","8,356"
"White","Sutton","52.6","1,519"
"White","Swindon","44.1","1,605"
"White","Tameside","43.4","2,053"
"White","Telford and Wrekin","44.9","1,654"
"White","Thurrock","41.3","1,271"
"White","Torbay","48.2","1,267"
"White","Tower Hamlets","38.9","299"
"White","Trafford","55.9","2,079"
"White","Wakefield","43.4","3,123"
"White","Walsall","42.0","2,142"
"White","Waltham Forest","46.0","840"
"White","Wandsworth","53.3","565"
"White","Warrington","47.0","2,184"
"White","Warwickshire","48.8","4,809"
"White","West Berkshire","49.2","1,562"
"White","West Sussex","46.4","6,736"
"White","Westminster","58.1","371"
"White","Wigan","45.2","3,070"
"White","Wiltshire","48.2","4,241"
"White","Windsor and Maidenhead","51.9","1,090"
"White","Wirral","48.1","3,035"
"White","Wokingham","52.6","1,253"
"White","Wolverhampton","42.8","1,454"
"White","Worcestershire","46.5","4,830"
"White","York","49.5","1,521"
