"measure","ethnicity","ethnicity_type","time","time_type","geography","geography_type","geography_code","age","value","gender","fsm","denominator","numerator","lower_95_ci","upper_95_ci"
"Key stage 2 average progress in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.1","Boys","All","4175","387.16929699999997","-9.4533529758051293E-2","0.28000385167421898"
"Key stage 2 average progress in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.5","Boys","All","17275","-8138.2435299999997","-0.56316232455377901","-0.379036636951263"
"Key stage 2 average progress in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.4","Boys","All","2474","-1041.810909","-0.66437665064934204","-0.17783103649697199"
"Key stage 2 average progress in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.6","Boys","All","922","-1497.4968369999999","-2.0226827788595498","-1.2256834619213599"
"Key stage 2 average progress in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","Boys","FSM","131","68.827292999999997","-0.53180230600525902","1.5826006724174699"
"Key stage 2 average progress in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.6","Girls","Non-FSM","4911","7944.0181130000001","1.44493020287636","1.7902634900579799"
"Key stage 2 average progress in reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.9","Girls","All","17268","32242.706653000001","1.7751125364220099","1.9592755401358299"
"Key stage 2 average progress in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","Girls","FSM","4940","3758.0171439999999","0.58857313283956803","0.93289129792964998"
"Key stage 2 average progress in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.6","Girls","All","299165","186105.65264399999","0.59996094709199899","0.64420633613966305"
"Key stage 2 average progress in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","Girls","FSM","671","352.19257199999998","5.7753185709666498E-2","0.99200112725605805"
"Key stage 2 average progress in reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.3","Girls","Non-FSM","4502","5859.9331730000004","1.1212894500010799","1.48196829011447"
"Key stage 2 average progress in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.7","Girls","All","13173","9192.6421950000004","0.59241287630457395","0.80326649741442302"
"Key stage 2 average progress in reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.4","Girls","All","4965","7134.5826520000001","1.26525025407567","1.60870046173503"
"Key stage 2 average progress in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.9","Girls","All","2097","1980.0648169999999","0.67999957187673099","1.20847426407938"
"Key stage 2 average progress in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.7","Girls","Non-FSM","188628","127580.90812399999","0.64850192152028696","0.70422310471123495"
"Key stage 2 average progress in reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.7","Girls","Non-FSM","55","40.029604999999997","-0.90378288625515302","2.3594048862551502"
"Key stage 2 average progress in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.3","Girls","Non-FSM","13624","17822.929716999999","1.20453381304309","1.41186808316956"
"Key stage 2 average progress in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.4","Girls","FSM","1367","598.88582899999994","0.110830058166883","0.76537451974094695"
"Key stage 2 average progress in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.1","Girls","All","31782","35134.142755000001","1.03759909616871","1.1733468955876301"
"Key stage 2 average progress in reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2","Girls","All","1289","2585.497535","1.66878779713781","2.34284530604292"
"Key stage 2 average progress in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","Girls","FSM","124","149.25205099999999","0.11701336957469601","2.2902777755865902"
"Key stage 2 average progress in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.3","Girls","All","204781","70341.683319999996","0.31675790723812602","0.37023632875056001"
"Key stage 2 average progress in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.1","Girls","All","17871","19413.696148999999","0.99580932395336597","1.1768386698914799"
"Key stage 2 average progress in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.9","Girls","FSM","651","581.20708999999999","0.41854605527375599","1.36703640248354"
"Key stage 2 average progress in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","Girls","FSM","2507","1182.0629939999999","0.22983859786781199","0.71317136942377601"
"Key stage 2 average progress in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.1","Girls","Non-FSM","1746","1919.9181550000001","0.81002766095732204","1.38919130238745"
"Key stage 2 average progress in reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","Girls","FSM","1620","1364.6592559999999","0.541749771737562","1.1430147418426899"
"Key stage 2 average progress in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.5","Girls","Non-FSM","7843","11772.413241","1.3643769933154399","1.63764091845309"
"Key stage 2 average progress in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.1","Girls","FSM","1165","1270.459891","0.73601191074196604","1.4450351124340099"
"Key stage 2 average progress in reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.1","Girls","All","189","-14.425303","-0.95648614677784205","0.80383743778313299"
"Key stage 2 average progress in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.7","Girls","FSM","35225","-23774.111762","-0.73939307519419795","-0.61045003407477405"
"Key stage 2 average progress in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.5","Girls","All","4115","6140.0011530000002","1.3034733319529701","1.6807313596631499"
"Key stage 2 average progress in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.7","Girls","Non-FSM","3444","5787.8085810000002","1.4743611012103299","1.8867356357235201"
"Key stage 2 average progress in reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","Girls","All","2231","1754.662806","0.53031256011908501","1.04267068147659"
"Key stage 2 average progress in reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.3","Girls","FSM","98","31.674800000000001","-0.89909497261970395","1.5455194624156201"
"Key stage 2 average progress in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.4","Girls","All","4936","6848.4949800000004","1.2152296394086199","1.55968728927861"
"Key stage 2 average progress in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","Girls","Non-FSM","1977","2310.8676169999999","0.89673732303060105","1.44101443923544"
"Key stage 2 average progress in reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2.1","Girls","Non-FSM","1191","2553.8227350000002","1.7936469351089299","2.4948883041857601"
"Key stage 2 average progress in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.5","Girls","Non-FSM","3771","5578.035089","1.2821476685747599","1.67623742238258"
"Key stage 2 average progress in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.4","Girls","FSM","4247","1590.7664319999999","0.18888787222285","0.560236889726756"
"Key stage 2 average progress in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.7","Girls","FSM","4466","3221.711796","0.540321619318613","0.90245124051119596"
"Key stage 2 average progress in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","Girls","Non-FSM","26842","31376.125610999999","1.09506303434199","1.24277510074484"
"Key stage 2 average progress in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","Girls","Non-FSM","3292","1780.235406","0.32988259851172802","0.75166989602045498"
"Key stage 2 average progress in reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2","Girls","Non-FSM","15648","30878.047396999998","1.8765597246866099","2.07002097533899"
"Key stage 2 average progress in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","Girls","Non-FSM","10666","8010.5792009999996","0.63387516242973296","0.86820231760028299"
"Key stage 2 average progress in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.6","Girls","Non-FSM","171802","94920.197765000004","0.52330459069692703","0.58169066855500295"
"Key stage 2 average progress in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.6","Girls","All","866","-509.01216299999999","-0.99895621382063704","-0.17659150673363599"
"Key stage 2 average progress in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.2","Girls","FSM","351","60.146661999999999","-0.47450417110072401","0.81722019389274703"
"Key stage 2 average progress in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.1","Girls","All","2628","2892.0747070000002","0.86444769644931996","1.3365224002020899"
"Key stage 2 average progress in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1","Girls","Non-FSM","12871","13115.248250000001","0.91232014801619499","1.12563311901826"
"Key stage 2 average progress in reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","Girls","FSM","1134","1401.382656","0.87646262757305504","1.59511172163329"
"Key stage 2 average progress in reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.3","Girls","Non-FSM","2424","741.10027400000001","5.9965434259207598E-2","0.55150343867808804"
"Key stage 2 average progress in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","Girls","FSM","1558","58.480941000000001","-0.26902000026082501","0.34409181155736002"
"Key stage 2 average progress in reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","Girls","Non-FSM","8836","10947.171770999999","1.1102026600933701","1.3676542369189"
"Key stage 2 average progress in reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","Girls","All","5221","6504.4399270000004","1.0783605120867801","1.4132847386315199"
"Key stage 2 average progress in reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.5","Girls","Non-FSM","3831","5733.1999960000003","1.30103256261403","1.6920240784718701"
"Key stage 2 average progress in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","Girls","All","223853","103806.79636199999","0.43815273640027302","0.48930230205799902"
"Key stage 2 average progress in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.9","Girls","FSM","580","530.06474000000003","0.41147026532834102","1.41633918294752"
"Key stage 2 average progress in reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.9","Girls","Non-FSM","1611","1426.9762049999999","0.584299385219191","1.1872415272575301"
"Key stage 2 average progress in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.9","Girls","All","17337","16336.960046","0.85041950898637597","1.03421566964894"
"Key stage 2 average progress in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.8","Girls","FSM","368","-655.05371600000001","-2.4108050568448101","-1.1492694866334401"
"Key stage 2 average progress in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2.3","Girls","All","749","1745.8438550000001","1.8887671064454501","2.7730322393489302"
"Key stage 2 average progress in reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.2","Girls","All","3470","530.35650199999998","-5.2572864847291401E-2","0.358253845827121"
"Key stage 2 average progress in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.4","Girls","All","6278","8542.9039420000008","1.20805301494572","1.51348376173484"
"Key stage 2 average progress in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.3","Girls","FSM","50492","-13841.335037000001","-0.32797882479420298","-0.22027971267707"
"Key stage 2 average progress in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.3","Girls","Non-FSM","498","146.04155299999999","-0.248967877210341","0.83548013825451695"
"Key stage 2 average progress in reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","Girls","FSM","620","327.686601","4.2570081314120899E-2","1.0144834702987799"
"Key stage 2 average progress in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2.6","Girls","Non-FSM","625","1596.5918039999999","2.0705379219679898","3.0385558508319899"
"Key stage 2 average progress in reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.9","Girls","FSM","719","644.506754","0.44513104708087398","1.34765547308603"
"Key stage 2 average progress in reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.4","Girls","FSM","134","-54.454908000000003","-1.4516800656255999","0.63892024473007902"
"Key stage 2 average progress in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.7","Girls","FSM","32979","-24578.514445000001","-0.81190848122544401","-0.67864699013510199"
"Key stage 2 average progress in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.5","Girls","All","8423","12302.477981","1.32873760910756","1.5924253924359"
"Key stage 2 average progress in reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","Girls","All","11636","14051.940737999999","1.0954525630868901","1.3198002279066201"
"Key stage 2 average progress in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","Girls","Non-FSM","248673","199946.987681","0.77979094629239398","0.82832081237058197"
"Key stage 2 average progress in reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.1","Girls","FSM","2800","3104.768967","0.880173318176243","1.3375188011094501"
"Key stage 2 average progress in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.4","Girls","All","4850","1838.716347","0.205367680148273","0.55286586500635004"
"Key stage 2 average progress in reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.2","Girls","FSM","1046","-210.74377200000001","-0.57561022140646501","0.17265845850015701"
"Key stage 2 average progress in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","N/A","Other","Non-FSM","0","N/A","NULL","NULL"
"Key stage 2 average progress in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","N/A","Other","Non-FSM","0","N/A","NULL","NULL"
"Key stage 2 average progress in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","N/A","Other","All","0","N/A","NULL","NULL"
"Key stage 2 average progress in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","N/A","Other","All","0","N/A","NULL","NULL"
