"Ethnicity","Local authority ","%","Pupils"
"White","Liverpool","72","2,976"
"White","Luton","68","691"
"White","Manchester","70","1,973"
"White","Medway","70","1,855"
"White","Merton","80","907"
"White","Middlesbrough","72","1,053"
"White","Milton Keynes","75","1,721"
"White","Newcastle upon Tyne","73","1,536"
"White","Newham","77","643"
"White","Norfolk","70","5,894"
"White","North East Lincolnshire","72","1,300"
"White","North Lincolnshire","72","1,300"
"White","North Somerset","74","1,671"
"White","North Tyneside","75","1,700"
"White","North Yorkshire","73","4,363"
"White","Northamptonshire","70","5,456"
"White","Northumberland","75","2,562"
"White","Nottingham","69","1,324"
"White","Nottinghamshire","72","6,045"
"White","Oldham","73","1,427"
"White","Oxfordshire","75","4,529"
"White","Peterborough","64","1,303"
"White","Plymouth","73","1,994"
"White","Portsmouth","66","1,201"
"White","Reading","72","741"
"White","Redbridge","75","745"
"White","Redcar and Cleveland","78","1,214"
"White","Richmond upon Thames","90","1,543"
"White","Rochdale","71","1,356"
"White","Rotherham","67","1,943"
"White","Rutland","78","284"
"White","Salford","74","1,721"
"White","Sandwell","69","1,569"
"White","Sefton","74","2,050"
"White","Sheffield","72","3,119"
"White","Shropshire","75","2,195"
"White","Slough","64","438"
"White","Solihull","77","1,473"
"White","Somerset","71","3,914"
"White","South Gloucestershire","74","2,171"
"White","South Tyneside","75","1,154"
"White","Southampton","71","1,490"
"White","Southend-on-Sea","75","1,337"
"White","Southwark","79","735"
"White","St. Helens","74","1,553"
"White","Staffordshire","74","6,517"
"White","Stockport","76","2,179"
"White","Stockton-on-Tees","76","1,700"
"White","Stoke-on-Trent","67","1,665"
"White","Suffolk","71","5,027"
"White","Sunderland","74","2,231"
"White","Surrey","79","8,064"
"White","Sutton","78","1,149"
"White","Swindon","71","1,574"
"White","Tameside","72","1,696"
"White","Telford and Wrekin","74","1,417"
"White","Thurrock","74","1,238"
"White","Torbay","75","1,020"
"White","Tower Hamlets","78","357"
"White","Trafford","83","1,672"
"White","Wakefield","71","2,581"
"White","Walsall","69","1,599"
"White","Waltham Forest","79","967"
"White","Wandsworth","81","796"
"White","Warrington","78","1,868"
"White","Warwickshire","74","4,053"
"White","West Berkshire","75","1,295"
"White","West Sussex","74","5,931"
"White","Westminster","82","306"
"White","Wigan","74","2,633"
"White","Wiltshire","74","3,658"
"White","Windsor and Maidenhead","79","882"
"White","Wirral","69","2,417"
"White","Wokingham","80","1,239"
"White","Wolverhampton","72","1,236"
"White","Worcestershire","72","4,002"
"White","York","75","1,392"
"Other","Barking and Dagenham","63","30"
"Other","Barnet","73","339"
"Other","Barnsley","80","8"
"Other","Bath and North East Somerset","67","6"
"Other","Bedford","46","13"
"Other","Bexley","76","45"
"Other","Birmingham","67","572"
"Other","Blackburn with Darwen","90","19"
"Other","Blackpool","50","4"
"Other","Bolton","59","44"
"Other","Bournemouth, Christchurch and Poole","68","27"
"Other","Bracknell Forest","86","6"
"Other","Bradford","66","67"
"Other","Brent","64","276"
"Other","Brighton and Hove","63","35"
"Other","Bristol, City of","67","33"
"Other","Bromley","78","53"
"Other","Buckinghamshire","79","33"
"Other","Bury","61","19"
"Other","Calderdale","67","10"
"Other","Cambridgeshire","77","47"
"Other","Camden","73","59"
"Other","Central Bedfordshire","72","13"
"Other","Cheshire East","74","14"
"Other","Cheshire West and Chester","81","17"
"Other","City of London","100","2"
"Other","Cornwall","73","16"
"Other","County Durham","68","13"
"Other","Coventry","62","44"
"Other","Croydon","74","51"
"Other","Cumbria","68","13"
"Other","Darlington","64","7"
"Other","Derby","58","43"
"Other","Derbyshire","86","19"
"Other","Devon","68","36"
"Other","Doncaster","64","14"
"Other","Dorset","100","3"
"Other","Dudley","55","45"
"Other","Ealing","73","482"
"Other","East Riding of Yorkshire","67","12"
"Other","East Sussex","50","16"
"Other","Enfield","75","187"
"Other","Essex","78","103"
"Other","Gateshead","73","24"
"Other","Gloucestershire","50","11"
"Other","Greenwich","72","58"
"Other","Hackney","74","113"
"Other","Halton","40","2"
"Other","Hammersmith and Fulham","80","119"
"Other","Hampshire","77","74"
"Other","Haringey","62","116"
"Other","Harrow","74","90"
"Other","Hartlepool","40","2"
"Other","Havering","75","15"
"Other","Herefordshire, County of","71","5"
"Other","Hertfordshire","69","117"
"Other","Hillingdon","72","232"
"Other","Hounslow","77","288"
"Other","Isle of Wight","100","1"
"Other","Isles of Scilly","N/A","N/A"
"Other","Islington","73","72"
"Other","Kensington and Chelsea","77","126"
"Other","Kent","74","118"
"Other","Kingston upon Hull, City of","72","53"
"Other","Kingston upon Thames","73","95"
"Other","Kirklees","48","24"
"Other","Knowsley","67","6"
"Other","Lambeth","78","119"
"Other","Lancashire","64","41"
"Other","Leeds","55","101"
"Other","Leicester","70","75"
"Other","Leicestershire","67","20"
"Other","Lewisham","68","76"
"Other","Lincolnshire","75","27"
"Other","Liverpool","60","127"
"Other","Luton","73","38"
"Other","Manchester","63","314"
"Other","Medway","82","28"
"Other","Merton","83","60"
"Other","Middlesbrough","74","35"
"Other","Milton Keynes","83","25"
"Other","Newcastle upon Tyne","71","57"
"Other","Newham","79","222"
"Other","Norfolk","66","52"
"Other","North East Lincolnshire","81","17"
"Other","North Lincolnshire","71","10"
"Other","North Somerset","75","3"
"Other","North Tyneside","75","6"
"Other","North Yorkshire","68","17"
"Other","Northamptonshire","66","46"
"Other","Northumberland","75","9"
"Other","Nottingham","68","71"
"Other","Nottinghamshire","61","36"
"Other","Oldham","48","13"
"Other","Oxfordshire","61","61"
"Other","Peterborough","67","24"
"Other","Plymouth","63","25"
"Other","Portsmouth","70","30"
"Other","Reading","71","17"
"Other","Redbridge","81","44"
"Other","Redcar and Cleveland","14","1"
"Other","Richmond upon Thames","85","46"
"Other","Rochdale","59","22"
"Other","Rotherham","82","23"
"Other","Rutland","50","2"
"Other","Salford","58","57"
"Other","Sandwell","68","77"
"Other","Sefton","54","7"
"Other","Sheffield","69","151"
"Other","Shropshire","75","3"
"Other","Slough","77","71"
"Other","Solihull","84","27"
"Other","Somerset","44","8"
"Other","South Gloucestershire","69","18"
"Other","South Tyneside","56","5"
"Other","Southampton","73","38"
"Other","Southend-on-Sea","94","15"
"Other","Southwark","70","178"
"Other","St. Helens","63","5"
"Other","Staffordshire","80","37"
"Other","Stockport","63","20"
"Other","Stockton-on-Tees","71","5"
"Other","Stoke-on-Trent","66","37"
"Other","Suffolk","61","45"
"Other","Sunderland","33","1"
"Other","Surrey","74","98"
"Other","Sutton","71","24"
"Other","Swindon","63","15"
"Other","Tameside","67","16"
"Other","Telford and Wrekin","100","6"
"Other","Thurrock","69","18"
"Other","Torbay","64","7"
"Other","Tower Hamlets","83","90"
"Other","Trafford","81","66"
"Other","Wakefield","54","14"
"Other","Walsall","61","31"
"Other","Waltham Forest","75","97"
"Other","Wandsworth","73","65"
"Other","Warrington","50","10"
"Other","Warwickshire","80","24"
"Other","West Berkshire","70","7"
"Other","West Sussex","77","40"
"Other","Westminster","74","319"
"Other","Wigan","66","25"
"Other","Wiltshire","73","35"
"Other","Windsor and Maidenhead","76","16"
"Other","Wirral","22","2"
"Other","Wokingham","78","14"
"Other","Wolverhampton","66","31"
"Other","Worcestershire","67","16"
"Other","York","73","8"
