"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","38","%","561","213"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","46","%","4124","1894"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","57","%","4528","2579"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","57","%","519","296"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","57","%","4009","2283"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","69","%","490459","337182"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","50","%","75554","37789"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","72","%","414905","299393"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","62","%","251265","156655"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","43","%","38785","16514"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","66","%","212480","140141"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","75","%","239194","180527"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","58","%","36769","21275"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","79","%","202425","159252"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","69","%","437845","303386"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","50","%","70589","35507"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","73","%","367256","267879"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","63","%","224357","140950"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","43","%","36220","15495"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","67","%","188137","125455"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","76","%","213488","162436"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","58","%","34369","20012"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","80","%","179119","142424"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","26","%","2529","650"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","23","%","829","191"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","27","%","1700","459"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","22","%","1306","286"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","19","%","444","86"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","23","%","862","200"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","30","%","1223","364"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","27","%","385","105"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","31","%","838","259"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","72","%","1578","1130"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","41","%","241","98"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","77","%","1337","1032"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","64","%","780","502"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","36","%","118","42"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","69","%","662","460"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","79","%","798","628"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","46","%","123","56"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","85","%","675","572"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","30","%","682","204"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","25","%","411","104"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","37","%","271","100"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","21","%","335","71"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","18","%","214","38"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","27","%","121","33"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","38","%","347","133"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","34","%","197","66"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","45","%","150","67"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","67","%","47825","31812"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","54","%","3484","1889"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","67","%","44341","29923"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","61","%","24487","14846"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","48","%","1789","853"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","62","%","22698","13993"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","73","%","23338","16966"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","61","%","1695","1036"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","74","%","21643","15930"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","15","%","666393","98369"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","7","%","107158","7259"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","16","%","559235","91110"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","11","%","341213","37851"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","5","%","55056","2501"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","12","%","286157","35350"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","19","%","325180","60518"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","9","%","52102","4758"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","20","%","273078","55760"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","16","%","73121","12057"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","10","%","9320","959"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","17","%","63801","11098"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","13","%","37378","4710"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","7","%","4792","348"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","13","%","32586","4362"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","21","%","35743","7347"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","13","%","4528","611"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","22","%","31215","6736"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","18","%","11959","2124"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","11","%","1591","173"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","19","%","10368","1951"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","14","%","6187","865"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","8","%","864","69"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","15","%","5323","796"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","22","%","5772","1259"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","14","%","727","104"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","23","%","5045","1155"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","17","%","10849","1794"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","12","%","2045","250"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","18","%","8804","1544"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","12","%","5555","688"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","9","%","1053","94"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","13","%","4502","594"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","21","%","5294","1106"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","16","%","992","156"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","22","%","4302","950"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","15","%","34906","5078"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","11","%","8712","944"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","16","%","26194","4134"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","11","%","17719","1916"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","8","%","4491","341"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","12","%","13228","1575"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","18","%","17187","3162"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","14","%","4221","603"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","20","%","12966","2559"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","16","%","23752","3736"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","12","%","5560","679"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","17","%","18192","3057"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","12","%","12110","1422"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","9","%","2855","246"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","13","%","9255","1176"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","20","%","11642","2314"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","16","%","2705","433"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","21","%","8937","1881"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","10","%","6083","632"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","7","%","1918","138"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","12","%","4165","494"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","8","%","3069","231"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","4","%","975","43"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","9","%","2094","188"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","13","%","3014","401"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","10","%","943","95"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","15","%","2071","306"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","14","%","5071","710"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","10","%","1234","127"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","15","%","3837","583"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","10","%","2540","263"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","8","%","661","52"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","11","%","1879","211"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","18","%","2531","447"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","13","%","573","75"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","19","%","1958","372"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","28","%","3327","944"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","21","%","241","51"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","29","%","3086","893"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","23","%","1709","390"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","16","%","116","19"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","23","%","1593","371"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","34","%","1618","554"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","26","%","125","32"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","35","%","1493","522"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","22","%","21443","4791"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","12","%","990","121"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","23","%","20453","4670"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","18","%","11056","1963"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","8","%","541","44"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","18","%","10515","1919"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","27","%","10387","2828"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","17","%","449","77"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","28","%","9938","2751"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","17","%","42695","7175"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","9","%","9340","811"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","19","%","33355","6364"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","13","%","21896","2872"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","6","%","4799","279"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","15","%","17097","2593"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","21","%","20799","4303"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","12","%","4541","532"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","23","%","16258","3771"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","18","%","15821","2850"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","9","%","3045","288"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","20","%","12776","2562"
