"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","66","%","219997","145043"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","76","%","240035","183351"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","58","%","31086","17995"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","79","%","208949","165356"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","70","%","440711","308264"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","50","%","60332","29922"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","73","%","380379","278342"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","63","%","226255","143007"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","42","%","31242","12983"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","67","%","195013","130024"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","77","%","214456","165257"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","58","%","29090","16939"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White British","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","80","%","185366","148318"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","25","%","2357","578"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","25","%","679","170"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","24","%","1678","408"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","19","%","1194","223"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","18","%","363","67"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","19","%","831","156"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","31","%","1163","355"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","33","%","316","103"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Gypsy/Roma","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","30","%","847","252"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","70","%","1637","1147"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","42","%","244","103"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","75","%","1393","1044"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","64","%","864","549"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","33","%","126","42"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","69","%","738","507"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","77","%","773","598"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","52","%","118","61"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","82","%","655","537"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","24","%","598","144"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","19","%","352","67"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","31","%","246","77"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","18","%","293","54"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","14","%","166","24"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","24","%","127","30"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","30","%","305","90"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","23","%","186","43"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Irish Traveller","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","39","%","119","47"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","67","%","48029","32060"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","55","%","2779","1532"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","67","%","45250","30528"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","61","%","24691","15009"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","49","%","1403","683"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","62","%","23288","14326"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","73","%","23338","17051"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","62","%","1376","849"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","74","%","21962","16202"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2017-18","Academic Year","England","Country","E92000001","All","All","16","%","664979","105527"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2017-18","Academic Year","England","Country","E92000001","All","FSM","7","%","91174","6460"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","17","%","573805","99067"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2017-18","Academic Year","England","Country","E92000001","Boys","All","12","%","340912","40320"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","5","%","46833","2263"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","13","%","294079","38057"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2017-18","Academic Year","England","Country","E92000001","Girls","All","20","%","324067","65207"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","9","%","44341","4197"
"Percentage of pupils reaching the higher standard in key stage 1 writing","All","All","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","22","%","279726","61010"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","18","%","70705","12436"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","10","%","7593","783"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","18","%","63112","11653"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","14","%","36135","4886"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","7","%","3857","282"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","14","%","32278","4604"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","22","%","34570","7550"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","13","%","3736","501"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","23","%","30834","7049"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","19","%","11786","2290"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","11","%","1278","142"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","20","%","10508","2148"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","16","%","6073","955"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","8","%","661","51"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","17","%","5412","904"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","23","%","5713","1335"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","15","%","617","91"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","24","%","5096","1244"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","17","%","10629","1795"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","13","%","1666","215"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","18","%","8963","1580"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","13","%","5385","674"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","10","%","826","80"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","13","%","4559","594"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","21","%","5244","1121"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","16","%","840","135"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","22","%","4404","986"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","16","%","35585","5753"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","12","%","7577","922"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","17","%","28008","4831"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","12","%","17924","2143"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","9","%","3743","333"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","13","%","14181","1810"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","20","%","17661","3610"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","15","%","3834","589"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","22","%","13827","3021"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","18","%","24153","4252"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","14","%","4950","690"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","19","%","19203","3562"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","13","%","12179","1611"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","10","%","2471","255"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","14","%","9708","1356"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","22","%","11974","2641"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","18","%","2479","435"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","23","%","9495","2206"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","12","%","6409","779"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","9","%","1587","138"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","13","%","4822","641"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","8","%","3182","264"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","5","%","742","40"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","9","%","2440","224"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","16","%","3227","515"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","12","%","845","98"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","18","%","2382","417"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","14","%","5023","722"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","9","%","1040","94"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","16","%","3983","628"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","10","%","2563","268"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","7","%","530","38"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","11","%","2033","230"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","18","%","2460","454"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","11","%","510","56"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","20","%","1950","398"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","31","%","3082","945"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","16","%","210","33"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","32","%","2872","912"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","25","%","1609","398"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","12","%","121","14"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","26","%","1488","384"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","37","%","1473","547"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","21","%","89","19"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","38","%","1384","528"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","24","%","20428","4828"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","13","%","787","100"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","24","%","19641","4728"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","19","%","10531","1956"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","9","%","416","36"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","19","%","10115","1920"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","29","%","9897","2872"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","17","%","371","64"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","29","%","9526","2808"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","18","%","41906","7412"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","9","%","8122","693"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","20","%","33784","6719"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","14","%","21280","2895"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","6","%","4064","241"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","15","%","17216","2654"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","22","%","20626","4517"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","11","%","4058","452"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","25","%","16568","4065"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","19","%","15399","2938"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","10","%","2675","261"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","21","%","12724","2677"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","15","%","7927","1190"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","7","%","1338","97"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","17","%","6589","1093"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","23","%","7472","1748"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","12","%","1337","164"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","26","%","6135","1584"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","22","%","9937","2189"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","9","%","1342","122"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","24","%","8595","2067"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","17","%","5056","871"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","6","%","688","38"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","19","%","4368","833"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","27","%","4881","1318"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","13","%","654","84"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","29","%","4227","1234"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","18","%","5866","1031"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","10","%","1106","110"
"Percentage of pupils reaching the higher standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","19","%","4760","921"
