"measure","ethnicity","ethnicity_type","time","time_type","geography","geography_type","geography_code","age","value","gender","fsm","denominator","numerator","lower_95_ci","upper_95_ci"
"Key stage 2 average progress in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.2","Boys","All","6528","-1401.7400640000001","-0.35285847761926797","-7.6596198851324904E-2"
"Key stage 2 average progress in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.1","Boys","FSM","1364","-1439.4285159999999","-1.3574855972287601","-0.75311339983869396"
"Key stage 2 average progress in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","Boys","Non-FSM","5164","37.688451999999998","-0.14800780699643001","0.162604418925167"
"Key stage 2 average progress in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.5","Girls","All","6306","9364.8043039999993","1.34452099623578","1.6256040605355899"
"Key stage 2 average progress in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.9","Girls","FSM","1381","1210.4265700000001","0.57616517257898503","1.1768059642783499"
"Key stage 2 average progress in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.7","Girls","Non-FSM","4925","8154.3777339999997","1.4966814015413701","1.8147410285093899"
"Key stage 2 average progress in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.2","All","All","459390","-88081.699005999995","-0.20820231893181201","-0.17527010757289699"
"Key stage 2 average progress in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.1","All","FSM","72581","-81056.457194999995","-1.1581981271053601","-1.07534666271567"
"Key stage 2 average progress in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","All","Non-FSM","386809","-7025.2418109999999","-3.6106626775750897E-2","-2.1745984581180599E-4"
"Key stage 2 average progress in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1","Boys","All","234545","-230113.18775499999","-1.00414920819035","-0.95806007152143102"
"Key stage 2 average progress in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-2","Boys","FSM","37004","-75289.096594000002","-2.0926377650752399","-1.9766032139540799"
"Key stage 2 average progress in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.8","Boys","Non-FSM","197541","-154824.09116099999","-0.80886711099332298","-0.75864637897584997"
"Key stage 2 average progress in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.6","Girls","All","224845","142031.48874900001","0.60814982199180501","0.65522262346172999"
"Key stage 2 average progress in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.2","Girls","FSM","35577","-5767.3606010000003","-0.221278622928715","-0.102939866601038"
"Key stage 2 average progress in writing","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","Girls","Non-FSM","189268","147798.84935","0.755243899973567","0.80655047995330897"
"Key stage 2 average progress in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.3","All","All","420201","-138890.56322099999","-0.34775046066152498","-0.31331680581808602"
"Key stage 2 average progress in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.2","All","FSM","67897","-82831.103107999996","-1.2627831449689999","-1.1771215079022599"
"Key stage 2 average progress in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.2","All","Non-FSM","352304","-56059.460113000001","-0.177925221268498","-0.14031959067232699"
"Key stage 2 average progress in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.1","Boys","All","214511","-241330.81174199999","-1.1491243375529001","-1.10093101384631"
"Key stage 2 average progress in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-2.1","Boys","FSM","34594","-74262.397226999994","-2.20668846437973","-2.0866801675796101"
"Key stage 2 average progress in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.9","Boys","Non-FSM","179917","-167068.41451500001","-0.95489753726964599","-0.90227454224479597"
"Key stage 2 average progress in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","Girls","All","205690","102440.248521","0.473424296053849","0.52264015550917897"
"Key stage 2 average progress in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.3","Girls","FSM","33303","-8568.7058809999999","-0.31845144420219501","-0.19613918613140499"
"Key stage 2 average progress in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.6","Girls","Non-FSM","172387","111008.954402","0.61707199659289103","0.67083201475366605"
"Key stage 2 average progress in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.4","All","All","1538","665.14917300000002","0.14789727932100699","0.717056131602269"
"Key stage 2 average progress in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.3","All","FSM","253","-70.704088999999996","-0.98111421905628105","0.42218861431319699"
"Key stage 2 average progress in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.6","All","Non-FSM","1285","735.85326199999997","0.26131190679219901","0.883984999044374"
"Key stage 2 average progress in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.5","Boys","All","787","-410.08018399999997","-0.918894620317106","-0.123240535972602"
"Key stage 2 average progress in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.5","Boys","FSM","130","-196.250506","-2.4884554059187201","-0.53078314792743397"
"Key stage 2 average progress in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.3","Boys","Non-FSM","657","-213.829678","-0.76087432577319503","0.10994684327700099"
"Key stage 2 average progress in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.4","Girls","All","751","1075.2293569999999","1.0244796012907","1.83898073692501"
"Key stage 2 average progress in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1","Girls","FSM","123","125.54641700000001","1.43987804491901E-2","2.0270063740223598"
"Key stage 2 average progress in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.5","Girls","Non-FSM","628","949.68294000000003","1.0668835825157299","1.9575843792677099"
"Key stage 2 average progress in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.4","All","All","1836","-720.07768899999996","-0.652661751285739","-0.131736602744776"
"Key stage 2 average progress in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1","All","FSM","791","-812.03811800000005","-1.4234167456873901","-0.62977697871211602"
"Key stage 2 average progress in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.1","All","Non-FSM","1045","91.960429000000005","-0.25724150835195198","0.43324232940458401"
"Key stage 2 average progress in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.1","Boys","All","950","-1071.8349840000001","-1.49034013085772","-0.76615457230018202"
"Key stage 2 average progress in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.6","Boys","FSM","413","-665.71702400000004","-2.1610754204449099","-1.06273583379238"
"Key stage 2 average progress in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.8","Boys","Non-FSM","537","-406.11795999999998","-1.2378807287215801","-0.27466288394136501"
"Key stage 2 average progress in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.4","Girls","All","886","351.757295","2.20746462030387E-2","0.77195987975633096"
"Key stage 2 average progress in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.4","Girls","FSM","378","-146.32109399999999","-0.96112439692940799","0.18693871438972601"
"Key stage 2 average progress in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1","Girls","Non-FSM","508","498.07838900000002","0.485304416507925","1.4756341228621599"
"Key stage 2 average progress in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1","All","All","385","-375.17326000000003","-1.54326514853827","-0.40568685146173"
"Key stage 2 average progress in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.9","All","FSM","265","-247.13401400000001","-1.61816211682366","-0.24700025298765799"
"Key stage 2 average progress in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.1","All","Non-FSM","120","-128.03924599999999","-2.0857986610563","-4.8188772277030403E-2"
"Key stage 2 average progress in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.8","Boys","All","190","-345.11302799999999","-2.6260484265238899","-1.00672028926558"
"Key stage 2 average progress in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.6","Boys","FSM","126","-199.79868400000001","-2.5799556608200098","-0.59145202171966804"
"Key stage 2 average progress in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-2.3","Boys","Non-FSM","64","-145.31434400000001","-3.66559274935","-0.87548050064999905"
"Key stage 2 average progress in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.2","Girls","All","195","-30.060231999999999","-0.95337138851090797","0.64506131671603595"
"Key stage 2 average progress in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.3","Girls","FSM","139","-47.335329999999999","-1.28715887121078","0.60607498631868895"
"Key stage 2 average progress in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.3","Girls","Non-FSM","56","17.275098","-1.1828938364681201","1.7998616221824"
"Key stage 2 average progress in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.4","All","All","35430","51238.965990999997","1.38691082345474","1.5054948209708301"
"Key stage 2 average progress in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.9","All","FSM","3375","2904.5221339999998","0.66849144817900297","1.0527068534506301"
"Key stage 2 average progress in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.5","All","Non-FSM","32055","48334.443856999998","1.4455244764453199","1.5701949967725299"
"Key stage 2 average progress in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.7","Boys","All","18107","13044.652183","0.63748147230168295","0.80335932772044005"
"Key stage 2 average progress in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","Boys","FSM","1741","35.066847000000003","-0.247332652018458","0.287616221231555"
"Key stage 2 average progress in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","Boys","Non-FSM","16366","13009.585336","0.70767645114162803","0.88215433658907405"
"Key stage 2 average progress in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2.2","Girls","All","17323","38194.313807999999","2.1200375491183099","2.2896274982752498"
"Key stage 2 average progress in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.8","Girls","FSM","1634","2869.4552870000002","1.47999943106445","2.0321857427421599"
"Key stage 2 average progress in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2.3","Girls","Non-FSM","15689","35324.858521000002","2.1624672217079","2.34066981965861"
"Key stage 2 average progress in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.3","All","All","10191","13364.137858","1.20081298621034","1.4219203781307801"
"Key stage 2 average progress in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1","All","FSM","2471","2501.209488","0.78771064720454698","1.23674057740087"
"Key stage 2 average progress in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.4","All","Non-FSM","7720","10862.92837","1.2800948081397601","1.5341353395286701"
"Key stage 2 average progress in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.7","Boys","All","5237","3754.7743110000001","0.56275057547107099","0.871190349104077"
"Key stage 2 average progress in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.4","Boys","FSM","1300","458.10907099999997","4.2856430708061999E-2","0.66192675544578405"
"Key stage 2 average progress in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","Boys","Non-FSM","3937","3296.6652399999998","0.65948617965345502","1.01522311168513"
"Key stage 2 average progress in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.9","Girls","All","4954","9609.3635470000008","1.7811544545535101","2.09828177758218"
"Key stage 2 average progress in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.7","Girls","FSM","1171","2043.1004170000001","1.41860907103399","2.0708877983084402"
"Key stage 2 average progress in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2","Girls","Non-FSM","3783","7566.2631300000003","1.8186168302074499","2.18152228160857"
"Key stage 2 average progress in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.3","All","All","4397","-1361.141482","-0.47786888787154502","-0.14125391494857001"
"Key stage 2 average progress in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1","All","FSM","754","-778.68130199999996","-1.4391734024342699","-0.62629424212806795"
"Key stage 2 average progress in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.2","All","Non-FSM","3643","-582.46018000000004","-0.344791218619527","2.5021698992845402E-2"
"Key stage 2 average progress in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.2","Boys","All","2287","-2789.7375010000001","-1.45319591786449","-0.986452093504119"
"Key stage 2 average progress in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.9","Boys","FSM","400","-756.20763799999997","-2.4485415447399999","-1.33249664526"
"Key stage 2 average progress in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.1","Boys","Non-FSM","1887","-2033.529863","-1.33457098628467","-0.82073358499250504"
"Key stage 2 average progress in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.7","Girls","All","2110","1428.5960190000001","0.43409655796528801","0.920022891323798"
"Key stage 2 average progress in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.1","Girls","FSM","354","-22.473663999999999","-0.656656098211302","0.52968624510395701"
"Key stage 2 average progress in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","Girls","Non-FSM","1756","1451.0696829999999","0.56001989348805004","1.0926790620928"
"Key stage 2 average progress in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","N/A","Other","All","0","N/A","N/A","N/A"
"Key stage 2 average progress in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","N/A","Other","Non-FSM","0","N/A","N/A","N/A"
