"Ethnicity","Local authority ","%","Pupils"
"White","Lincolnshire","77","5,943"
"White","Liverpool","75","3,108"
"White","Luton","71","718"
"White","Manchester","74","2,070"
"White","Medway","77","2,045"
"White","Merton","80","908"
"White","Middlesbrough","78","1,132"
"White","Milton Keynes","76","1,733"
"White","Newcastle upon Tyne","79","1,651"
"White","Newham","79","657"
"White","Norfolk","74","6,300"
"White","North East Lincolnshire","80","1,445"
"White","North Lincolnshire","82","1,488"
"White","North Somerset","80","1,792"
"White","North Tyneside","80","1,796"
"White","North Yorkshire","79","4,692"
"White","Northamptonshire","76","5,924"
"White","Northumberland","80","2,714"
"White","Nottingham","73","1,410"
"White","Nottinghamshire","79","6,579"
"White","Oldham","75","1,460"
"White","Oxfordshire","79","4,751"
"White","Peterborough","70","1,417"
"White","Plymouth","77","2,120"
"White","Portsmouth","74","1,361"
"White","Reading","76","777"
"White","Redbridge","83","822"
"White","Redcar and Cleveland","82","1,282"
"White","Richmond upon Thames","90","1,545"
"White","Rochdale","76","1,446"
"White","Rotherham","77","2,236"
"White","Rutland","79","289"
"White","Salford","78","1,827"
"White","Sandwell","75","1,697"
"White","Sefton","77","2,144"
"White","Sheffield","77","3,363"
"White","Shropshire","79","2,319"
"White","Slough","72","495"
"White","Solihull","79","1,519"
"White","Somerset","77","4,267"
"White","South Gloucestershire","82","2,399"
"White","South Tyneside","81","1,246"
"White","Southampton","77","1,617"
"White","Southend-on-Sea","81","1,453"
"White","Southwark","82","763"
"White","St. Helens","80","1,689"
"White","Staffordshire","80","6,994"
"White","Stockport","81","2,335"
"White","Stockton-on-Tees","83","1,868"
"White","Stoke-on-Trent","73","1,803"
"White","Suffolk","76","5,398"
"White","Sunderland","81","2,439"
"White","Surrey","80","8,165"
"White","Sutton","81","1,188"
"White","Swindon","79","1,756"
"White","Tameside","78","1,850"
"White","Telford and Wrekin","78","1,482"
"White","Thurrock","80","1,343"
"White","Torbay","77","1,049"
"White","Tower Hamlets","78","356"
"White","Trafford","85","1,715"
"White","Wakefield","79","2,856"
"White","Walsall","75","1,756"
"White","Waltham Forest","81","998"
"White","Wandsworth","86","838"
"White","Warrington","84","1,989"
"White","Warwickshire","79","4,347"
"White","West Berkshire","79","1,364"
"White","West Sussex","76","6,087"
"White","Westminster","84","314"
"White","Wigan","80","2,860"
"White","Wiltshire","77","3,781"
"White","Windsor and Maidenhead","78","872"
"White","Wirral","75","2,621"
"White","Wokingham","83","1,287"
"White","Wolverhampton","78","1,331"
"White","Worcestershire","76","4,205"
"White","York","81","1,488"
"Other","Barking and Dagenham","65","31"
"Other","Barnet","78","359"
"Other","Barnsley","100","10"
"Other","Bath and North East Somerset","67","6"
"Other","Bedford","54","15"
"Other","Bexley","79","45"
"Other","Birmingham","73","623"
"Other","Blackburn with Darwen","100","21"
"Other","Blackpool","50","4"
"Other","Bolton","77","57"
"Other","Bournemouth, Christchurch and Poole","70","28"
"Other","Bracknell Forest","86","6"
"Other","Bradford","71","72"
"Other","Brent","76","326"
"Other","Brighton and Hove","75","42"
"Other","Bristol, City of","71","35"
"Other","Bromley","82","56"
"Other","Buckinghamshire","74","31"
"Other","Bury","74","23"
"Other","Calderdale","73","11"
"Other","Cambridgeshire","79","48"
"Other","Camden","78","63"
"Other","Central Bedfordshire","83","15"
"Other","Cheshire East","68","13"
"Other","Cheshire West and Chester","81","17"
"Other","City of London","100","2"
"Other","Cornwall","77","17"
"Other","County Durham","79","15"
"Other","Coventry","68","48"
"Other","Croydon","78","54"
"Other","Cumbria","74","14"
"Other","Darlington","82","9"
"Other","Derby","66","49"
"Other","Derbyshire","77","17"
"Other","Devon","64","34"
"Other","Doncaster","73","16"
"Other","Dorset","67","2"
"Other","Dudley","59","48"
"Other","Ealing","79","524"
"Other","East Riding of Yorkshire","78","14"
"Other","East Sussex","63","20"
"Other","Enfield","83","206"
"Other","Essex","83","110"
"Other","Gateshead","73","24"
"Other","Gloucestershire","82","18"
"Other","Greenwich","86","70"
"Other","Hackney","88","134"
"Other","Halton","20","1"
"Other","Hammersmith and Fulham","87","129"
"Other","Hampshire","84","81"
"Other","Haringey","74","139"
"Other","Harrow","80","97"
"Other","Hartlepool","40","2"
"Other","Havering","90","18"
"Other","Herefordshire, County of","71","5"
"Other","Hertfordshire","76","128"
"Other","Hillingdon","81","260"
"Other","Hounslow","83","311"
"Other","Isle of Wight","100","1"
"Other","Isles of Scilly","N/A","N/A"
"Other","Islington","87","85"
"Other","Kensington and Chelsea","82","134"
"Other","Kent","80","127"
"Other","Kingston upon Hull, City of","78","58"
"Other","Kingston upon Thames","83","109"
"Other","Kirklees","66","33"
"Other","Knowsley","67","6"
"Other","Lambeth","78","119"
"Other","Lancashire","73","47"
"Other","Leeds","66","120"
"Other","Leicester","77","82"
"Other","Leicestershire","80","24"
"Other","Lewisham","74","83"
"Other","Lincolnshire","78","28"
"Other","Liverpool","67","141"
"Other","Luton","78","40"
"Other","Manchester","70","348"
"Other","Medway","82","28"
"Other","Merton","83","60"
"Other","Middlesbrough","79","37"
"Other","Milton Keynes","93","28"
"Other","Newcastle upon Tyne","74","59"
"Other","Newham","85","239"
"Other","Norfolk","75","59"
"Other","North East Lincolnshire","81","17"
"Other","North Lincolnshire","71","10"
"Other","North Somerset","100","4"
"Other","North Tyneside","75","6"
"Other","North Yorkshire","68","17"
"Other","Northamptonshire","77","54"
"Other","Northumberland","75","9"
"Other","Nottingham","69","72"
"Other","Nottinghamshire","76","45"
"Other","Oldham","44","12"
"Other","Oxfordshire","68","68"
"Other","Peterborough","72","26"
"Other","Plymouth","73","29"
"Other","Portsmouth","72","31"
"Other","Reading","71","17"
"Other","Redbridge","85","46"
"Other","Redcar and Cleveland","14","1"
"Other","Richmond upon Thames","83","45"
"Other","Rochdale","68","25"
"Other","Rotherham","86","24"
"Other","Rutland","100","4"
"Other","Salford","62","61"
"Other","Sandwell","75","86"
"Other","Sefton","54","7"
"Other","Sheffield","78","172"
"Other","Shropshire","75","3"
"Other","Slough","88","81"
"Other","Solihull","88","28"
"Other","Somerset","44","8"
"Other","South Gloucestershire","77","20"
"Other","South Tyneside","78","7"
"Other","Southampton","82","42"
"Other","Southend-on-Sea","94","15"
"Other","Southwark","79","199"
"Other","St. Helens","50","4"
"Other","Staffordshire","80","37"
"Other","Stockport","63","20"
"Other","Stockton-on-Tees","71","5"
"Other","Stoke-on-Trent","75","42"
"Other","Suffolk","78","58"
"Other","Sunderland","33","1"
"Other","Surrey","80","105"
"Other","Sutton","85","29"
"Other","Swindon","83","19"
"Other","Tameside","71","17"
"Other","Telford and Wrekin","80","4"
"Other","Thurrock","81","21"
"Other","Torbay","64","7"
"Other","Tower Hamlets","86","94"
"Other","Trafford","85","69"
"Other","Wakefield","73","19"
"Other","Walsall","55","28"
"Other","Waltham Forest","81","105"
"Other","Wandsworth","78","69"
"Other","Warrington","60","12"
"Other","Warwickshire","90","27"
"Other","West Berkshire","80","8"
"Other","West Sussex","75","39"
"Other","Westminster","80","345"
"Other","Wigan","68","26"
"Other","Wiltshire","75","36"
"Other","Windsor and Maidenhead","71","15"
"Other","Wirral","56","5"
"Other","Wokingham","89","16"
"Other","Wolverhampton","77","36"
"Other","Worcestershire","75","18"
"Other","York","91","10"
