"measure","ethnicity","ethnicity_type","time","time_type","geography","geography_type","geography_code","age","value","value_type","gender","fsm","denominator","numerator"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","52","%","Boys","FSM","35304","18374"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","76","%","Boys","Non-FSM","182465","139564"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","85","%","Girls","All","208411","177278"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","70","%","Girls","FSM","33801","23555"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","88","%","Girls","Non-FSM","174610","153723"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","82","%","All","All","1690","1378"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","61","%","All","FSM","291","177"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","86","%","All","Non-FSM","1399","1201"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","76","%","Boys","All","863","655"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","50","%","Boys","FSM","150","75"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","81","%","Boys","Non-FSM","713","580"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","87","%","Girls","All","827","723"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","72","%","Girls","FSM","141","102"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","91","%","Girls","Non-FSM","686","621"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","33","%","All","All","2313","757"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","30","%","All","FSM","880","266"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","34","%","All","Non-FSM","1433","491"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","26","%","Boys","All","1207","316"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Boys","FSM","455","115"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","27","%","Boys","Non-FSM","752","201"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","40","%","Girls","All","1106","441"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","36","%","Girls","FSM","425","151"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","43","%","Girls","Non-FSM","681","290"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","40","%","All","All","473","189"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","36","%","All","FSM","328","119"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","48","%","All","Non-FSM","145","70"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","31","%","Boys","All","238","73"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","26","%","Boys","FSM","160","42"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","40","%","Boys","Non-FSM","78","31"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","49","%","Girls","All","235","116"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","46","%","Girls","FSM","168","77"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","58","%","Girls","Non-FSM","67","39"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","75","%","All","All","43508","32839"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","65","%","All","FSM","3866","2494"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","77","%","All","Non-FSM","39642","30345"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","70","%","Boys","All","22318","15550"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","57","%","Boys","FSM","2005","1141"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","71","%","Boys","Non-FSM","20313","14409"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","82","%","Girls","All","21190","17289"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","73","%","Girls","FSM","1861","1353"
"Percentage of pupils reaching the key stage 2 expected standard in writing","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","82","%","Girls","Non-FSM","19329","15936"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","73","%","All","All","12691","9327"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","63","%","All","FSM","3273","2070"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","77","%","All","Non-FSM","9418","7257"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","69","%","Boys","All","6551","4489"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","58","%","Boys","FSM","1728","1000"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","72","%","Boys","Non-FSM","4823","3489"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","79","%","Girls","All","6140","4838"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","69","%","Girls","FSM","1545","1070"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","82","%","Girls","Non-FSM","4595","3768"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","60","%","All","All","6445","3897"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","62","%","All","FSM","849","524"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","60","%","All","Non-FSM","5596","3373"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","54","%","Boys","All","3352","1807"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","52","%","Boys","FSM","455","238"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","54","%","Boys","Non-FSM","2897","1569"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","68","%","Girls","All","3088","2090"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","73","%","Girls","FSM","394","286"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","67","%","Girls","Non-FSM","2694","1804"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","All","5","0"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","Non-FSM","5","0"
"Percentage of pupils reaching the key stage 2 higher standard in writing","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","All","All","644625","129793"
"Percentage of pupils reaching the key stage 2 higher standard in writing","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","10","%","All","FSM","108904","10786"
"Percentage of pupils reaching the key stage 2 higher standard in writing","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","All","Non-FSM","535721","119007"
"Percentage of pupils reaching the key stage 2 higher standard in writing","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","Boys","All","328895","49561"
"Percentage of pupils reaching the key stage 2 higher standard in writing","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","7","%","Boys","FSM","55753","3750"
"Percentage of pupils reaching the key stage 2 higher standard in writing","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","17","%","Boys","Non-FSM","273142","45811"
"Percentage of pupils reaching the key stage 2 higher standard in writing","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Girls","All","315725","80232"
"Percentage of pupils reaching the key stage 2 higher standard in writing","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","13","%","Girls","FSM","53151","7036"
"Percentage of pupils reaching the key stage 2 higher standard in writing","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","Girls","Non-FSM","262574","73196"
"Percentage of pupils reaching the key stage 2 higher standard in writing","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","All","5","0"
"Percentage of pupils reaching the key stage 2 higher standard in writing","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","Non-FSM","5","0"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","All","All","71548","15984"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","All","FSM","10965","1596"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","All","Non-FSM","60583","14388"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","17","%","Boys","All","36557","6298"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","Boys","FSM","5638","596"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","Boys","Non-FSM","30919","5702"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","Girls","All","34991","9686"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","Girls","FSM","5327","1000"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","29","%","Girls","Non-FSM","29664","8686"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","23","%","All","All","11068","2588"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","All","FSM","2464","468"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","All","Non-FSM","8604","2120"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","Boys","All","5667","1006"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","Boys","FSM","1265","182"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","Boys","Non-FSM","4402","824"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","29","%","Girls","All","5401","1582"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","Girls","FSM","1199","286"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","31","%","Girls","Non-FSM","4202","1296"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","30","%","All","All","19317","5709"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","All","FSM","1252","222"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","30","%","All","Non-FSM","18065","5487"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","Boys","All","9846","2316"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","Boys","FSM","626","87"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","Boys","Non-FSM","9220","2229"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","36","%","Girls","All","9471","3393"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","Girls","FSM","626","135"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","37","%","Girls","Non-FSM","8845","3258"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","16","%","All","All","29014","4617"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","12","%","All","FSM","5494","636"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","17","%","All","Non-FSM","23520","3981"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","12","%","Boys","All","14844","1727"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","8","%","Boys","FSM","2836","218"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","13","%","Boys","Non-FSM","12008","1509"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","Girls","All","14170","2890"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","16","%","Girls","FSM","2658","418"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","21","%","Girls","Non-FSM","11512","2472"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","All","All","12149","3070"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","All","FSM","1755","270"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","27","%","All","Non-FSM","10394","2800"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","Boys","All","6200","1249"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","12","%","Boys","FSM","911","109"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","Boys","Non-FSM","5289","1140"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","31","%","Girls","All","5949","1821"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","Girls","FSM","844","161"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","33","%","Girls","Non-FSM","5105","1660"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","All","All","38596","7286"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","All","FSM","10042","1422"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","21","%","All","Non-FSM","28554","5864"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","Boys","All","19300","2624"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","9","%","Boys","FSM","5132","471"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","Boys","Non-FSM","14168","2153"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","Girls","All","19296","4662"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","Girls","FSM","4910","951"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","26","%","Girls","Non-FSM","14386","3711"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","21","%","All","All","26204","5436"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","All","FSM","6441","996"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","All","Non-FSM","19763","4440"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","Boys","All","13100","2019"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","Boys","FSM","3310","357"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","17","%","Boys","Non-FSM","9790","1662"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","26","%","Girls","All","13104","3417"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","Girls","FSM","3131","639"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","Girls","Non-FSM","9973","2778"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","All","All","7146","991"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","All","FSM","2216","237"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","15","%","All","Non-FSM","4930","754"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","9","%","Boys","All","3512","299"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","5","%","Boys","FSM","1123","58"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","10","%","Boys","Non-FSM","2389","241"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","Girls","All","3634","692"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","16","%","Girls","FSM","1093","179"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","Girls","Non-FSM","2541","513"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","16","%","All","All","5246","859"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","14","%","All","FSM","1385","189"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","17","%","All","Non-FSM","3861","670"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","11","%","Boys","All","2688","306"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","8","%","Boys","FSM","699","56"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","13","%","Boys","Non-FSM","1989","250"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","Girls","All","2558","553"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","19","%","Girls","FSM","686","133"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","Girls","Non-FSM","1872","420"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","37","%","All","All","2844","1061"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","All","FSM","199","55"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","38","%","All","Non-FSM","2645","1006"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","32","%","Boys","All","1418","450"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","27","%","Boys","FSM","100","27"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","32","%","Boys","Non-FSM","1318","423"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","43","%","Girls","All","1426","611"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","Girls","FSM","99","28"
"Percentage of pupils reaching the key stage 2 higher standard in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","44","%","Girls","Non-FSM","1327","583"
