"measure","ethnicity","ethnicity_type","time","time_type","geography","geography_type","geography_code","gender","age","value","value_type","denominator","numerator"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","All","10-11","76","%","9236","7007"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","Boys","10-11","69","%","4761","3307"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","Girls","10-11","83","%","4475","3700"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","All","10-11","82","%","1428","1171"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","Boys","10-11","77","%","753","577"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","Girls","10-11","88","%","675","594"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wigan","Local authority","E08000010","All","10-11","80","%","3813","3051"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wigan","Local authority","E08000010","Boys","10-11","72","%","1999","1444"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wigan","Local authority","E08000010","Girls","10-11","89","%","1814","1607"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wigan","Local authority","E08000010","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","All","10-11","77","%","5370","4149"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","Boys","10-11","71","%","2693","1924"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","Girls","10-11","83","%","2677","2225"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","All","10-11","76","%","1591","1216"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","Boys","10-11","68","%","817","557"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","Girls","10-11","85","%","774","659"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wirral","Local authority","E08000015","All","10-11","75","%","3753","2822"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wirral","Local authority","E08000015","Boys","10-11","69","%","1864","1286"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wirral","Local authority","E08000015","Girls","10-11","81","%","1889","1536"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wirral","Local authority","E08000015","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","All","10-11","85","%","2137","1811"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","Boys","10-11","81","%","1118","900"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","Girls","10-11","89","%","1019","911"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wolverhampton","Local authority","E08000031","All","10-11","79","%","3364","2662"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wolverhampton","Local authority","E08000031","Boys","10-11","73","%","1755","1280"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wolverhampton","Local authority","E08000031","Girls","10-11","86","%","1609","1382"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Wolverhampton","Local authority","E08000031","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","All","10-11","76","%","6150","4685"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","Boys","10-11","70","%","3179","2214"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","Girls","10-11","83","%","2971","2471"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","York","Local authority","E06000014","All","10-11","81","%","1985","1598"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","York","Local authority","E06000014","Boys","10-11","76","%","1034","790"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","York","Local authority","E06000014","Girls","10-11","85","%","951","808"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","York","Local authority","E06000014","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","All","10-11","85","%","762","648"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Boys","10-11","82","%","383","313"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Girls","10-11","88","%","379","335"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","All","10-11","87","%","467","408"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys","10-11","82","%","227","187"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls","10-11","92","%","240","221"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","10-11","100","%","25","25"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","10-11","100","%","9","9"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","10-11","100","%","16","16"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","10-11","86","%","28","24"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","10-11","75","%","12","9"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","10-11","94","%","16","15"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","10-11","68","%","329","224"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","10-11","61","%","161","98"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","10-11","75","%","168","126"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","10-11","91","%","270","245"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","10-11","88","%","139","123"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","10-11","93","%","131","122"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","10-11","79","%","6074","4787"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","10-11","74","%","3168","2335"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","10-11","84","%","2906","2452"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","10-11","83","%","985","813"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","10-11","79","%","486","385"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","10-11","86","%","499","428"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","All","10-11","94","%","35","33"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Boys","10-11","92","%","13","12"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Girls","10-11","95","%","22","21"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","All","10-11","82","%","969","799"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Boys","10-11","78","%","493","387"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Girls","10-11","87","%","476","412"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","All","10-11","92","%","131","121"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys","10-11","87","%","61","53"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Girls","10-11","97","%","70","68"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","All","10-11","95","%","78","74"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Boys","10-11","92","%","38","35"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Girls","10-11","98","%","40","39"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","All","10-11","81","%","3359","2730"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Boys","10-11","76","%","1732","1323"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Girls","10-11","86","%","1627","1407"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Brent","Local authority","E09000005","All","10-11","84","%","1106","927"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Boys","10-11","81","%","570","459"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Girls","10-11","87","%","536","468"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","All","10-11","84","%","85","71"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Boys","10-11","85","%","46","39"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Girls","10-11","82","%","39","32"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","All","10-11","76","%","388","296"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Boys","10-11","72","%","208","150"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Girls","10-11","81","%","180","146"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","All","10-11","95","%","213","202"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Boys","10-11","93","%","111","103"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Girls","10-11","97","%","102","99"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","All","10-11","79","%","1053","827"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Boys","10-11","75","%","529","397"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Girls","10-11","82","%","524","430"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","All","10-11","76","%","361","274"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Boys","10-11","71","%","194","138"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Girls","10-11","81","%","167","136"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","All","10-11","75","%","480","361"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Boys","10-11","70","%","258","181"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Girls","10-11","81","%","222","180"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","All","10-11","80","%","297","237"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Boys","10-11","74","%","144","106"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Girls","10-11","86","%","153","131"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","All","10-11","84","%","344","290"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Boys","10-11","78","%","163","127"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Girls","10-11","90","%","181","163"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","All","10-11","82","%","74","61"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys","10-11","76","%","37","28"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls","10-11","89","%","37","33"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","All","10-11","84","%","86","72"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Boys","10-11","85","%","48","41"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Girls","10-11","82","%","38","31"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","All","10-11","88","%","60","53"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys","10-11","85","%","27","23"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls","10-11","91","%","33","30"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","All","10-11","64","%","11","7"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Boys","10-11","50","%","8","4"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Girls","10-11","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","All","10-11","80","%","15","12"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Boys","10-11","67","%","6","4"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Girls","10-11","89","%","9","8"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","All","10-11","88","%","34","30"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Boys","10-11","81","%","16","13"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Girls","10-11","94","%","18","17"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","All","10-11","81","%","959","776"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Boys","10-11","76","%","477","363"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Girls","10-11","86","%","482","413"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","All","10-11","87","%","728","632"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Boys","10-11","82","%","340","278"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Girls","10-11","91","%","388","354"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","All","10-11","75","%","44","33"
"Percentage of pupils reaching the expected standard in key stage 2 writing","Asian","DfE 6+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Boys","10-11","74","%","27","20"
