"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Numerator","Denominator"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","24","%","51066","213050"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","20","%","40556","203205"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","3","%","55","2170"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","3","%","33","1076"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","2","%","22","1094"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","28","%","467","1690"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","29","%","249","852"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","26","%","218","838"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","3","%","14","473"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","4","%","10","253"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","2","%","4","220"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","25","%","9751","38476"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","28","%","5523","19716"
"% of pupils reaching the key stage 2 higher standard in math by ethnicity and gender","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","23","%","4228","18760"
"Average scaled score in key stage 2 math by ethnicity","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","104","Numeric","62554896","599307"
"Average scaled score in key stage 2 math by ethnicity","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","105","Numeric","31777846","303671"
"Average scaled score in key stage 2 math by ethnicity","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","104","Numeric","30777050","295636"
"Average scaled score in key stage 2 math by ethnicity","Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","106","Numeric","6984963","65859"
"Average scaled score in key stage 2 math by ethnicity","Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","106","Numeric","3570584","33540"
"Average scaled score in key stage 2 math by ethnicity","Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","106","Numeric","3414379","32319"
"Average scaled score in key stage 2 math by ethnicity","Asian Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","107","Numeric","1186648","11042"
"Average scaled score in key stage 2 math by ethnicity","Asian Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","108","Numeric","610901","5668"
"Average scaled score in key stage 2 math by ethnicity","Asian Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","107","Numeric","575747","5374"
"Average scaled score in key stage 2 math by ethnicity","Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","106","Numeric","1123284","10616"
"Average scaled score in key stage 2 math by ethnicity","Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","106","Numeric","572868","5385"
"Average scaled score in key stage 2 math by ethnicity","Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","105","Numeric","550416","5231"
"Average scaled score in key stage 2 math by ethnicity","Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","104","Numeric","3733826","35899"
"Average scaled score in key stage 2 math by ethnicity","Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","104","Numeric","1850745","17806"
"Average scaled score in key stage 2 math by ethnicity","Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","104","Numeric","1883081","18093"
"Average scaled score in key stage 2 math by ethnicity","Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","105","Numeric","2536750","24226"
"Average scaled score in key stage 2 math by ethnicity","Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","105","Numeric","1252245","11951"
"Average scaled score in key stage 2 math by ethnicity","Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","105","Numeric","1284505","12275"
"Average scaled score in key stage 2 math by ethnicity","Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","102","Numeric","707802","6944"
"Average scaled score in key stage 2 math by ethnicity","Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","102","Numeric","352291","3469"
"Average scaled score in key stage 2 math by ethnicity","Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","102","Numeric","355511","3475"
"Average scaled score in key stage 2 math by ethnicity","Black Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","103","Numeric","489274","4729"
"Average scaled score in key stage 2 math by ethnicity","Black Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","103","Numeric","246209","2386"
"Average scaled score in key stage 2 math by ethnicity","Black Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","104","Numeric","243065","2343"
"Average scaled score in key stage 2 math by ethnicity","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","111","Numeric","275926","2488"
"Average scaled score in key stage 2 math by ethnicity","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","111","Numeric","135671","1220"
"Average scaled score in key stage 2 math by ethnicity","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","111","Numeric","140255","1268"
"Average scaled score in key stage 2 math by ethnicity","Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","108","Numeric","1918188","17749"
"Average scaled score in key stage 2 math by ethnicity","Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","108","Numeric","986755","9101"
"Average scaled score in key stage 2 math by ethnicity","Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","108","Numeric","931433","8648"
"Average scaled score in key stage 2 math by ethnicity","Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","104","Numeric","3587197","34342"
"Average scaled score in key stage 2 math by ethnicity","Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","105","Numeric","1809912","17293"
"Average scaled score in key stage 2 math by ethnicity","Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","104","Numeric","1777285","17049"
"Average scaled score in key stage 2 math by ethnicity","Mixed Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","105","Numeric","1303344","12392"
"Average scaled score in key stage 2 math by ethnicity","Mixed Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","105","Numeric","666175","6321"
"Average scaled score in key stage 2 math by ethnicity","Mixed Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","105","Numeric","637169","6071"
"Average scaled score in key stage 2 math by ethnicity","Mixed White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","106","Numeric","858877","8106"
"Average scaled score in key stage 2 math by ethnicity","Mixed White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","106","Numeric","433083","4074"
"Average scaled score in key stage 2 math by ethnicity","Mixed White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","106","Numeric","425794","4032"
"Average scaled score in key stage 2 math by ethnicity","Mixed White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","104","Numeric","483285","4642"
"Average scaled score in key stage 2 math by ethnicity","Mixed White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","104","Numeric","247196","2371"
"Average scaled score in key stage 2 math by ethnicity","Mixed White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","104","Numeric","236089","2271"
"Average scaled score in key stage 2 math by ethnicity","Mixed White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","102","Numeric","941691","9202"
"Average scaled score in key stage 2 math by ethnicity","Mixed White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","102","Numeric","463458","4527"
"Average scaled score in key stage 2 math by ethnicity","Mixed White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","102","Numeric","478233","4675"
"Average scaled score in key stage 2 math by ethnicity","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","105","Numeric","1161488","11051"
"Average scaled score in key stage 2 math by ethnicity","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","106","Numeric","597674","5660"
"Average scaled score in key stage 2 math by ethnicity","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","105","Numeric","563814","5391"
"Average scaled score in key stage 2 math by ethnicity","Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","104","Numeric","2756843","26452"
"Average scaled score in key stage 2 math by ethnicity","Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","105","Numeric","1400060","13386"
"Average scaled score in key stage 2 math by ethnicity","Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","104","Numeric","1356783","13066"
"Average scaled score in key stage 2 math by ethnicity","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","104","Numeric","493919","4770"
"Average scaled score in key stage 2 math by ethnicity","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","104","Numeric","249516","2402"
"Average scaled score in key stage 2 math by ethnicity","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","103","Numeric","244403","2368"
"Average scaled score in key stage 2 math by ethnicity","White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","104","Numeric","46317577","444898"
"Average scaled score in key stage 2 math by ethnicity","White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","104","Numeric","23563744","225750"
"Average scaled score in key stage 2 math by ethnicity","White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","104","Numeric","22753833","219148"
"Average scaled score in key stage 2 math by ethnicity","White British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","104","Numeric","42078818","404235"
"Average scaled score in key stage 2 math by ethnicity","White British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","104","Numeric","21405504","205127"
"Average scaled score in key stage 2 math by ethnicity","White British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","104","Numeric","20673314","199108"
"Average scaled score in key stage 2 math by ethnicity","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","96","Numeric","173244","1812"
"Average scaled score in key stage 2 math by ethnicity","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","96","Numeric","83132","867"
"Average scaled score in key stage 2 math by ethnicity","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","95","Numeric","90112","945"
"Average scaled score in key stage 2 math by ethnicity","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","105","Numeric","170919","1624"
"Average scaled score in key stage 2 math by ethnicity","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","106","Numeric","85253","808"
"Average scaled score in key stage 2 math by ethnicity","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","105","Numeric","85666","816"
"Average scaled score in key stage 2 math by ethnicity","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","96","Numeric","38162","397"
"Average scaled score in key stage 2 math by ethnicity","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","97","Numeric","20362","210"
"Average scaled score in key stage 2 math by ethnicity","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","95","Numeric","17800","187"
"Average scaled score in key stage 2 math by ethnicity","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","AllPupils","105","Numeric","3856434","36830"
"Average scaled score in key stage 2 math by ethnicity","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Boys","105","Numeric","1969493","18738"
"Average scaled score in key stage 2 math by ethnicity","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England ","E92000001","Girls","104","Numeric","1886941","18092"
