"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Numerator","Denominator",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","27","%","63712","234977",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","36","%","81405","224148",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","32","%","131250","416305",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","27","%","57435","213074",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","36","%","73815","203231",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","5","%","98","2172",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","4","%","38","1077",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","5","%","60","1095",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","39","%","653","1691",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","35","%","298","852",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","42","%","355","839",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","7","%","35","474",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","7","%","17","254",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","8","%","18","220",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","34","%","13081","38483",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","30","%","5924","19720",""
"% of pupils reaching the key stage 2 higher standard in GPS by ethnicity and gender","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","38","%","7157","18763",""
"Average scaled score in key stage 2 GPS by ethnicity","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","106","Numeric","63680536","599876",""
"Average scaled score in key stage 2 GPS by ethnicity","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","105","Numeric","31944101","303701",""
"Average scaled score in key stage 2 GPS by ethnicity","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","107","Numeric","31736435","296175",""
"Average scaled score in key stage 2 GPS by ethnicity","Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","109","Numeric","7153615","65849",""
"Average scaled score in key stage 2 GPS by ethnicity","Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","108","Numeric","3611517","33505",""
"Average scaled score in key stage 2 GPS by ethnicity","Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","110","Numeric","3542098","32344",""
"Average scaled score in key stage 2 GPS by ethnicity","Asian Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","110","Numeric","1207817","11023",""
"Average scaled score in key stage 2 GPS by ethnicity","Asian Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","109","Numeric","615186","5655",""
"Average scaled score in key stage 2 GPS by ethnicity","Asian Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","110","Numeric","592631","5368",""
"Average scaled score in key stage 2 GPS by ethnicity","Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","109","Numeric","1156011","10623",""
"Average scaled score in key stage 2 GPS by ethnicity","Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","108","Numeric","581748","5382",""
"Average scaled score in key stage 2 GPS by ethnicity","Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","110","Numeric","574263","5241",""
"Average scaled score in key stage 2 GPS by ethnicity","Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","107","Numeric","3864171","36011",""
"Average scaled score in key stage 2 GPS by ethnicity","Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","106","Numeric","1898116","17849",""
"Average scaled score in key stage 2 GPS by ethnicity","Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","108","Numeric","1966055","18162",""
"Average scaled score in key stage 2 GPS by ethnicity","Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","108","Numeric","2625328","24288",""
"Average scaled score in key stage 2 GPS by ethnicity","Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","107","Numeric","1284689","11973",""
"Average scaled score in key stage 2 GPS by ethnicity","Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","109","Numeric","1340639","12315",""
"Average scaled score in key stage 2 GPS by ethnicity","Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","105","Numeric","732591","6975",""
"Average scaled score in key stage 2 GPS by ethnicity","Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","104","Numeric","360967","3481",""
"Average scaled score in key stage 2 GPS by ethnicity","Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","106","Numeric","371624","3494",""
"Average scaled score in key stage 2 GPS by ethnicity","Black Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","107","Numeric","506252","4748",""
"Average scaled score in key stage 2 GPS by ethnicity","Black Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","105","Numeric","252460","2395",""
"Average scaled score in key stage 2 GPS by ethnicity","Black Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","108","Numeric","253792","2353",""
"Average scaled score in key stage 2 GPS by ethnicity","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","111","Numeric","276413","2484",""
"Average scaled score in key stage 2 GPS by ethnicity","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","110","Numeric","134392","1217",""
"Average scaled score in key stage 2 GPS by ethnicity","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","112","Numeric","142021","1267",""
"Average scaled score in key stage 2 GPS by ethnicity","Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","110","Numeric","1960800","17754",""
"Average scaled score in key stage 2 GPS by ethnicity","Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","110","Numeric","997120","9095",""
"Average scaled score in key stage 2 GPS by ethnicity","Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","111","Numeric","963680","8659",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","107","Numeric","3673659","34400",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","106","Numeric","1830977","17306",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","108","Numeric","1842682","17094",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","107","Numeric","1332666","12403",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","106","Numeric","672459","6315",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","108","Numeric","660207","6088",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","108","Numeric","876908","8109",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","107","Numeric","437194","4078",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","109","Numeric","439714","4031",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","107","Numeric","496173","4648",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","106","Numeric","250661","2369",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","108","Numeric","245512","2279",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","105","Numeric","967912","9240",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","104","Numeric","470663","4544",""
"Average scaled score in key stage 2 GPS by ethnicity","Mixed White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","106","Numeric","497249","4696",""
"Average scaled score in key stage 2 GPS by ethnicity","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","107","Numeric","1175276","11007",""
"Average scaled score in key stage 2 GPS by ethnicity","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","106","Numeric","596678","5626",""
"Average scaled score in key stage 2 GPS by ethnicity","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","108","Numeric","578598","5381",""
"Average scaled score in key stage 2 GPS by ethnicity","Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","107","Numeric","2828987","26449",""
"Average scaled score in key stage 2 GPS by ethnicity","Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","106","Numeric","1417463","13373",""
"Average scaled score in key stage 2 GPS by ethnicity","Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","108","Numeric","1411524","13076",""
"Average scaled score in key stage 2 GPS by ethnicity","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","105","Numeric","497825","4732",""
"Average scaled score in key stage 2 GPS by ethnicity","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","104","Numeric","248756","2385",""
"Average scaled score in key stage 2 GPS by ethnicity","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","106","Numeric","249069","2347",""
"Average scaled score in key stage 2 GPS by ethnicity","White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","106","Numeric","47039577","445393",""
"Average scaled score in key stage 2 GPS by ethnicity","White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","105","Numeric","23623665","225813",""
"Average scaled score in key stage 2 GPS by ethnicity","White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","107","Numeric","23415912","219580",""
"Average scaled score in key stage 2 GPS by ethnicity","White British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","106","Numeric","42772373","404865",""
"Average scaled score in key stage 2 GPS by ethnicity","White British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","105","Numeric","21480521","205291",""
"Average scaled score in key stage 2 GPS by ethnicity","White British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","107","Numeric","21291852","199574",""
"Average scaled score in key stage 2 GPS by ethnicity","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","95","Numeric","170960","1793",""
"Average scaled score in key stage 2 GPS by ethnicity","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","94","Numeric","80103","849",""
"Average scaled score in key stage 2 GPS by ethnicity","White Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","96","Numeric","90857","944",""
"Average scaled score in key stage 2 GPS by ethnicity","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","107","Numeric","173943","1625",""
"Average scaled score in key stage 2 GPS by ethnicity","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","106","Numeric","85718","808",""
"Average scaled score in key stage 2 GPS by ethnicity","White Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","108","Numeric","88225","817",""
"Average scaled score in key stage 2 GPS by ethnicity","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","97","Numeric","38494","396",""
"Average scaled score in key stage 2 GPS by ethnicity","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","97","Numeric","20393","211",""
"Average scaled score in key stage 2 GPS by ethnicity","White Irish Traveller","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","98","Numeric","18101","185",""
"Average scaled score in key stage 2 GPS by ethnicity","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","AllPupils","106","Numeric","3883807","36714",""
"Average scaled score in key stage 2 GPS by ethnicity","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Boys","105","Numeric","1956930","18654",""
"Average scaled score in key stage 2 GPS by ethnicity","White Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2017-2018","Academic Year","All","England","E92000001","Girls","107","Numeric","1926877","18060",""
