"Ethnicity","Local Authority ","%","Number"
"White","Lincolnshire","74","5,372"
"White","Liverpool","75","2,970"
"White","Luton","72","712"
"White","Manchester","77","2,110"
"White","Medway","69","1,835"
"White","Merton","82","889"
"White","Middlesbrough","76","1,100"
"White","Milton Keynes","76","1,615"
"White","Newcastle upon Tyne","80","1,599"
"White","Newham","79","603"
"White","Norfolk","70","5,728"
"White","North East Lincolnshire","76","1,357"
"White","North Lincolnshire","77","1,375"
"White","North Somerset","74","1,671"
"White","North Tyneside","78","1,611"
"White","North Yorkshire","74","4,091"
"White","Northamptonshire","74","5,540"
"White","Northumberland","79","2,525"
"White","Nottingham","74","1,421"
"White","Nottinghamshire","77","6,302"
"White","Oldham","77","1,457"
"White","Oxfordshire","77","4,501"
"White","Peterborough","69","1,304"
"White","Plymouth","75","2,004"
"White","Poole","73","935"
"White","Portsmouth","70","1,237"
"White","Reading","74","682"
"White","Redbridge","79","730"
"White","Redcar and Cleveland","82","1,253"
"White","Richmond upon Thames","90","1,428"
"White","Rochdale","78","1,445"
"White","Rotherham","74","2,064"
"White","Rutland","82","300"
"White","Salford","79","1,772"
"White","Sandwell","74","1,532"
"White","Sefton","81","2,237"
"White","Sheffield","73","3,075"
"White","Shropshire","78","2,162"
"White","Slough","69","457"
"White","Solihull","78","1,598"
"White","Somerset","74","3,907"
"White","South Gloucestershire","78","2,130"
"White","South Tyneside","80","1,187"
"White","Southampton","76","1,473"
"White","Southend-on-Sea","80","1,336"
"White","Southwark","81","742"
"White","St. Helens","78","1,524"
"White","Staffordshire","78","6,690"
"White","Stockport","79","2,209"
"White","Stockton-on-Tees","79","1,719"
"White","Stoke-on-Trent","73","1,658"
"White","Suffolk","72","4,947"
"White","Sunderland","79","2,335"
"White","Surrey","81","8,167"
"White","Sutton","83","1,127"
"White","Swindon","77","1,693"
"White","Tameside","77","1,722"
"White","Telford and Wrekin","79","1,481"
"White","Thurrock","75","1,237"
"White","Torbay","73","950"
"White","Tower Hamlets","78","358"
"White","Trafford","85","1,714"
"White","Wakefield","73","2,539"
"White","Walsall","74","1,656"
"White","Waltham Forest","80","960"
"White","Wandsworth","84","815"
"White","Warrington","82","1,907"
"White","Warwickshire","78","4,130"
"White","West Berkshire","75","1,175"
"White","West Sussex","75","5,686"
"White","Westminster","86","313"
"White","Wigan","82","2,727"
"White","Wiltshire","75","3,559"
"White","Windsor and Maidenhead","80","880"
"White","Wirral","75","2,606"
"White","Wokingham","80","1,182"
"White","Wolverhampton","78","1,287"
"White","Worcestershire","73","4,153"
"White","York","77","1,355"
