"Ethnicity","Local Authority ","%","Number"
"White","Lincolnshire","72","5,224"
"White","Liverpool","73","2,909"
"White","Luton","69","682"
"White","Manchester","73","2,012"
"White","Medway","71","1,881"
"White","Merton","80","874"
"White","Middlesbrough","72","1,050"
"White","Milton Keynes","75","1,600"
"White","Newcastle upon Tyne","79","1,589"
"White","Newham","79","601"
"White","Norfolk","72","5,872"
"White","North East Lincolnshire","73","1,318"
"White","North Lincolnshire","74","1,330"
"White","North Somerset","77","1,735"
"White","North Tyneside","77","1,593"
"White","North Yorkshire","75","4,148"
"White","Northamptonshire","73","5,501"
"White","Northumberland","77","2,474"
"White","Nottingham","71","1,363"
"White","Nottinghamshire","75","6,117"
"White","Oldham","77","1,440"
"White","Oxfordshire","77","4,503"
"White","Peterborough","66","1,262"
"White","Plymouth","73","1,952"
"White","Poole","72","914"
"White","Portsmouth","68","1,197"
"White","Reading","71","660"
"White","Redbridge","79","722"
"White","Redcar and Cleveland","79","1,211"
"White","Richmond upon Thames","89","1,416"
"White","Rochdale","74","1,372"
"White","Rotherham","70","1,963"
"White","Rutland","76","278"
"White","Salford","75","1,693"
"White","Sandwell","70","1,458"
"White","Sefton","79","2,184"
"White","Sheffield","73","3,089"
"White","Shropshire","77","2,151"
"White","Slough","68","449"
"White","Solihull","77","1,574"
"White","Somerset","75","3,972"
"White","South Gloucestershire","75","2,059"
"White","South Tyneside","79","1,176"
"White","Southampton","77","1,490"
"White","Southend-on-Sea","76","1,276"
"White","Southwark","82","753"
"White","St. Helens","75","1,455"
"White","Staffordshire","76","6,514"
"White","Stockport","79","2,204"
"White","Stockton-on-Tees","78","1,700"
"White","Stoke-on-Trent","70","1,602"
"White","Suffolk","73","5,025"
"White","Sunderland","78","2,296"
"White","Surrey","81","8,195"
"White","Sutton","82","1,114"
"White","Swindon","75","1,640"
"White","Tameside","74","1,648"
"White","Telford and Wrekin","77","1,451"
"White","Thurrock","72","1,186"
"White","Torbay","74","973"
"White","Tower Hamlets","82","376"
"White","Trafford","84","1,695"
"White","Wakefield","71","2,463"
"White","Walsall","71","1,592"
"White","Waltham Forest","77","925"
"White","Wandsworth","84","814"
"White","Warrington","81","1,887"
"White","Warwickshire","78","4,080"
"White","West Berkshire","76","1,184"
"White","West Sussex","76","5,804"
"White","Westminster","86","313"
"White","Wigan","80","2,659"
"White","Wiltshire","76","3,601"
"White","Windsor and Maidenhead","82","906"
"White","Wirral","74","2,551"
"White","Wokingham","81","1,192"
"White","Wolverhampton","76","1,255"
"White","Worcestershire","73","4,139"
"White","York","76","1,341"
