"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","35","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","26","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","14","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","14","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","12","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","40","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","22","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","13","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","9","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","40","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","19","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","12","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","15","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","13","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","19","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","18","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","18","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","25","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","24","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","17","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","19","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","19","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","32","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","15","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","15","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","23","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","18","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","22","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","47","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","23","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","16","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","9","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","5","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","42","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","24","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","19","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","8","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","6","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","23","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","16","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","18","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","23","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","27","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","16","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","19","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","17","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","29","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","26","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","16","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","8","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","28","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","23","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","16","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","16","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","17","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","18","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","17","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","21","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","26","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","19","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","17","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","29","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","16","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","24","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","15","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","16","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","33","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","25","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","13","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","13","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","22","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","22","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","18","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","18","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","20","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","46","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","27","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","15","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","7","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","5","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","44","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","30","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","14","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","6","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","6","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","28","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","19","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","19","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","15","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
