"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","Value","Denominator","Numerator","Lower_95_CI","Upper_95_CI"
"Key stage 2 average progress in maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","0.1","2799","288.12300499999998","-9.6740926814578299E-2","0.30261660026938297"
"Key stage 2 average progress in maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","0.5","8836","4467.7303959999999","0.393243901199548","0.61801241296976095"
"Key stage 2 average progress in maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-2.2","1044","-2336.023737","-2.5645219369473402","-1.91061932167335"
"Key stage 2 average progress in maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","-1.3","2422","-3139.9212739999998","-1.5110743056475699","-1.08175911631775"
"Key stage 2 average progress in maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-0.9","620","-537.84240199999999","-1.2917530161401301","-0.44322247418245198"
"Key stage 2 average progress in maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","-0.2","1611","-341.424756","-0.47513323189446599","5.12663715592757E-2"
"Key stage 2 average progress in maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-0.6","4463","-2585.7431339999998","-0.73750536551397405","-0.42124127755122898"
"Key stage 2 average progress in maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","0.1","12869","986.384366","-1.6475753613019801E-2","0.169771948499958"
"Key stage 2 average progress in maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","3.3","98","319.25909100000001","2.1906085512611102","4.3248831018001104"
"Key stage 2 average progress in maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","3.7","1190","4455.0589289999998","3.43750845795965","4.0499855403596996"
"Key stage 2 average progress in maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-1.5","1365","-1985.9219439999999","-1.7408226628016701","-1.16895307932288"
"Key stage 2 average progress in maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","0.1","4911","640.22770400000002","-2.03808333155505E-2","0.281112946530783"
"Key stage 2 average progress in maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-1.2","670","-821.89761699999997","-1.63484042483878","-0.818585297549278"
"Key stage 2 average progress in maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","0.2","3442","813.69443799999999","5.6337222757723002E-2","0.41646605324460201"
"Key stage 2 average progress in maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-1.6","649","-1015.007951","-1.9786347662413999","-1.1492787961623001"
"Key stage 2 average progress in maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","-0.5","1976","-1034.542256","-0.76120488916946805","-0.28590265738923798"
"Key stage 2 average progress in maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-2.5","1555","-3847.0545520000001","-2.7418872389606399","-2.2060928922290701"
"Key stage 2 average progress in maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","-1.5","3288","-5072.9780570000003","-1.7271095377893699","-1.35864353824469"
"Key stage 2 average progress in maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-1.8","4239","-7669.8820640000004","-1.97161750437162","-1.6471048659987599"
"Key stage 2 average progress in maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","-0.3","13617","-4653.5981709999996","-0.43227916819484702","-0.251219131136864"
"Key stage 2 average progress in maths","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-3","366","-1094.4564009999999","-3.5425134365545299","-2.4381226344837201"
"Key stage 2 average progress in maths","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","-0.5","498","-231.59988300000001","-0.93844954500792499","8.3295329597323792E-3"
"Key stage 2 average progress in maths","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-2.1","35180","-72582.171015999993","-2.1194887002260399","-2.0068427958512398"
"Key stage 2 average progress in maths","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","-0.9","188507","-163028.74940500001","-0.88917342542899103","-0.84051034657947699"
"Key stage 2 average progress in maths","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-2.2","132","-296.18883099999999","-3.1633434083508498","-1.3243661522552099"
"Key stage 2 average progress in maths","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","-0.4","55","-20.030885000000001","-1.7886635664734301","1.0602677482916101"
"Key stage 2 average progress in maths","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-2.2","32940","-71254.807050000003","-2.2213761189573198","-2.1049631069078498"
"Key stage 2 average progress in maths","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","-1.1","171686","-186261.24616800001","-1.11039042379694","-1.0593991474902"
"Key stage 2 average progress in maths","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-0.7","124","-88.175939999999997","-1.6597822767236301","0.237589696078467"
"Key stage 2 average progress in maths","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","-0.1","625","-40.471995","-0.48731999412799998","0.357809610128"
"Key stage 2 average progress in maths","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","0.1","1618","151.45720600000001","-0.16902217266634101","0.35623750764779999"
"Key stage 2 average progress in maths","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","1.5","15643","23524.599526000002","1.4193776207656601","1.5883062667239001"
"Key stage 2 average progress in maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","1.3","1165","1522.9229809999999","0.99772310530813901","1.6167369479107401"
"Key stage 2 average progress in maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","1.7","3770","6449.721888","1.53874840203215","1.88285472157528"
"Key stage 2 average progress in maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","-2","350","-700.90772000000004","-2.5672694547403201","-1.4379175166882501"
"Key stage 2 average progress in maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","-0.9","1745","-1643.4080039999999","-1.1946733946600601","-0.68888878757490102"
"Key stage 2 average progress in maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Other"," 10-11","Non-FSM","NA","0","NULL","NULL","NULL"
"Key stage 2 average progress in maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","2","1471","2970.3271719999998","1.7438170964369799","2.29469707351543"
"Key stage 2 average progress in maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","2.7","9203","25258.812849999998","2.63450753626794","2.8547487605917099"
"Key stage 2 average progress in maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","1.5","2322","3496.2754369999998","1.2864861135202501","1.7249483714065299"
"Key stage 2 average progress in maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","2","7810","16007.355412000001","1.9300588613715199","2.1691358664133702"
"Key stage 2 average progress in maths","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","0.8","1169","985.52347299999997","0.53407136550343304","1.15202525211847"
"Key stage 2 average progress in maths","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","2.6","15924","42116.262383000001","2.5611135745796298","2.72854510200919"
"Key stage 2 average progress in maths","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","0.4","5168","1946.016408","0.22960032166989899","0.52350200340750097"
"Key stage 2 average progress in maths","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","1.2","21789","27108.521123999999","1.17257061181325","1.3157052268209"
"Key stage 2 average progress in maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","0.9","10130","9398.1424900000002","0.82279229807092003","1.0327146101225599"
"Key stage 2 average progress in maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","2","54726","110490.95176900001","1.97382642540137","2.0641427946768598"
"Key stage 2 average progress in maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","0.5","5739","2891.7006590000001","0.364419445131558","0.64331732399198105"
"Key stage 2 average progress in maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","1","17527","17314.934827000001","0.90810494926108798","1.06769636608095"
"Key stage 2 average progress in maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-2.1","2109","-4354.7664329999998","-2.2948845414132699","-1.83481335616852"
"Key stage 2 average progress in maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","-1","4683","-4854.0006240000002","-1.1908881539384299","-0.88214222146194798"
"Key stage 2 average progress in maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-0.6","1241","-748.93459199999995","-0.903372777081206","-0.30361286675441101"
"Key stage 2 average progress in maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","0.2","3311","649.44275700000003","1.2555018562461899E-2","0.37973900559942497"
"Key stage 2 average progress in maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-0.2","9089","-2212.0003660000002","-0.35418020961274899","-0.13256208678949699"
"Key stage 2 average progress in maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","0.5","25521","13110.37696","0.447581512628075","0.57983723742090199"
"Key stage 2 average progress in maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","3.8","194","732.02219100000002","3.0148506448053798","4.5317698809678202"
"Key stage 2 average progress in maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","4.5","2351","10466.141707000001","4.2339081403990297","4.6696577524125402"
"Key stage 2 average progress in maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-0.9","2715","-2552.547407","-1.1429089777372201","-0.73742060384657804"
"Key stage 2 average progress in maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","0.8","10051","7789.8324940000002","0.66965775186503296","0.88040343488256301"
"Key stage 2 average progress in maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-0.6","1444","-834.18440799999996","-0.85569319253573395","-0.29968687394625998"
"Key stage 2 average progress in maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","1","6840","6842.9296249999998","0.87269467105008502","1.1281619444469999"
"Key stage 2 average progress in maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-0.8","1265","-1030.6209679999999","-1.11174175469987","-0.51769851091278396"
"Key stage 2 average progress in maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","-0.1","3834","-220.737371","-0.22818474552329401","0.11303744714040299"
"Key stage 2 average progress in maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-1.9","3161","-6027.5927940000001","-2.0947601703727199","-1.71896510264216"
"Key stage 2 average progress in maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","-1","6688","-6911.2268340000001","-1.1625542184434401","-0.90420021756134605"
"Key stage 2 average progress in maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-1.2","8585","-10444.945577","-1.3306659320324801","-1.10263530896927"
"Key stage 2 average progress in maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","0.3","27413","7500.7979139999998","0.20981687929529","0.33742697683136702"
"Key stage 2 average progress in maths","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-1.9","766","-1459.1419840000001","-2.28658226940269","-1.52318792380881"
"Key stage 2 average progress in maths","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","0.1","1017","114.51019100000001","-0.218666881658063","0.443858997685595"
"Key stage 2 average progress in maths","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-1.4","71495","-98075.571897000002","-1.4112911995056601","-1.33227329862707"
"Key stage 2 average progress in maths","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","-0.1","384898","-42021.412945999997","-0.12620332839523901","-9.21475746803814E-2"
"Key stage 2 average progress in maths","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-1.5","255","-389.950717","-2.1907693571645699","-0.86766763891385801"
"Key stage 2 average progress in maths","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","-1","115","-115.476501","-1.98925276140021","-1.9034212512829302E-2"
"Key stage 2 average progress in maths","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-1.5","66886","-99670.747315999994","-1.5310061100216401","-1.4493110659494199"
"Key stage 2 average progress in maths","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","-0.3","350560","-117546.48074499999","-0.35315294474018499","-0.31746823705465399"
"Key stage 2 average progress in maths","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","0","255","11.382819","-0.61691235324300497","0.70618936500771101"
"Key stage 2 average progress in maths","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","0.7","1278","849.91846299999997","0.36953083378847701","0.96054500815205501"
"Key stage 2 average progress in maths","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","1","3333","3432.8853009999998","0.84698351098216695","1.21295366333526"
"Key stage 2 average progress in maths","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","2.3","31928","74676.115646000006","2.2797693430986299","2.3980128948117199"
"Key stage 2 average progress in maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","2.1","2453","5098.5106349999996","1.8651827667663301","2.29177657689449"
"Key stage 2 average progress in maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","2.5","7693","18989.039912","2.3479089559238102","2.5887971176495301"
"Key stage 2 average progress in maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","-1","742","-766.62935000000004","-1.4210142418385201","-0.64537214630163597"
"Key stage 2 average progress in maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","-0.3","3612","-1022.260313","-0.45879375673260497","-0.10724185400936501"
