"Ethnicity","Geography","%","Pupils"
"Mixed","North Somerset","50.0","66"
"Mixed","North Tyneside","51.0","51"
"Mixed","North West","51.5","3,085"
"Mixed","North Yorkshire","60.6","160"
"Mixed","Northumberland","44.1","59"
"Mixed","Nottingham","35.3","331"
"Mixed","Nottinghamshire","55.4","381"
"Mixed","Oldham","45.0","140"
"Mixed","Outer London","55.4","5,355"
"Mixed","Oxfordshire","52.6","435"
"Mixed","Peterborough","33.1","175"
"Mixed","Plymouth","54.2","72"
"Mixed","Portsmouth","36.4","77"
"Mixed","Reading","38.0","142"
"Mixed","Redbridge","57.5","299"
"Mixed","Redcar and Cleveland","51.4","37"
"Mixed","Richmond upon Thames","64.8","193"
"Mixed","Rochdale","45.2","115"
"Mixed","Rotherham","44.2","95"
"Mixed","Rutland","50.0","14"
"Mixed","Salford","40.8","147"
"Mixed","Sandwell","41.1","333"
"Mixed","Sefton","68.1","72"
"Mixed","Sheffield","41.9","418"
"Mixed","Shropshire","52.3","86"
"Mixed","Slough","61.9","215"
"Mixed","Solihull","48.7","226"
"Mixed","Somerset","56.2","130"
"Mixed","South East","55.7","5,136"
"Mixed","South Gloucestershire","55.5","128"
"Mixed","South Tyneside","43.2","37"
"Mixed","South West","53.1","2,129"
"Mixed","Southampton","45.5","145"
"Mixed","Southend-on-Sea","64.2","134"
"Mixed","Southwark","56.1","367"
"Mixed","St. Helens","56.8","44"
"Mixed","Staffordshire","46.4","293"
"Mixed","Stockport","56.7","127"
"Mixed","Stockton-on-Tees","54.0","63"
"Mixed","Stoke-on-Trent","31.0","155"
"Mixed","Suffolk","44.6","363"
"Mixed","Sunderland","52.8","36"
"Mixed","Surrey","61.1","633"
"Mixed","Sutton","65.6","305"
"Mixed","Swindon","42.7","124"
"Mixed","Tameside","52.9","136"
"Mixed","Telford and Wrekin","49.5","109"
"Mixed","Thurrock","48.9","141"
"Mixed","Torbay","60.7","56"
"Mixed","Tower Hamlets","42.6","162"
"Mixed","Trafford","71.1","235"
"Mixed","Wakefield","50.9","112"
"Mixed","Walsall","38.6","215"
"Mixed","Waltham Forest","44.9","276"
"Mixed","Wandsworth","51.8","251"
"Mixed","Warrington","77.8","81"
"Mixed","Warwickshire","55.9","297"
"Mixed","West Berkshire","50.5","107"
"Mixed","West Midlands","45.2","3,772"
"Mixed","West Northamptonshire","48.9","278"
"Mixed","West Sussex","52.4","361"
"Mixed","Westminster","64.9","194"
"Mixed","Wigan","53.2","77"
"Mixed","Wiltshire","59.3","172"
"Mixed","Windsor and Maidenhead","64.3","126"
"Mixed","Wirral","57.6","92"
"Mixed","Wokingham","50.4","127"
"Mixed","Wolverhampton","37.5","307"
"Mixed","Worcestershire","48.4","190"
"Mixed","York","68.6","51"
"Mixed","Yorkshire and The Humber","47.3","2,509"
"White","All - England","50.9","421,995"
"White","Barking and Dagenham","36.4","963"
"White","Barnet","71.3","1,944"
"White","Barnsley","47.2","2,159"
"White","Bath and North East Somerset","58.1","1,936"
"White","Bedford","46.9","1,302"
"White","Bexley","51.0","2,007"
"White","Birmingham","48.7","4,359"
"White","Blackburn with Darwen","43.1","1,002"
"White","Blackpool","34.4","1,221"
"White","Bolton","47.6","2,355"
"White","Bournemouth, Christchurch and Poole","60.1","3,242"
"White","Bracknell Forest","55.4","1,047"
"White","Bradford","40.7","2,970"
"White","Brent","53.6","634"
"White","Brighton and Hove","57.2","1,804"
"White","Bristol, City of","49.7","2,477"
"White","Bromley","57.3","2,242"
"White","Buckinghamshire","65.0","4,029"
"White","Bury","49.6","1,692"
"White","Calderdale","52.6","2,099"
"White","Cambridgeshire","54.9","5,214"
"White","Camden","58.4","577"
"White","Central Bedfordshire","48.7","2,383"
"White","Cheshire East","55.2","3,685"
"White","Cheshire West and Chester","53.9","3,529"
"White","Cornwall","47.1","5,151"
"White","County Durham","50.4","4,982"
"White","Coventry","42.3","2,191"
"White","Croydon","53.9","1,359"
"White","Cumbria","48.4","4,780"
"White","Darlington","51.1","1,051"
"White","Derby","41.0","1,996"
"White","Derbyshire","50.9","7,256"
"White","Devon","50.8","6,532"
"White","Doncaster","46.1","2,841"
"White","Dorset","51.1","3,414"
"White","Dudley","45.8","2,668"
"White","Ealing","64.0","862"
"White","East Midlands","49.5","40,049"
"White","East Riding of Yorkshire","54.4","3,117"
"White","East Sussex","49.3","4,350"
"White","East of England","51.0","51,852"
"White","Enfield","48.4","1,732"
"White","Essex","48.3","12,888"
"White","Gateshead","53.2","1,800"
"White","Gloucestershire","57.0","5,569"
"White","Greenwich","45.9","1,163"
"White","Hackney","64.7","797"
"White","Halton","41.3","1,406"
"White","Hammersmith and Fulham","71.9","587"
"White","Hampshire","53.6","12,310"
"White","Haringey","57.5","1,125"
"White","Harrow","54.3","599"
"White","Hartlepool","46.5","1,013"
"White","Havering","55.0","2,068"
"White","Herefordshire, County of","51.4","1,685"
"White","Hertfordshire","59.1","10,420"
"White","Hillingdon","46.7","1,444"
"White","Hounslow","50.9","899"
"White","Inner London","58.7","8,118"
"White","Isle of Wight","44.3","1,202"
"White","Isles of Scilly","!","14"
"White","Islington","51.2","545"
"White","Kensington and Chelsea","63.7","342"
"White","Kent","50.2","14,029"
"White","Kingston upon Hull, City of","44.2","2,378"
"White","Kingston upon Thames","67.0","999"
"White","Kirklees","50.8","2,973"
"White","Knowsley","26.0","1,095"
"White","Lambeth","54.5","642"
"White","Lancashire","52.4","10,727"
"White","Leeds","52.2","5,928"
"White","Leicester","33.6","1,225"
"White","Leicestershire","51.5","6,232"
"White","Lewisham","51.4","679"
"White","Lincolnshire","49.1","7,289"
"White","Liverpool","42.0","3,967"
"White","London","56.1","32,293"
"White","Luton","36.1","830"
"White","Manchester","39.5","2,257"
"White","Medway","44.5","2,439"
"White","Merton","55.8","728"
"White","Middlesbrough","40.9","1,209"
"White","Milton Keynes","43.7","1,954"
"White","Newcastle upon Tyne","46.9","1,964"
"White","Newham","45.4","689"
"White","Norfolk","48.1","7,427"
"White","North East","49.7","24,440"
"White","North East Lincolnshire","45.4","1,599"
"White","North Lincolnshire","48.8","1,757"
"White","North Northamptonshire","45.9","3,223"
"White","North Somerset","55.4","2,086"
"White","North Tyneside","51.8","1,948"
"White","North West","48.9","63,044"
"White","North Yorkshire","55.0","5,837"
"White","Northumberland","49.6","3,028"
"White","Nottingham","41.1","1,559"
"White","Nottinghamshire","52.8","7,289"
"White","Oldham","42.1","1,809"
"White","Outer London","55.2","24,175"
"White","Oxfordshire","54.3","5,336"
"White","Peterborough","43.2","1,746"
"White","Plymouth","51.3","2,487"
"White","Portsmouth","44.0","1,562"
"White","Reading","52.0","691"
"White","Redbridge","55.3","855"
"White","Redcar and Cleveland","52.0","1,457"
"White","Richmond upon Thames","69.6","1,255"
"White","Rochdale","40.7","1,634"
"White","Rotherham","46.9","2,755"
"White","Rutland","58.6","474"
"White","Salford","42.0","1,942"
"White","Sandwell","37.3","1,922"
"White","Sefton","50.8","2,620"
"White","Sheffield","48.1","3,976"
"White","Shropshire","50.3","2,819"
"White","Slough","45.8","528"
"White","Solihull","52.3","2,329"
"White","Somerset","48.8","4,824"
"White","South East","53.0","73,095"
"White","South Gloucestershire","52.7","2,309"
"White","South Tyneside","45.8","1,403"
"White","South West","52.4","47,805"
"White","Southampton","39.0","1,665"
"White","Southend-on-Sea","59.1","1,568"
"White","Southwark","62.3","771"
"White","St. Helens","45.4","1,794"
"White","Staffordshire","48.5","8,082"
"White","Stockport","56.4","2,431"
"White","Stockton-on-Tees","53.7","1,943"
"White","Stoke-on-Trent","40.6","1,937"
"White","Suffolk","47.9","6,664"
"White","Sunderland","49.5","2,642"
"White","Surrey","58.8","8,999"
"White","Sutton","58.7","1,486"
"White","Swindon","49.4","1,789"
"White","Tameside","45.9","2,055"
"White","Telford and Wrekin","48.3","1,772"
"White","Thurrock","48.9","1,410"
"White","Torbay","57.6","1,412"
"White","Tower Hamlets","45.5","319"
"White","Trafford","66.0","2,137"
"White","Wakefield","52.2","3,324"
"White","Walsall","38.8","2,140"
"White","Waltham Forest","45.3","936"
"White","Wandsworth","65.4","612"
"White","Warrington","55.6","2,198"
"White","Warwickshire","56.6","5,363"
"White","West Berkshire","56.7","1,565"
"White","West Midlands","48.0","44,012"
"White","West Northamptonshire","53.3","3,506"
"White","West Sussex","52.4","7,116"
"White","Westminster","70.9","433"
"White","Wigan","49.7","3,392"
"White","Wiltshire","52.0","4,563"
"White","Windsor and Maidenhead","55.5","1,160"
"White","Wirral","50.7","3,316"
"White","Wokingham","65.4","1,309"
"White","Wolverhampton","44.0","1,554"
"White","Worcestershire","48.4","5,191"
"White","York","59.0","1,692"
"White","Yorkshire and The Humber","50.0","45,405"
