"Measure","Ethnicity","Ethnicity_type","Category","Time","Time_type","Value","Value_type","Number"
"Percentage of honours recipients","Indian","ONS 2001 16+1","OBE","Dec-20","New Years Honours","3.4","%","8"
"Percentage of honours recipients","Indian","ONS 2001 16+1","MBE","Dec-20","New Years Honours","4","%","18"
"Percentage of honours recipients","Indian","ONS 2001 16+1","BEM","Dec-20","New Years Honours","2.8","%","10"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","All","Dec-20","New Years Honours","2.3","%","26"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","Higher","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","CBE","Dec-20","New Years Honours","1.2","%","1"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","OBE","Dec-20","New Years Honours","3.4","%","8"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","MBE","Dec-20","New Years Honours","1.8","%","8"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","BEM","Dec-20","New Years Honours","2.5","%","9"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","All","Dec-20","New Years Honours","0.9","%","10"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","Higher","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","CBE","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","OBE","Dec-20","New Years Honours","1.3","%","3"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","MBE","Dec-20","New Years Honours","0.7","%","3"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","BEM","Dec-20","New Years Honours","1.1","%","4"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","All","Dec-20","New Years Honours","0.5","%","6"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","Higher","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","CBE","Dec-20","New Years Honours","1.2","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","OBE","Dec-20","New Years Honours","1.3","%","3"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","MBE","Dec-20","New Years Honours","0.2","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","BEM","Dec-20","New Years Honours","0.3","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","All","Dec-20","New Years Honours","0.3","%","4"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","Higher","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","CBE","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","OBE","Dec-20","New Years Honours","0.4","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","MBE","Dec-20","New Years Honours","0.2","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","BEM","Dec-20","New Years Honours","0.6","%","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","All","Dec-20","New Years Honours","0.5","%","6"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","Higher","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","CBE","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","OBE","Dec-20","New Years Honours","0.4","%","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","MBE","Dec-20","New Years Honours","0.7","%","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","BEM","Dec-20","New Years Honours","0.6","%","2"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","All","Dec-20","New Years Honours","1.7","%","20"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","Higher","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","CBE","Dec-20","New Years Honours","1.2","%","1"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","OBE","Dec-20","New Years Honours","1.3","%","3"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","MBE","Dec-20","New Years Honours","1.8","%","8"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","BEM","Dec-20","New Years Honours","2.3","%","8"
"Percentage of honours recipients","Unknown","Unknown","All","Dec-20","New Years Honours","NA","%","89"
"Percentage of honours recipients","Unknown","Unknown","Higher","Dec-20","New Years Honours","NA","%","0"
"Percentage of honours recipients","Unknown","Unknown","CBE","Dec-20","New Years Honours","NA","%","0"
"Percentage of honours recipients","Unknown","Unknown","OBE","Dec-20","New Years Honours","NA","%","17"
"Percentage of honours recipients","Unknown","Unknown","MBE","Dec-20","New Years Honours","NA","%","29"
"Percentage of honours recipients","Unknown","Unknown","BEM","Dec-20","New Years Honours","NA","%","43"
"Percentage of honours recipients","White","ONS 2001 5+1","All","Dec-20","New Years Honours","85.7","%","985"
"Percentage of honours recipients","White","ONS 2001 5+1","Higher","Dec-20","New Years Honours","96.7","%","29"
"Percentage of honours recipients","White","ONS 2001 5+1","CBE","Dec-20","New Years Honours","86","%","74"
"Percentage of honours recipients","White","ONS 2001 5+1","OBE","Dec-20","New Years Honours","85.8","%","200"
"Percentage of honours recipients","White","ONS 2001 5+1","MBE","Dec-20","New Years Honours","84.1","%","376"
"Percentage of honours recipients","White","ONS 2001 5+1","BEM","Dec-20","New Years Honours","86.4","%","306"
"Percentage of honours recipients","White","White/Ethnic Minorities","All","Dec-20","New Years Honours","85.7","%","985"
"Percentage of honours recipients","White","White/Ethnic Minorities","Higher","Dec-20","New Years Honours","96.7","%","29"
"Percentage of honours recipients","White","White/Ethnic Minorities","CBE","Dec-20","New Years Honours","86","%","74"
"Percentage of honours recipients","White","White/Ethnic Minorities","OBE","Dec-20","New Years Honours","85.8","%","200"
"Percentage of honours recipients","White","White/Ethnic Minorities","MBE","Dec-20","New Years Honours","84.1","%","376"
"Percentage of honours recipients","White","White/Ethnic Minorities","BEM","Dec-20","New Years Honours","86.4","%","306"
"Percentage of honours recipients","White British","ONS 2001 16+1","All","Dec-20","New Years Honours","85.7","%","985"
"Percentage of honours recipients","White British","ONS 2001 16+1","Higher","Dec-20","New Years Honours","96.7","%","29"
"Percentage of honours recipients","White British","ONS 2001 16+1","CBE","Dec-20","New Years Honours","86","%","74"
"Percentage of honours recipients","White British","ONS 2001 16+1","OBE","Dec-20","New Years Honours","85.8","%","200"
"Percentage of honours recipients","White British","ONS 2001 16+1","MBE","Dec-20","New Years Honours","84.1","%","376"
"Percentage of honours recipients","White British","ONS 2001 16+1","BEM","Dec-20","New Years Honours","86.4","%","306"
"Percentage of honours recipients","White Other","ONS 2001 16+1","All","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","Higher","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","CBE","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","OBE","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","MBE","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","BEM","Dec-20","New Years Honours","0","%","0"
"Percentage of honours recipients","All Excluding Unknown","All","All","Oct-20","Queen's Birthday Honours","100","%","1343"
"Percentage of honours recipients","All Excluding Unknown","All","Higher","Oct-20","Queen's Birthday Honours","100","%","22"
"Percentage of honours recipients","All Excluding Unknown","All","CBE","Oct-20","Queen's Birthday Honours","100","%","94"
"Percentage of honours recipients","All Excluding Unknown","All","OBE","Oct-20","Queen's Birthday Honours","100","%","241"
"Percentage of honours recipients","All Excluding Unknown","All","MBE","Oct-20","Queen's Birthday Honours","100","%","479"
"Percentage of honours recipients","All Excluding Unknown","All","BEM","Oct-20","Queen's Birthday Honours","100","%","507"
"Percentage of honours recipients","All Including Unknown","All","All","Oct-20","Queen's Birthday Honours","NA","%","1495"
"Percentage of honours recipients","All Including Unknown","All","Higher","Oct-20","Queen's Birthday Honours","NA","%","31"
"Percentage of honours recipients","All Including Unknown","All","CBE","Oct-20","Queen's Birthday Honours","NA","%","107"
"Percentage of honours recipients","All Including Unknown","All","OBE","Oct-20","Queen's Birthday Honours","NA","%","260"
"Percentage of honours recipients","All Including Unknown","All","MBE","Oct-20","Queen's Birthday Honours","NA","%","561"
"Percentage of honours recipients","All Including Unknown","All","BEM","Oct-20","Queen's Birthday Honours","NA","%","536"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","All","Oct-20","Queen's Birthday Honours","0.6","%","8"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","CBE","Oct-20","Queen's Birthday Honours","1.1","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","OBE","Oct-20","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","MBE","Oct-20","Queen's Birthday Honours","0.8","%","4"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","BEM","Oct-20","Queen's Birthday Honours","0.4","%","2"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","0.6","%","8"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","1.1","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","0.8","%","4"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","0.4","%","2"
"Percentage of honours recipients","Asian","ONS 2001 5+1","All","Oct-20","Queen's Birthday Honours","8","%","107"
"Percentage of honours recipients","Asian","ONS 2001 5+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Asian","ONS 2001 5+1","CBE","Oct-20","Queen's Birthday Honours","6.4","%","6"
"Percentage of honours recipients","Asian","ONS 2001 5+1","OBE","Oct-20","Queen's Birthday Honours","8.3","%","20"
"Percentage of honours recipients","Asian","ONS 2001 5+1","MBE","Oct-20","Queen's Birthday Honours","10.6","%","51"
"Percentage of honours recipients","Asian","ONS 2001 5+1","BEM","Oct-20","Queen's Birthday Honours","5.9","%","30"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","1.6","%","22"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","2.1","%","2"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","3.3","%","8"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","1.3","%","6"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","1.2","%","6"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","0.8","%","11"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","1.2","%","3"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","0.8","%","4"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","0.8","%","4"
"Percentage of honours recipients","Black","ONS 2001 5+1","All","Oct-20","Queen's Birthday Honours","4.8","%","64"
"Percentage of honours recipients","Black","ONS 2001 5+1","Higher","Oct-20","Queen's Birthday Honours","4.5","%","1"
"Percentage of honours recipients","Black","ONS 2001 5+1","CBE","Oct-20","Queen's Birthday Honours","6.4","%","6"
"Percentage of honours recipients","Black","ONS 2001 5+1","OBE","Oct-20","Queen's Birthday Honours","3.3","%","8"
"Percentage of honours recipients","Black","ONS 2001 5+1","MBE","Oct-20","Queen's Birthday Honours","7.1","%","34"
"Percentage of honours recipients","Black","ONS 2001 5+1","BEM","Oct-20","Queen's Birthday Honours","3","%","15"
"Percentage of honours recipients","Black African","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","1.4","%","19"
"Percentage of honours recipients","Black African","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black African","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","2.1","%","2"
"Percentage of honours recipients","Black African","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","1.7","%","4"
"Percentage of honours recipients","Black African","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","1.9","%","9"
"Percentage of honours recipients","Black African","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","0.8","%","4"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","2.9","%","39"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","4.5","%","1"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","4.3","%","4"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","1.2","%","3"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","4.6","%","22"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","1.8","%","9"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","0.4","%","6"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","0.6","%","3"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","0.4","%","2"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","0.3","%","4"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","0.8","%","4"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","All","Oct-20","Queen's Birthday Honours","14.4","%","193"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","Higher","Oct-20","Queen's Birthday Honours","4.5","%","1"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","CBE","Oct-20","Queen's Birthday Honours","16","%","15"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","OBE","Oct-20","Queen's Birthday Honours","13.3","%","32"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","MBE","Oct-20","Queen's Birthday Honours","19.8","%","95"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","BEM","Oct-20","Queen's Birthday Honours","9.9","%","50"
"Percentage of honours recipients","Indian","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","3.5","%","47"
"Percentage of honours recipients","Indian","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Indian","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","2.1","%","2"
"Percentage of honours recipients","Indian","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","2.9","%","7"
"Percentage of honours recipients","Indian","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","5.6","%","27"
"Percentage of honours recipients","Indian","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","2.2","%","11"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","All","Oct-20","Queen's Birthday Honours","1","%","14"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","CBE","Oct-20","Queen's Birthday Honours","2.1","%","2"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","OBE","Oct-20","Queen's Birthday Honours","1.2","%","3"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","MBE","Oct-20","Queen's Birthday Honours","1.3","%","6"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","BEM","Oct-20","Queen's Birthday Honours","0.6","%","3"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","0.1","%","2"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","1.1","%","1"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","0.2","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","0.3","%","4"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","0.8","%","2"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","0.4","%","2"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","0.1","%","2"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","0.2","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","0.4","%","6"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","1.1","%","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","0.6","%","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","0.4","%","2"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","1.7","%","23"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","2.1","%","2"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","0.8","%","2"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","2.1","%","10"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","1.8","%","9"
"Percentage of honours recipients","Unknown","Unknown","All","Oct-20","Queen's Birthday Honours","NA","%","152"
"Percentage of honours recipients","Unknown","Unknown","Higher","Oct-20","Queen's Birthday Honours","NA","%","9"
"Percentage of honours recipients","Unknown","Unknown","CBE","Oct-20","Queen's Birthday Honours","NA","%","13"
"Percentage of honours recipients","Unknown","Unknown","OBE","Oct-20","Queen's Birthday Honours","NA","%","19"
"Percentage of honours recipients","Unknown","Unknown","MBE","Oct-20","Queen's Birthday Honours","NA","%","82"
"Percentage of honours recipients","Unknown","Unknown","BEM","Oct-20","Queen's Birthday Honours","NA","%","29"
"Percentage of honours recipients","White","ONS 2001 5+1","All","Oct-20","Queen's Birthday Honours","85.6","%","1150"
"Percentage of honours recipients","White","ONS 2001 5+1","Higher","Oct-20","Queen's Birthday Honours","95.5","%","21"
"Percentage of honours recipients","White","ONS 2001 5+1","CBE","Oct-20","Queen's Birthday Honours","84","%","79"
"Percentage of honours recipients","White","ONS 2001 5+1","OBE","Oct-20","Queen's Birthday Honours","86.7","%","209"
"Percentage of honours recipients","White","ONS 2001 5+1","MBE","Oct-20","Queen's Birthday Honours","80.2","%","384"
"Percentage of honours recipients","White","ONS 2001 5+1","BEM","Oct-20","Queen's Birthday Honours","90.1","%","457"
"Percentage of honours recipients","White","White/Ethnic Minorities","All","Oct-20","Queen's Birthday Honours","85.6","%","1150"
"Percentage of honours recipients","White","White/Ethnic Minorities","Higher","Oct-20","Queen's Birthday Honours","95.5","%","21"
"Percentage of honours recipients","White","White/Ethnic Minorities","CBE","Oct-20","Queen's Birthday Honours","84","%","79"
"Percentage of honours recipients","White","White/Ethnic Minorities","OBE","Oct-20","Queen's Birthday Honours","86.7","%","209"
"Percentage of honours recipients","White","White/Ethnic Minorities","MBE","Oct-20","Queen's Birthday Honours","80.2","%","384"
"Percentage of honours recipients","White","White/Ethnic Minorities","BEM","Oct-20","Queen's Birthday Honours","90.1","%","457"
"Percentage of honours recipients","White British","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","85.2","%","1144"
"Percentage of honours recipients","White British","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","95.5","%","21"
"Percentage of honours recipients","White British","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","84","%","79"
"Percentage of honours recipients","White British","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","86.3","%","208"
"Percentage of honours recipients","White British","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","79.3","%","380"
"Percentage of honours recipients","White British","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","89.9","%","456"
"Percentage of honours recipients","White Other","ONS 2001 16+1","All","Oct-20","Queen's Birthday Honours","0.4","%","6"
"Percentage of honours recipients","White Other","ONS 2001 16+1","Higher","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","CBE","Oct-20","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","OBE","Oct-20","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","White Other","ONS 2001 16+1","MBE","Oct-20","Queen's Birthday Honours","0.8","%","4"
"Percentage of honours recipients","White Other","ONS 2001 16+1","BEM","Oct-20","Queen's Birthday Honours","0.2","%","1"
"Percentage of honours recipients","All Excluding Unknown","All","All","Dec-19","New Years Honours","100","%","949"
"Percentage of honours recipients","All Excluding Unknown","All","Higher","Dec-19","New Years Honours","100","%","34"
"Percentage of honours recipients","All Excluding Unknown","All","CBE","Dec-19","New Years Honours","100","%","94"
"Percentage of honours recipients","All Excluding Unknown","All","OBE","Dec-19","New Years Honours","100","%","200"
"Percentage of honours recipients","All Excluding Unknown","All","MBE","Dec-19","New Years Honours","100","%","359"
"Percentage of honours recipients","All Excluding Unknown","All","BEM","Dec-19","New Years Honours","100","%","262"
"Percentage of honours recipients","All Including Unknown","All","All","Dec-19","New Years Honours","NA","%","1097"
"Percentage of honours recipients","All Including Unknown","All","Higher","Dec-19","New Years Honours","NA","%","42"
"Percentage of honours recipients","All Including Unknown","All","CBE","Dec-19","New Years Honours","NA","%","114"
"Percentage of honours recipients","All Including Unknown","All","OBE","Dec-19","New Years Honours","NA","%","229"
"Percentage of honours recipients","All Including Unknown","All","MBE","Dec-19","New Years Honours","NA","%","397"
"Percentage of honours recipients","All Including Unknown","All","BEM","Dec-19","New Years Honours","NA","%","315"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","All","Dec-19","New Years Honours","0.4","%","4"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","CBE","Dec-19","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","OBE","Dec-19","New Years Honours","0.5","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","MBE","Dec-19","New Years Honours","0.6","%","2"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","BEM","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","All","Dec-19","New Years Honours","0.4","%","4"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","CBE","Dec-19","New Years Honours","1.1","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","OBE","Dec-19","New Years Honours","0.5","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","MBE","Dec-19","New Years Honours","0.6","%","2"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","BEM","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Asian","ONS 2001 5+1","All","Dec-19","New Years Honours","6.3","%","60"
"Percentage of honours recipients","Asian","ONS 2001 5+1","Higher","Dec-19","New Years Honours","0","%","0"
"Percentage of honours recipients","Asian","ONS 2001 5+1","CBE","Dec-19","New Years Honours","5.3","%","5"
"Percentage of honours recipients","Asian","ONS 2001 5+1","OBE","Dec-19","New Years Honours","6","%","12"
"Percentage of honours recipients","Asian","ONS 2001 5+1","MBE","Dec-19","New Years Honours","8.1","%","29"
