"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","5650","160"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","456285","8775"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","456285","406130"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","5650","4950"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","25105","22935"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","96","% of cohort","2290","2195"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","6760","5960"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","84","% of cohort","18480","15565"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","42785","38480"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","25105","22435"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","82","% of cohort","5650","4630"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","97","% of cohort","2290","2210"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education","81","% of cohort","456285","370840"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","18480","16360"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","42785","39495"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","6760","6060"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2290","30"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","18480","1670"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","42785","2105"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","6760","400"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","10","% of cohort","5650","540"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","25105","1380"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","456285","41380"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","2290","5"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","18480","260"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","42785","355"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","6760","30"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","5650","140"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","25105","115"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","456285","12735"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","6760","70"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","2290","10"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","18480","540"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","42785","660"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","25105","385"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5650","180"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","456285","22555"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","551585","8330"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","551585","500930"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","551585","468330"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","551585","21615"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","551585","42325"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2012/13","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","551585","10985"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","95","% of cohort","15345","14515"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","2735","2535"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7170","6690"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","426285","385380"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","4115","3835"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","6840","6240"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","7280","6845"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","62","% of cohort","125","75"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","6835","5950"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","1905","1745"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","18215","16510"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","96","% of cohort","13045","12560"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","16735","15335"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","6905","6320"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","7685","7045"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","97","% of cohort","2325","2265"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","2020","1850"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","62","% of cohort","695","430"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","5330","4795"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","7170","6590"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","83","% of cohort","426285","355585"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","4115","3730"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","15345","14350"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","2735","2465"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","6840","6045"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","7280","6745"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","48","% of cohort","125","60"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","87","% of cohort","1905","1665"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","81","% of cohort","6835","5545"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","95","% of cohort","13045","12415"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","18215","16120"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","16735","14995"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","6905","6225"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","7685","6835"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","97","% of cohort","2325","2260"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","2020","1795"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","55","% of cohort","695","380"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7280","75"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","125","5"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7170","55"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","426285","19850"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","4115","70"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","6840","130"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","5330","4540"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","15345","140"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","2735","50"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","1905","55"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","6835","270"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","13045","90"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","18215","230"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","6905","50"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7685","155"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","16735","170"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","2325","5"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","2020","35"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5330","165"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","695","15"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7170","45"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","6840","70"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","426285","9950"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","4115","40"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","7280","30"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","125","10"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","15345","30"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","2735","20"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","6835","130"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","1905","25"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","18215","160"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","13045","55"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","6905","50"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7685","55"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","16735","175"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","!","% of cohort","2325","!"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","2020","20"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","5","% of cohort","695","35"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","5330","90"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","7170","370"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","426285","35205"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","4115","220"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","6840","475"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","7280","260"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","26","% of cohort","125","30"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","15345","530"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","2735","155"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","11","% of cohort","6835","785"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","1905","130"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","18215","1105"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","13045","335"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","16735","1040"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","6905","350"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","7685","530"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","2","% of cohort","2325","40"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","2020","140"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","5330","430"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","28","% of cohort","695","195"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","6840","125"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7280","175"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","13","% of cohort","125","15"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7170","110"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","426285","5695"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","4115","55"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","15345","295"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","2735","45"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","1905","30"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","6835","100"
