"Ethnicity","Local authority ","%","Pupils"
"White","Manchester","60","1,699"
"White","Medway","62","1,648"
"White","Merton","70","790"
"White","Middlesbrough","64","936"
"White","Milton Keynes","64","1,454"
"White","Newcastle upon Tyne","65","1,371"
"White","Newham","71","588"
"White","Norfolk","59","5,026"
"White","North East Lincolnshire","65","1,172"
"White","North Lincolnshire","66","1,186"
"White","North Somerset","64","1,443"
"White","North Tyneside","66","1,498"
"White","North Yorkshire","63","3,785"
"White","Northamptonshire","61","4,730"
"White","Northumberland","66","2,254"
"White","Nottingham","61","1,169"
"White","Nottinghamshire","65","5,384"
"White","Oldham","64","1,240"
"White","Oxfordshire","66","3,952"
"White","Peterborough","55","1,128"
"White","Plymouth","64","1,754"
"White","Portsmouth","56","1,027"
"White","Reading","62","636"
"White","Redbridge","69","684"
"White","Redcar and Cleveland","71","1,097"
"White","Richmond upon Thames","83","1,426"
"White","Rochdale","61","1,160"
"White","Rotherham","60","1,735"
"White","Rutland","67","246"
"White","Salford","65","1,517"
"White","Sandwell","60","1,358"
"White","Sefton","63","1,762"
"White","Sheffield","64","2,794"
"White","Shropshire","66","1,913"
"White","Slough","55","378"
"White","Solihull","67","1,291"
"White","Somerset","61","3,371"
"White","South Gloucestershire","66","1,932"
"White","South Tyneside","66","1,019"
"White","Southampton","62","1,310"
"White","Southend-on-Sea","67","1,195"
"White","Southwark","72","664"
"White","St. Helens","66","1,388"
"White","Staffordshire","65","5,737"
"White","Stockport","67","1,924"
"White","Stockton-on-Tees","70","1,586"
"White","Stoke-on-Trent","59","1,450"
"White","Suffolk","62","4,372"
"White","Sunderland","66","1,991"
"White","Surrey","69","7,081"
"White","Sutton","69","1,013"
"White","Swindon","61","1,364"
"White","Tameside","63","1,486"
"White","Telford and Wrekin","64","1,222"
"White","Thurrock","67","1,121"
"White","Torbay","66","892"
"White","Tower Hamlets","69","317"
"White","Trafford","77","1,550"
"White","Wakefield","64","2,325"
"White","Walsall","59","1,385"
"White","Waltham Forest","72","887"
"White","Wandsworth","76","745"
"White","Warrington","72","1,721"
"White","Warwickshire","65","3,554"
"White","West Berkshire","64","1,117"
"White","West Sussex","62","5,013"
"White","Westminster","74","278"
"White","Wigan","67","2,388"
"White","Wiltshire","64","3,126"
"White","Windsor and Maidenhead","69","774"
"White","Wirral","60","2,085"
"White","Wokingham","71","1,105"
"White","Wolverhampton","63","1,071"
"White","Worcestershire","63","3,465"
"White","York","68","1,260"
"Other","Barking and Dagenham","52","25"
"Other","Barnet","66","305"
"Other","Barnsley","80","8"
"Other","Bath and North East Somerset","56","5"
"Other","Bedford","39","11"
"Other","Bexley","68","39"
"Other","Birmingham","62","523"
"Other","Blackburn with Darwen","90","19"
"Other","Blackpool","50","4"
"Other","Bolton","55","41"
"Other","Bournemouth, Christchurch and Poole","58","23"
"Other","Bracknell Forest","86","6"
"Other","Bradford","61","62"
"Other","Brent","59","252"
"Other","Brighton and Hove","55","31"
"Other","Bristol, City of","59","29"
"Other","Bromley","69","47"
"Other","Buckinghamshire","67","28"
"Other","Bury","52","16"
"Other","Calderdale","67","10"
"Other","Cambridgeshire","69","42"
"Other","Camden","64","52"
"Other","Central Bedfordshire","72","13"
"Other","Cheshire East","58","11"
"Other","Cheshire West and Chester","81","17"
"Other","City of London","50","1"
"Other","Cornwall","59","13"
"Other","County Durham","68","13"
"Other","Coventry","56","40"
"Other","Croydon","68","47"
"Other","Cumbria","63","12"
"Other","Darlington","64","7"
"Other","Derby","53","39"
"Other","Derbyshire","73","16"
"Other","Devon","55","29"
"Other","Doncaster","59","13"
"Other","Dorset","67","2"
"Other","Dudley","51","42"
"Other","Ealing","68","448"
"Other","East Riding of Yorkshire","67","12"
"Other","East Sussex","44","14"
"Other","Enfield","70","174"
"Other","Essex","73","96"
"Other","Gateshead","67","22"
"Other","Gloucestershire","50","11"
"Other","Greenwich","69","56"
"Other","Hackney","73","111"
"Other","Halton","0","0"
"Other","Hammersmith and Fulham","76","113"
"Other","Hampshire","75","72"
"Other","Haringey","56","104"
"Other","Harrow","68","83"
"Other","Hartlepool","40","2"
"Other","Havering","70","14"
"Other","Herefordshire, County of","71","5"
"Other","Hertfordshire","63","107"
"Other","Hillingdon","66","211"
"Other","Hounslow","70","263"
"Other","Isle of Wight","100","1"
"Other","Isles of Scilly","N/A","N/A"
"Other","Islington","69","68"
"Other","Kensington and Chelsea","71","116"
"Other","Kent","68","108"
"Other","Kingston upon Hull, City of","66","49"
"Other","Kingston upon Thames","69","91"
"Other","Kirklees","38","19"
"Other","Knowsley","67","6"
"Other","Lambeth","69","105"
"Other","Lancashire","58","37"
"Other","Leeds","49","90"
"Other","Leicester","65","70"
"Other","Leicestershire","63","19"
"Other","Lewisham","62","69"
"Other","Lincolnshire","69","25"
"Other","Liverpool","51","108"
"Other","Luton","67","34"
"Other","Manchester","58","286"
"Other","Medway","79","27"
"Other","Merton","76","55"
"Other","Middlesbrough","68","32"
"Other","Milton Keynes","80","24"
"Other","Newcastle upon Tyne","61","49"
"Other","Newham","72","203"
"Other","Norfolk","59","47"
"Other","North East Lincolnshire","76","16"
"Other","North Lincolnshire","71","10"
"Other","North Somerset","75","3"
"Other","North Tyneside","75","6"
"Other","North Yorkshire","64","16"
"Other","Northamptonshire","59","41"
"Other","Northumberland","58","7"
"Other","Nottingham","59","62"
"Other","Nottinghamshire","56","33"
"Other","Oldham","41","11"
"Other","Oxfordshire","56","56"
"Other","Peterborough","64","23"
"Other","Plymouth","53","21"
"Other","Portsmouth","63","27"
"Other","Reading","67","16"
"Other","Redbridge","76","41"
"Other","Redcar and Cleveland","14","1"
"Other","Richmond upon Thames","78","42"
"Other","Rochdale","57","21"
"Other","Rotherham","82","23"
"Other","Rutland","50","2"
"Other","Salford","54","53"
"Other","Sandwell","62","71"
"Other","Sefton","46","6"
"Other","Sheffield","64","141"
"Other","Shropshire","75","3"
"Other","Slough","75","69"
"Other","Solihull","78","25"
"Other","Somerset","39","7"
"Other","South Gloucestershire","69","18"
"Other","South Tyneside","56","5"
"Other","Southampton","71","36"
"Other","Southend-on-Sea","75","12"
"Other","Southwark","68","173"
"Other","St. Helens","50","4"
"Other","Staffordshire","70","32"
"Other","Stockport","56","18"
"Other","Stockton-on-Tees","57","4"
"Other","Stoke-on-Trent","52","29"
"Other","Suffolk","58","43"
"Other","Sunderland","33","1"
"Other","Surrey","68","90"
"Other","Sutton","71","24"
"Other","Swindon","52","12"
"Other","Tameside","50","12"
"Other","Telford and Wrekin","80","4"
"Other","Thurrock","65","17"
"Other","Torbay","64","7"
"Other","Tower Hamlets","80","87"
"Other","Trafford","78","63"
"Other","Wakefield","54","14"
"Other","Walsall","45","23"
"Other","Waltham Forest","68","89"
"Other","Wandsworth","67","60"
"Other","Warrington","50","10"
"Other","Warwickshire","77","23"
"Other","West Berkshire","60","6"
"Other","West Sussex","65","34"
"Other","Westminster","68","291"
"Other","Wigan","58","22"
"Other","Wiltshire","63","30"
"Other","Windsor and Maidenhead","62","13"
"Other","Wirral","22","2"
"Other","Wokingham","72","13"
"Other","Wolverhampton","62","29"
"Other","Worcestershire","67","16"
"Other","York","73","8"
