"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Denominator"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Girls","All Pupils","66","6"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","All Pupils","All Pupils","49.9","59"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Boys","All Pupils","48.6","27"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Girls","All Pupils","51","32"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","All Pupils","All Pupils","46.6","4407"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Boys","All Pupils","44.2","2238"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Girls","All Pupils","49.2","2169"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Lancashire","Local authority","E10000017","All Pupils","All Pupils","46.7","11631"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Lancashire","Local authority","E10000017","Boys","All Pupils","44","5925"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Lancashire","Local authority","E10000017","Girls","All Pupils","49.5","5706"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","All Pupils","All Pupils","47.6","1347"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Boys","All Pupils","44.3","677"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Girls","All Pupils","50.9","670"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","All Pupils","All Pupils","42.8","41"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Boys","All Pupils","43.6","22"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Girls","All Pupils","41.9","19"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","All Pupils","All Pupils","65.8","36"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Boys","All Pupils","61.6","13"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Girls","All Pupils","68.2","23"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","All Pupils","All Pupils","47.9","258"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Boys","All Pupils","45.3","135"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Girls","All Pupils","50.7","123"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","All Pupils","All Pupils","46.5","9797"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Boys","All Pupils","43.9","5001"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Girls","All Pupils","49.2","4796"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Yorkshire and the Humber","Region","E12000003","All Pupils","All Pupils","45.1","53178"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Yorkshire and the Humber","Region","E12000003","Boys","All Pupils","42.4","27121"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Yorkshire and the Humber","Region","E12000003","Girls","All Pupils","47.9","26057"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","All Pupils","All Pupils","45.3","6617"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","Boys","All Pupils","42.6","3404"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","Girls","All Pupils","48.2","3213"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","All Pupils","All Pupils","42.4","1118"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","Boys","All Pupils","38.6","565"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","Girls","All Pupils","46.2","553"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","All Pupils","All Pupils","62.6","120"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","Boys","All Pupils","60.1","60"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","Girls","All Pupils","65","60"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","All Pupils","All Pupils","44.1","1795"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","Boys","All Pupils","41.3","909"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","Girls","All Pupils","47.1","886"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","All Pupils","All Pupils","45.4","42120"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","Boys","All Pupils","42.8","21496"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Yorkshire and the Humber","Region","E12000003","Girls","All Pupils","48.2","20624"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Kingston upon Hull, City of","Local authority","E06000010","All Pupils","All Pupils","43.3","2307"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Kingston upon Hull, City of","Local authority","E06000010","Boys","All Pupils","41.8","1211"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Kingston upon Hull, City of","Local authority","E06000010","Girls","All Pupils","45","1096"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","All Pupils","All Pupils","51.8","34"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","Boys","All Pupils","48.8","19"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","Girls","All Pupils","55.6","15"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","All Pupils","All Pupils","45.3","36"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","Boys","All Pupils","38.5","18"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","Girls","All Pupils","52.1","18"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","All Pupils","All Pupils","72.5","2"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","Boys","All Pupils","69","1"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","Girls","All Pupils","76","1"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","All Pupils","All Pupils","48.1","55"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","Boys","All Pupils","46.5","27"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","Girls","All Pupils","49.7","28"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","All Pupils","All Pupils","43.8","2036"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","Boys","All Pupils","42","1089"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local authority","E06000010","Girls","All Pupils","45.8","947"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","East Riding of Yorkshire","Local authority","E06000011","All Pupils","All Pupils","48.1","3151"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","East Riding of Yorkshire","Local authority","E06000011","Boys","All Pupils","45.3","1585"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","East Riding of Yorkshire","Local authority","E06000011","Girls","All Pupils","50.9","1566"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","All Pupils","All Pupils","64","7"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","Boys","All Pupils","62.2","5"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","Girls","All Pupils","68.5","2"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","All Pupils","All Pupils","27.7","3"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","Boys","All Pupils","27.7","3"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","All Pupils","All Pupils","56.7","3"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","Boys","All Pupils","56.7","3"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","All Pupils","All Pupils","53.6","58"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","Boys","All Pupils","52","32"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","Girls","All Pupils","55.5","26"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","All Pupils","All Pupils","47.9","3032"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","Boys","All Pupils","45.1","1518"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local authority","E06000011","Girls","All Pupils","50.7","1514"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","North East Lincolnshire","Local authority","E06000012","All Pupils","All Pupils","43.4","1558"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","North East Lincolnshire","Local authority","E06000012","Boys","All Pupils","40.6","790"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","North East Lincolnshire","Local authority","E06000012","Girls","All Pupils","46.2","768"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","All Pupils","All Pupils","43.4","15"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","Boys","All Pupils","42.7","7"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","Girls","All Pupils","43.9","8"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","All Pupils","All Pupils","51.2","3"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","Boys","All Pupils","53","1"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","Girls","All Pupils","50.3","2"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","All Pupils","All Pupils","54.8","2"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","Girls","All Pupils","54.8","2"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","All Pupils","All Pupils","43.5","23"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","Boys","All Pupils","45.2","13"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","Girls","All Pupils","41.4","10"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","All Pupils","All Pupils","44.1","1360"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","Boys","All Pupils","40.9","699"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local authority","E06000012","Girls","All Pupils","47.5","661"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","North Lincolnshire","Local authority","E06000013","All Pupils","All Pupils","44.8","1680"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","North Lincolnshire","Local authority","E06000013","Boys","All Pupils","42.4","876"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","North Lincolnshire","Local authority","E06000013","Girls","All Pupils","47.4","804"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","All Pupils","All Pupils","46.9","70"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","Boys","All Pupils","46.9","39"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","Girls","All Pupils","46.9","31"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","All Pupils","All Pupils","40.9","10"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","Boys","All Pupils","40.5","7"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","Girls","All Pupils","42","3"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","All Pupils","All Pupils","60.7","3"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","Boys","All Pupils","50","2"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","Girls","All Pupils","82","1"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","All Pupils","All Pupils","48.5","25"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","Boys","All Pupils","30.7","7"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","Girls","All Pupils","55.5","18"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","All Pupils","All Pupils","44.5","1526"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","Boys","All Pupils","42.2","805"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local authority","E06000013","Girls","All Pupils","47.1","721"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","York","Local authority","E06000014","All Pupils","All Pupils","49.7","1620"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","York","Local authority","E06000014","Boys","All Pupils","46.3","802"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","York","Local authority","E06000014","Girls","All Pupils","53","818"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","All Pupils","All Pupils","52","28"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","Boys","All Pupils","49.6","12"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","Girls","All Pupils","53.8","16"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","All Pupils","All Pupils","47.4","11"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","Boys","All Pupils","41.7","8"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","Girls","All Pupils","62.7","3"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","All Pupils","All Pupils","63.5","3"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","Boys","All Pupils","64.8","2"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","Girls","All Pupils","61","1"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","All Pupils","All Pupils","55.3","40"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","Boys","All Pupils","55","17"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","Girls","All Pupils","55.6","23"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","All Pupils","All Pupils","49.5","1521"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","Boys","All Pupils","46","752"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","York","Local authority","E06000014","Girls","All Pupils","52.9","769"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Barnsley","Local authority","E08000016","All Pupils","All Pupils","42.5","2011"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Barnsley","Local authority","E08000016","Boys","All Pupils","39.2","1009"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Barnsley","Local authority","E08000016","Girls","All Pupils","45.8","1002"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","All Pupils","All Pupils","51.8","8"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","Boys","All Pupils","39.8","4"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","Girls","All Pupils","63.9","4"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","All Pupils","All Pupils","36.8","14"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","Boys","All Pupils","30","8"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","Girls","All Pupils","45.8","6"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","All Pupils","All Pupils","47.6","35"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","Boys","All Pupils","45.8","16"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","Girls","All Pupils","49.2","19"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","All Pupils","All Pupils","42.4","1940"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","Boys","All Pupils","39.2","976"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Barnsley","Local authority","E08000016","Girls","All Pupils","45.6","964"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Doncaster","Local authority","E08000017","All Pupils","All Pupils","42.7","2903"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Doncaster","Local authority","E08000017","Boys","All Pupils","40.3","1502"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","All pupils","Doncaster","Local authority","E08000017","Girls","All Pupils","45.3","1401"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","All Pupils","All Pupils","47.5","95"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","Boys","All Pupils","46.2","54"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","Girls","All Pupils","49.1","41"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","All Pupils","All Pupils","43.8","27"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","Boys","All Pupils","41.1","14"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","Girls","All Pupils","46.7","13"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","All Pupils","All Pupils","42.8","5"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","Boys","All Pupils","24","2"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","Girls","All Pupils","55.3","3"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","All Pupils","All Pupils","46.1","68"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","Boys","All Pupils","41.5","41"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Doncaster","Local authority","E08000017","Girls","All Pupils","53.2","27"
