"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Numerator","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Havering","Country","E09000016","All","10-11","78","%","159","204"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Herefordshire, County of","Country","E06000019","All","10-11","86","%","6","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Hertfordshire","Country","E10000015","All","10-11","76","%","798","1046"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Hillingdon","Country","E09000017","All","10-11","73","%","740","1012"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Hounslow","Country","E09000018","All","10-11","78","%","711","916"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Isle of Wight","Country","E06000046","All","10-11","67","%","12","18"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Islington","Country","E09000019","All","10-11","74","%","111","150"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Kensington and Chelsea","Country","E09000020","All","10-11","76","%","28","37"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Kent","Country","E10000016","All","10-11","80","%","512","641"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Kingston upon Hull, City of","Country","E06000010","All","10-11","85","%","39","46"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Kingston upon Thames","Country","E09000021","All","10-11","75","%","229","304"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Kirklees","Country","E08000034","All","10-11","61","%","873","1432"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Knowsley","Country","E08000011","All","10-11","86","%","38","44"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Lambeth","Country","E09000022","All","10-11","75","%","105","140"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Lancashire","Country","E10000017","All","10-11","63","%","1013","1602"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Leeds","Country","E08000035","All","10-11","59","%","638","1073"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Leicester","Country","E06000016","All","10-11","68","%","1293","1905"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Leicestershire","Country","E10000018","All","10-11","72","%","417","577"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Lewisham","Country","E09000023","All","10-11","74","%","187","253"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Lincolnshire","Country","E10000019","All","10-11","86","%","60","70"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Liverpool","Country","E08000012","All","10-11","69","%","121","175"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Luton","Country","E06000032","All","10-11","61","%","880","1440"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Manchester","Country","E08000003","All","10-11","60","%","914","1527"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Medway","Country","E06000035","All","10-11","76","%","112","148"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Merton","Country","E09000024","All","10-11","75","%","411","548"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Middlesbrough","Country","E06000002","All","10-11","70","%","123","175"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Milton Keynes","Country","E06000042","All","10-11","79","%","348","440"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Newcastle upon Tyne","Country","E08000021","All","10-11","69","%","283","410"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Newham","Country","E09000025","All","10-11","78","%","1643","2106"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Norfolk","Country","E10000020","All","10-11","72","%","84","117"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","North East Lincolnshire","Country","E06000012","All","10-11","79","%","11","14"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","North Lincolnshire","Country","E06000013","All","10-11","72","%","55","76"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","North Somerset","Country","E06000024","All","10-11","58","%","15","26"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","North Tyneside","Country","E08000022","All","10-11","73","%","44","60"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","North Yorkshire","Country","E10000023","All","10-11","74","%","64","86"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Northamptonshire","Country","E10000021","All","10-11","66","%","277","418"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Northumberland","Country","E06000057","All","10-11","74","%","40","54"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Nottingham","Country","E06000018","All","10-11","68","%","401","592"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Nottinghamshire","Country","E10000024","All","10-11","71","%","193","272"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Oldham","Country","E08000004","All","10-11","58","%","671","1148"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Oxfordshire","Country","E10000025","All","10-11","63","%","257","408"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Peterborough","Country","E06000031","All","10-11","55","%","280","509"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Plymouth","Country","E06000026","All","10-11","69","%","22","32"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Poole","Country","E06000029","All","10-11","76","%","28","37"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Portsmouth","Country","E06000044","All","10-11","72","%","106","148"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Reading","Country","E06000038","All","10-11","67","%","218","325"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Redbridge","Country","E09000026","All","10-11","74","%","1538","2078"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Redcar and Cleveland","Country","E06000003","All","10-11","67","%","6","9"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Richmond upon Thames","Country","E09000027","All","10-11","76","%","128","168"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Rochdale","Country","E08000005","All","10-11","56","%","406","723"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Rotherham","Country","E08000018","All","10-11","70","%","183","262"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Rutland","Country","E06000017","All","10-11","80","%","4","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Salford","Country","E08000006","All","10-11","78","%","70","90"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Sandwell","Country","E08000028","All","10-11","67","%","871","1292"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Sefton","Country","E08000014","All","10-11","77","%","27","35"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Sheffield","Country","E08000019","All","10-11","67","%","506","750"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Shropshire","Country","E06000051","All","10-11","88","%","22","25"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Slough","Country","E06000039","All","10-11","78","%","845","1089"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Solihull","Country","E08000029","All","10-11","72","%","210","290"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Somerset","Country","E10000027","All","10-11","69","%","45","65"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","South Gloucestershire","Country","E06000025","All","10-11","79","%","88","111"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","South Tyneside","Country","E08000023","All","10-11","63","%","38","60"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Southampton","Country","E06000045","All","10-11","67","%","216","322"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Southend-on-Sea","Country","E06000033","All","10-11","80","%","117","146"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Southwark","Country","E09000028","All","10-11","74","%","128","173"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","St. Helens","Country","E08000013","All","10-11","56","%","14","25"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Staffordshire","Country","E10000028","All","10-11","63","%","246","388"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Stockport","Country","E08000007","All","10-11","72","%","167","231"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Stockton-on-Tees","Country","E06000004","All","10-11","70","%","83","119"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Stoke-on-Trent","Country","E06000021","All","10-11","56","%","271","487"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Suffolk","Country","E10000029","All","10-11","73","%","106","146"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Sunderland","Country","E08000024","All","10-11","68","%","97","143"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Surrey","Country","E10000030","All","10-11","74","%","639","865"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Sutton","Country","E09000029","All","10-11","88","%","378","430"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Swindon","Country","E06000030","All","10-11","71","%","212","300"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Tameside","Country","E08000008","All","10-11","61","%","205","336"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Telford and Wrekin","Country","E06000020","All","10-11","74","%","94","127"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Thurrock","Country","E06000034","All","10-11","79","%","95","121"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Torbay","Country","E06000027","All","10-11","69","%","11","16"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Tower Hamlets","Country","E09000030","All","10-11","73","%","1514","2068"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Trafford","Country","E08000009","All","10-11","82","%","348","425"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Wakefield","Country","E08000036","All","10-11","55","%","93","168"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Walsall","Country","E08000030","All","10-11","68","%","589","862"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Waltham Forest","Country","E09000031","All","10-11","73","%","642","879"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Wandsworth","Country","E09000032","All","10-11","72","%","314","435"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Warrington","Country","E06000007","All","10-11","79","%","56","71"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Warwickshire","Country","E10000031","All","10-11","77","%","262","339"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","West Berkshire","Country","E06000037","All","10-11","76","%","51","67"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","West Sussex","Country","E10000032","All","10-11","68","%","290","424"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Westminster","Country","E09000033","All","10-11","73","%","165","227"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Wigan","Country","E08000010","All","10-11","76","%","42","55"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Wiltshire","Country","E06000054","All","10-11","77","%","61","79"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Windsor and Maidenhead","Country","E06000040","All","10-11","69","%","161","232"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Wirral","Country","E08000015","All","10-11","70","%","80","114"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Wokingham","Country","E06000041","All","10-11","85","%","233","275"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Wolverhampton","Country","E08000031","All","10-11","74","%","551","745"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Worcestershire","Country","E10000034","All","10-11","59","%","142","240"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","York","Country","E06000014","All","10-11","75","%","30","40"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Barking and Dagenham","Country","E09000002","All","10-11","69","%","760","1102"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Barnet","Country","E09000003","All","10-11","66","%","329","495"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Barnsley","Country","E08000016","All","10-11","68","%","15","22"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Bath and North East Somerset","Country","E06000022","All","10-11","33","%","4","12"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Bedford","Country","E06000055","All","10-11","42","%","54","128"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Bexley","Country","E09000004","All","10-11","75","%","455","609"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Birmingham","Country","E08000025","All","10-11","60","%","1230","2043"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Blackburn with Darwen","Country","E06000008","All","10-11","64","%","21","33"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Blackpool","Country","E06000009","All","10-11","100","%","5","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Bolton","Country","E08000001","All","10-11","56","%","127","225"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Bournemouth","Country","E06000028","All","10-11","74","%","14","19"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Bracknell Forest","Country","E06000036","All","10-11","63","%","29","46"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Bradford","Country","E08000032","All","10-11","58","%","70","121"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Brent","Country","E09000005","All","10-11","59","%","553","942"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Brighton and Hove","Country","E06000043","All","10-11","57","%","30","53"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Bristol, City of","Country","E06000023","All","10-11","51","%","288","562"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Bromley","Country","E09000006","All","10-11","70","%","235","335"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Buckinghamshire","Country","E10000002","All","10-11","59","%","98","165"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Bury","Country","E08000002","All","10-11","59","%","33","56"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Calderdale","Country","E08000033","All","10-11","63","%","10","16"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Cambridgeshire","Country","E10000003","All","10-11","52","%","44","84"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Camden","Country","E09000007","All","10-11","66","%","219","330"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Central Bedfordshire","Country","E06000056","All","10-11","56","%","51","91"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Cheshire East","Country","E06000049","All","10-11","53","%","10","19"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Cheshire West and Chester","Country","E06000050","All","10-11","53","%","8","15"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","City of London","Country","E09000001","All","10-11","50","%","1","2"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Cornwall","Country","E06000052","All","10-11","83","%","5","6"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","County Durham","Country","E06000047","All","10-11","44","%","7","16"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Coventry","Country","E08000026","All","10-11","61","%","333","542"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Croydon","Country","E09000008","All","10-11","64","%","864","1360"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Cumbria","Country","E10000006","All","10-11","43","%","3","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Darlington","Country","E06000005","All","10-11","80","%","4","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Derby","Country","E06000015","All","10-11","64","%","89","140"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Derbyshire","Country","E10000007","All","10-11","58","%","18","31"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Devon","Country","E10000008","All","10-11","44","%","7","16"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Doncaster","Country","E08000017","All","10-11","47","%","21","45"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Dorset","Country","E10000009","All","10-11","64","%","9","14"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Dudley","Country","E08000027","All","10-11","53","%","49","93"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Ealing","Country","E09000009","All","10-11","59","%","385","651"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","East Riding of Yorkshire","Country","E06000011","All","10-11","50","%","1","2"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","East Sussex","Country","E10000011","All","10-11","50","%","17","34"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Enfield","Country","E09000010","All","10-11","63","%","708","1115"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics by ethnicity ","Black","ONS 2011 5+1","2017-2018","Academic Year","Essex","Country","E10000012","All","10-11","71","%","379","533"
