"Ethnicity","Local Authority ","%","Number"
"White","Lincolnshire","71","5,179"
"White","Liverpool","73","2,888"
"White","Luton","72","716"
"White","Manchester","74","2,043"
"White","Medway","71","1,855"
"White","Merton","82","887"
"White","Middlesbrough","75","1,085"
"White","Milton Keynes","71","1,523"
"White","Newcastle upon Tyne","80","1,601"
"White","Newham","83","632"
"White","Norfolk","71","5,767"
"White","North East Lincolnshire","77","1,387"
"White","North Lincolnshire","76","1,365"
"White","North Somerset","74","1,671"
"White","North Tyneside","78","1,611"
"White","North Yorkshire","72","3,981"
"White","Northamptonshire","71","5,342"
"White","Northumberland","75","2,397"
"White","Nottingham","73","1,388"
"White","Nottinghamshire","76","6,250"
"White","Oldham","77","1,449"
"White","Oxfordshire","75","4,369"
"White","Peterborough","68","1,298"
"White","Plymouth","73","1,945"
"White","Poole","73","927"
"White","Portsmouth","67","1,183"
"White","Reading","70","646"
"White","Redbridge","79","728"
"White","Redcar and Cleveland","83","1,269"
"White","Richmond upon Thames","90","1,418"
"White","Rochdale","75","1,391"
"White","Rotherham","73","2,056"
"White","Rutland","77","283"
"White","Salford","77","1,726"
"White","Sandwell","69","1,446"
"White","Sefton","79","2,174"
"White","Sheffield","73","3,085"
"White","Shropshire","75","2,085"
"White","Slough","70","460"
"White","Solihull","76","1,546"
"White","Somerset","73","3,853"
"White","South Gloucestershire","72","1,986"
"White","South Tyneside","79","1,169"
"White","Southampton","79","1,533"
"White","Southend-on-Sea","79","1,311"
"White","Southwark","84","761"
"White","St. Helens","74","1,448"
"White","Staffordshire","75","6,461"
"White","Stockport","77","2,138"
"White","Stockton-on-Tees","80","1,737"
"White","Stoke-on-Trent","71","1,619"
"White","Suffolk","71","4,893"
"White","Sunderland","79","2,313"
"White","Surrey","79","8,005"
"White","Sutton","80","1,090"
"White","Swindon","74","1,614"
"White","Tameside","76","1,685"
"White","Telford and Wrekin","76","1,425"
"White","Thurrock","75","1,238"
"White","Torbay","74","969"
"White","Tower Hamlets","82","380"
"White","Trafford","82","1,665"
"White","Wakefield","72","2,483"
"White","Walsall","72","1,604"
"White","Waltham Forest","81","977"
"White","Wandsworth","84","817"
"White","Warrington","80","1,870"
"White","Warwickshire","76","4,011"
"White","West Berkshire","72","1,126"
"White","West Sussex","72","5,512"
"White","Westminster","85","307"
"White","Wigan","81","2,713"
"White","Wiltshire","73","3,450"
"White","Windsor and Maidenhead","79","867"
"White","Wirral","71","2,445"
"White","Wokingham","80","1,174"
"White","Wolverhampton","73","1,213"
"White","Worcestershire","72","4,076"
"White","York","77","1,353"
