"Ethnicity","Geography","Score","Pupils"
"Mixed","Outer London","50.6","4,870"
"Mixed","Oxfordshire","47.8","352"
"Mixed","Peterborough","40.0","145"
"Mixed","Plymouth","51.1","68"
"Mixed","Portsmouth","40.1","68"
"Mixed","Reading","44.2","108"
"Mixed","Redbridge","53.7","266"
"Mixed","Redcar and Cleveland","47.2","36"
"Mixed","Richmond upon Thames","53.7","158"
"Mixed","Rochdale","44.8","98"
"Mixed","Rotherham","46.2","65"
"Mixed","Rutland","50.9","14"
"Mixed","Salford","45.8","121"
"Mixed","Sandwell","40.7","268"
"Mixed","Sefton","44.8","56"
"Mixed","Sheffield","42.9","334"
"Mixed","Shropshire","49.8","70"
"Mixed","Slough","55.4","173"
"Mixed","Solihull","46.6","230"
"Mixed","Somerset","49.5","102"
"Mixed","South East","49.7","4,358"
"Mixed","South Gloucestershire","42.3","113"
"Mixed","South Tyneside","48.6","23"
"Mixed","South West","48.0","1,667"
"Mixed","Southampton","46.3","117"
"Mixed","Southend-on-Sea","53.6","99"
"Mixed","Southwark","46.9","273"
"Mixed","St. Helens","48.3","33"
"Mixed","Staffordshire","42.3","227"
"Mixed","Stockport","47.2","134"
"Mixed","Stockton-on-Tees","49.3","41"
"Mixed","Stoke-on-Trent","44.5","106"
"Mixed","Suffolk","48.1","306"
"Mixed","Sunderland","48.6","19"
"Mixed","Surrey","50.9","596"
"Mixed","Sutton","60.7","229"
"Mixed","Swindon","48.4","99"
"Mixed","Tameside","50.8","109"
"Mixed","Telford and Wrekin","48.7","97"
"Mixed","Thurrock","46.9","87"
"Mixed","Torbay","51.3","32"
"Mixed","Tower Hamlets","39.2","113"
"Mixed","Trafford","52.6","175"
"Mixed","Wakefield","45.1","89"
"Mixed","Walsall","42.8","191"
"Mixed","Waltham Forest","45.6","262"
"Mixed","Wandsworth","48.5","234"
"Mixed","Warrington","48.8","55"
"Mixed","Warwickshire","52.4","234"
"Mixed","West Berkshire","48.3","91"
"Mixed","West Midlands","44.7","3,387"
"Mixed","West Sussex","48.1","335"
"Mixed","Westminster","51.6","172"
"Mixed","Wigan","48.1","51"
"Mixed","Wiltshire","51.0","134"
"Mixed","Windsor and Maidenhead","52.1","109"
"Mixed","Wirral","53.8","82"
"Mixed","Wokingham","46.2","109"
"Mixed","Wolverhampton","41.9","279"
"Mixed","Worcestershire","46.7","189"
"Mixed","York","59.7","44"
"Mixed","Yorkshire and The Humber","44.6","1,987"
"White","All - England","46.2","405,623"
"White","Barking and Dagenham","41.7","903"
"White","Barnet","56.7","1,821"
"White","Barnsley","44.1","2,021"
"White","Bath and North East Somerset","49.6","1,840"
"White","Bedford","45.6","1,253"
"White","Bexley","46.0","1,966"
"White","Birmingham","46.6","4,242"
"White","Blackburn with Darwen","42.5","880"
"White","Blackpool","37.5","1,083"
"White","Bolton","42.4","2,235"
"White","Bournemouth, Christchurch and Poole","49.9","3,081"
"White","Bracknell Forest","46.3","951"
"White","Bradford","41.6","2,813"
"White","Brent","48.0","572"
"White","Brighton and Hove","47.8","1,820"
"White","Bristol, City of","45.3","2,339"
"White","Bromley","49.1","2,314"
"White","Buckinghamshire","54.5","3,974"
"White","Bury","43.1","1,590"
"White","Calderdale","48.8","1,942"
"White","Cambridgeshire","48.7","5,044"
"White","Camden","51.3","541"
"White","Central Bedfordshire","44.6","2,397"
"White","Cheshire East","49.2","3,493"
"White","Cheshire West and Chester","46.9","3,285"
"White","Cornwall","45.4","4,901"
"White","County Durham","45.3","4,597"
"White","Coventry","41.7","2,162"
"White","Croydon","47.1","1,283"
"White","Cumbria","46.1","4,604"
"White","Darlington","46.6","1,089"
"White","Derby","42.3","1,953"
"White","Derbyshire","46.2","6,936"
"White","Devon","46.2","6,364"
"White","Doncaster","43.7","2,761"
"White","Dorset","46.3","3,318"
"White","Dudley","44.0","2,547"
"White","Ealing","52.6","815"
"White","East Midlands","45.4","38,424"
"White","East Riding of Yorkshire","47.1","3,000"
"White","East Sussex","45.1","4,356"
"White","East of England","46.4","50,485"
"White","Enfield","45.1","1,769"
"White","Essex","45.4","12,735"
"White","Gateshead","46.3","1,666"
"White","Gloucestershire","49.2","5,767"
"White","Greenwich","43.0","1,098"
"White","Hackney","53.4","749"
"White","Halton","45.3","1,316"
"White","Hammersmith and Fulham","58.3","594"
"White","Hampshire","47.2","11,776"
"White","Haringey","48.6","1,090"
"White","Harrow","48.8","575"
"White","Hartlepool","42.7","952"
"White","Havering","47.8","2,090"
"White","Herefordshire, County of","44.8","1,662"
"White","Hertfordshire","50.4","10,275"
"White","Hillingdon","44.4","1,436"
"White","Hounslow","50.3","877"
"White","Inner London","50.1","7,648"
"White","Isle of Wight","41.9","1,132"
"White","Isles of Scilly","52.8","13"
"White","Islington","44.9","551"
"White","Kensington and Chelsea","54.7","343"
"White","Kent","46.2","13,742"
"White","Kingston upon Hull, City of","44.0","2,071"
"White","Kingston upon Thames","52.7","802"
"White","Kirklees","45.4","2,994"
"White","Knowsley","33.5","954"
"White","Lambeth","47.9","567"
"White","Lancashire","46.4","10,198"
"White","Leeds","46.1","5,503"
"White","Leicester","36.5","1,108"
"White","Leicestershire","45.4","6,070"
"White","Lewisham","46.0","623"
"White","Lincolnshire","46.2","7,178"
"White","Liverpool","42.3","3,879"
"White","Luton","40.2","838"
"White","Manchester","39.8","2,069"
"White","Medway","45.1","2,479"
"White","Merton","52.1","686"
"White","Middlesbrough","40.0","1,066"
"White","Milton Keynes","44.1","1,940"
"White","Newcastle upon Tyne","42.6","1,891"
"White","Newham","43.1","622"
"White","Norfolk","45.0","7,116"
"White","North East","44.5","23,358"
"White","North East Lincolnshire","44.4","1,314"
"White","North Lincolnshire","44.5","1,523"
"White","North Somerset","46.0","1,992"
"White","North Tyneside","45.7","1,869"
"White","North West","45.1","59,824"
"White","North Yorkshire","48.5","5,773"
"White","Northamptonshire","45.0","6,316"
"White","Northumberland","46.1","2,875"
"White","Nottingham","40.7","1,544"
"White","Nottinghamshire","47.3","6,837"
"White","Oldham","41.8","1,726"
"White","Outer London","48.9","23,508"
"White","Oxfordshire","47.8","5,100"
"White","Peterborough","41.9","1,667"
"White","Plymouth","43.1","2,371"
"White","Portsmouth","39.4","1,337"
"White","Reading","48.4","612"
"White","Redbridge","50.7","866"
"White","Redcar and Cleveland","43.5","1,465"
"White","Richmond upon Thames","55.2","1,184"
"White","Rochdale","41.9","1,533"
"White","Rotherham","44.3","2,706"
"White","Rutland","51.6","482"
"White","Salford","38.2","1,752"
"White","Sandwell","41.0","1,888"
"White","Sefton","44.7","2,745"
"White","Sheffield","45.2","3,754"
"White","Shropshire","46.1","2,768"
"White","Slough","46.1","459"
"White","Solihull","47.3","2,170"
"White","Somerset","44.7","4,713"
"White","South East","47.3","70,927"
"White","South Gloucestershire","44.9","2,290"
"White","South Tyneside","43.9","1,397"
"White","South West","46.7","46,342"
"White","Southampton","42.6","1,535"
"White","Southend-on-Sea","50.4","1,544"
"White","Southwark","51.5","666"
"White","St. Helens","44.6","1,642"
"White","Staffordshire","44.5","7,757"
"White","Stockport","47.0","2,240"
"White","Stockton-on-Tees","46.1","1,853"
"White","Stoke-on-Trent","42.0","1,784"
"White","Suffolk","44.6","6,322"
"White","Sunderland","42.4","2,638"
"White","Surrey","50.3","8,642"
"White","Sutton","52.3","1,556"
"White","Swindon","44.8","1,672"
"White","Tameside","43.0","2,023"
"White","Telford and Wrekin","45.3","1,641"
"White","Thurrock","41.9","1,294"
"White","Torbay","47.5","1,308"
"White","Tower Hamlets","42.8","270"
"White","Trafford","54.7","2,126"
"White","Wakefield","45.2","3,166"
"White","Walsall","41.7","2,130"
"White","Waltham Forest","46.4","895"
"White","Wandsworth","51.8","616"
"White","Warrington","49.0","2,111"
"White","Warwickshire","49.3","4,911"
"White","West Berkshire","48.3","1,613"
"White","West Midlands","45.2","42,175"
"White","West Sussex","46.7","7,066"
"White","Westminster","56.9","416"
"White","Wigan","45.3","3,190"
"White","Wiltshire","48.7","4,373"
"White","Windsor and Maidenhead","50.2","1,104"
"White","Wirral","47.7","3,150"
"White","Wokingham","51.0","1,289"
"White","Wolverhampton","43.0","1,520"
"White","Worcestershire","46.5","4,993"
"White","York","51.0","1,591"
"White","Yorkshire and The Humber","45.7","42,932"
