"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","63","%","11336","7089"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","66","%","1224","810"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","62","%","10112","6279"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","60","%","5735","3430"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","62","%","632","389"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","60","%","5103","3041"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","65","%","5601","3659"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","71","%","592","421"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","65","%","5009","3238"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","82","%","475212","387695"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","67","%","74627","50103"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","84","%","400585","337592"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","78","%","243753","190613"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","62","%","38580","23984"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","81","%","205173","166629"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","85","%","231459","197082"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","72","%","36047","26119"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","87","%","195412","170963"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","82","%","423914","347109"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","67","%","69741","46970"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","85","%","354173","300139"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","78","%","217355","170529"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","62","%","36036","22461"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","82","%","181319","148068"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","85","%","206559","176580"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","73","%","33705","24509"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","88","%","172854","152071"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","43","%","2359","1007"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","41","%","752","305"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","44","%","1607","702"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","39","%","1230","484"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","37","%","374","138"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","40","%","856","346"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","46","%","1129","523"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","44","%","378","167"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","47","%","751","356"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","82","%","1565","1290"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","60","%","262","157"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","87","%","1303","1133"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","79","%","788","620"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","54","%","138","74"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","84","%","650","546"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","86","%","777","670"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","67","%","124","83"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","90","%","653","587"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","42","%","650","271"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","36","%","373","134"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","49","%","277","137"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","38","%","334","126"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","30","%","196","59"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","49","%","138","67"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","46","%","316","145"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","42","%","177","75"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","50","%","139","70"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","81","%","46724","38018"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","73","%","3499","2537"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","82","%","43225","35481"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","78","%","24046","18854"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","68","%","1836","1252"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","79","%","22210","17602"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","85","%","22678","19164"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","77","%","1663","1285"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","85","%","21015","17879"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","All","All","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","91","%","665493","607968"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","All","All","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","89","%","340785","304088"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","All","All","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","94","%","324708","303880"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","93","%","72971","67797"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","91","%","37296","33923"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","95","%","35675","33874"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","93","%","11939","11057"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","91","%","6181","5614"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","95","%","5758","5443"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","92","%","10841","9942"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","89","%","5551","4957"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","94","%","5290","4985"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","91","%","34839","31870"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","89","%","17689","15724"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","94","%","17150","16146"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","92","%","23690","21787"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","90","%","12077","10826"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","94","%","11613","10961"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","90","%","6082","5480"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","87","%","3073","2665"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","94","%","3009","2815"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","91","%","5067","4603"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","88","%","2539","2233"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","94","%","2528","2370"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","96","%","3317","3178"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","94","%","1701","1606"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","97","%","1616","1572"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","95","%","21356","20317"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","94","%","11007","10304"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","97","%","10349","10013"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","92","%","42640","39430"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","91","%","21874","19800"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","95","%","20766","19630"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","93","%","15795","14641"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","91","%","8143","7384"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","95","%","7652","7257"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","94","%","10361","9784"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","93","%","5320","4955"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","96","%","5041","4829"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","93","%","5866","5434"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","91","%","2978","2708"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","94","%","2888","2726"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","90","%","10618","9571"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","87","%","5433","4753"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","93","%","5185","4818"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","88","%","12612","11159"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","87","%","6531","5655"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","91","%","6081","5504"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","92","%","28835","26481"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","90","%","14557","13048"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","94","%","14278","13433"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","73","%","8972","6580"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","71","%","4564","3244"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","76","%","4408","3336"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","91","%","490142","447954"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","89","%","251130","224136"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","94","%","239012","223818"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","92","%","437684","401526"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","90","%","224302","200964"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White British","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","94","%","213382","200562"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","62","%","2519","1565"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","58","%","1299","757"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Gypsy","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","66","%","1220","808"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","92","%","1574","1443"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","89","%","776","691"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","94","%","798","752"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","59","%","685","402"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","53","%","337","178"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Irish Traveller","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","64","%","348","224"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","90","%","47680","43018"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","88","%","24416","21546"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","92","%","23264","21472"
