"Ethnicity","Geography","Score","Pupils"
"Mixed","North Somerset","49.3","66"
"Mixed","North Tyneside","49.8","51"
"Mixed","North West","50.6","3,085"
"Mixed","North Yorkshire","55.3","160"
"Mixed","Northumberland","49.2","59"
"Mixed","Nottingham","42.9","331"
"Mixed","Nottinghamshire","52.7","381"
"Mixed","Oldham","45.5","140"
"Mixed","Outer London","53.6","5,355"
"Mixed","Oxfordshire","50.4","435"
"Mixed","Peterborough","45.3","175"
"Mixed","Plymouth","52.2","72"
"Mixed","Portsmouth","43.6","77"
"Mixed","Reading","47.0","142"
"Mixed","Redbridge","53.1","299"
"Mixed","Redcar and Cleveland","50.0","37"
"Mixed","Richmond upon Thames","56.8","193"
"Mixed","Rochdale","47.5","115"
"Mixed","Rotherham","48.7","95"
"Mixed","Rutland","57.2","14"
"Mixed","Salford","46.1","147"
"Mixed","Sandwell","47.3","333"
"Mixed","Sefton","54.8","72"
"Mixed","Sheffield","45.5","418"
"Mixed","Shropshire","52.6","86"
"Mixed","Slough","56.5","215"
"Mixed","Solihull","49.4","226"
"Mixed","Somerset","53.4","130"
"Mixed","South East","53.3","5,136"
"Mixed","South Gloucestershire","50.2","128"
"Mixed","South Tyneside","52.7","37"
"Mixed","South West","52.0","2,129"
"Mixed","Southampton","48.3","145"
"Mixed","Southend-on-Sea","59.4","134"
"Mixed","Southwark","53.7","367"
"Mixed","St. Helens","54.4","44"
"Mixed","Staffordshire","48.3","293"
"Mixed","Stockport","53.8","127"
"Mixed","Stockton-on-Tees","50.4","63"
"Mixed","Stoke-on-Trent","41.8","155"
"Mixed","Suffolk","50.1","363"
"Mixed","Sunderland","54.6","36"
"Mixed","Surrey","55.1","633"
"Mixed","Sutton","59.5","305"
"Mixed","Swindon","48.7","124"
"Mixed","Tameside","51.0","136"
"Mixed","Telford and Wrekin","48.5","109"
"Mixed","Thurrock","52.1","141"
"Mixed","Torbay","54.2","56"
"Mixed","Tower Hamlets","47.9","162"
"Mixed","Trafford","60.9","235"
"Mixed","Wakefield","49.6","112"
"Mixed","Walsall","45.8","215"
"Mixed","Waltham Forest","49.7","276"
"Mixed","Wandsworth","51.5","251"
"Mixed","Warrington","58.5","81"
"Mixed","Warwickshire","51.2","297"
"Mixed","West Berkshire","51.8","107"
"Mixed","West Midlands","48.4","3,772"
"Mixed","West Northamptonshire","49.4","278"
"Mixed","West Sussex","51.5","361"
"Mixed","Westminster","57.5","194"
"Mixed","Wigan","49.6","77"
"Mixed","Wiltshire","54.4","172"
"Mixed","Windsor and Maidenhead","56.4","126"
"Mixed","Wirral","54.4","92"
"Mixed","Wokingham","52.4","127"
"Mixed","Wolverhampton","45.7","307"
"Mixed","Worcestershire","51.0","190"
"Mixed","York","63.8","51"
"Mixed","Yorkshire and The Humber","48.4","2,509"
"White","All - England","50.2","421,995"
"White","Barking and Dagenham","44.4","963"
"White","Barnet","61.0","1,944"
"White","Barnsley","47.6","2,159"
"White","Bath and North East Somerset","54.8","1,936"
"White","Bedford","48.6","1,302"
"White","Bexley","50.4","2,007"
"White","Birmingham","49.2","4,359"
"White","Blackburn with Darwen","46.0","1,002"
"White","Blackpool","41.3","1,221"
"White","Bolton","47.1","2,355"
"White","Bournemouth, Christchurch and Poole","53.8","3,242"
"White","Bracknell Forest","52.2","1,047"
"White","Bradford","44.5","2,970"
"White","Brent","53.1","634"
"White","Brighton and Hove","52.4","1,804"
"White","Bristol, City of","50.2","2,477"
"White","Bromley","53.5","2,242"
"White","Buckinghamshire","58.1","4,029"
"White","Bury","49.5","1,692"
"White","Calderdale","51.7","2,099"
"White","Cambridgeshire","52.2","5,214"
"White","Camden","55.7","577"
"White","Central Bedfordshire","49.0","2,383"
"White","Cheshire East","52.3","3,685"
"White","Cheshire West and Chester","51.5","3,529"
"White","Cornwall","50.0","5,151"
"White","County Durham","50.6","4,982"
"White","Coventry","45.9","2,191"
"White","Croydon","50.9","1,359"
"White","Cumbria","49.3","4,780"
"White","Darlington","50.5","1,051"
"White","Derby","45.3","1,996"
"White","Derbyshire","49.7","7,256"
"White","Devon","50.9","6,532"
"White","Doncaster","47.0","2,841"
"White","Dorset","50.1","3,414"
"White","Dudley","47.3","2,668"
"White","Ealing","56.6","862"
"White","East Midlands","49.2","40,049"
"White","East Riding of Yorkshire","51.5","3,117"
"White","East Sussex","49.3","4,350"
"White","East of England","50.4","51,852"
"White","Enfield","49.7","1,732"
"White","Essex","49.5","12,888"
"White","Gateshead","50.9","1,800"
"White","Gloucestershire","54.0","5,569"
"White","Greenwich","48.6","1,163"
"White","Hackney","58.9","797"
"White","Halton","47.0","1,406"
"White","Hammersmith and Fulham","62.2","587"
"White","Hampshire","51.5","12,310"
"White","Haringey","53.3","1,125"
"White","Harrow","53.0","599"
"White","Hartlepool","47.3","1,013"
"White","Havering","51.9","2,068"
"White","Herefordshire, County of","50.5","1,685"
"White","Hertfordshire","54.0","10,420"
"White","Hillingdon","48.9","1,444"
"White","Hounslow","51.9","899"
"White","Inner London","55.1","8,118"
"White","Isle of Wight","47.1","1,202"
"White","Isles of Scilly","!","14"
"White","Islington","50.8","545"
"White","Kensington and Chelsea","58.2","342"
"White","Kent","50.1","14,029"
"White","Kingston upon Hull, City of","47.7","2,378"
"White","Kingston upon Thames","58.6","999"
"White","Kirklees","49.7","2,973"
"White","Knowsley","37.6","1,095"
"White","Lambeth","53.9","642"
"White","Lancashire","50.1","10,727"
"White","Leeds","49.6","5,928"
"White","Leicester","40.3","1,225"
"White","Leicestershire","49.5","6,232"
"White","Lewisham","50.5","679"
"White","Lincolnshire","49.9","7,289"
"White","Liverpool","46.4","3,967"
"White","London","53.5","32,293"
"White","Luton","43.9","830"
"White","Manchester","44.7","2,257"
"White","Medway","47.2","2,439"
"White","Merton","54.5","728"
"White","Middlesbrough","45.8","1,209"
"White","Milton Keynes","47.7","1,954"
"White","Newcastle upon Tyne","45.8","1,964"
"White","Newham","49.2","689"
"White","Norfolk","49.3","7,427"
"White","North East","49.2","24,440"
"White","North East Lincolnshire","48.1","1,599"
"White","North Lincolnshire","47.5","1,757"
"White","North Northamptonshire","47.5","3,223"
"White","North Somerset","52.4","2,086"
"White","North Tyneside","50.2","1,948"
"White","North West","49.0","63,044"
"White","North Yorkshire","52.2","5,837"
"White","Northumberland","49.7","3,028"
"White","Nottingham","44.7","1,559"
"White","Nottinghamshire","50.7","7,289"
"White","Oldham","45.5","1,809"
"White","Outer London","52.9","24,175"
"White","Oxfordshire","51.3","5,336"
"White","Peterborough","46.8","1,746"
"White","Plymouth","50.3","2,487"
"White","Portsmouth","45.2","1,562"
"White","Reading","51.5","691"
"White","Redbridge","52.8","855"
"White","Redcar and Cleveland","49.0","1,457"
"White","Richmond upon Thames","59.0","1,255"
"White","Rochdale","45.3","1,634"
"White","Rotherham","48.4","2,755"
"White","Rutland","55.0","474"
"White","Salford","44.2","1,942"
"White","Sandwell","45.0","1,922"
"White","Sefton","50.2","2,620"
"White","Sheffield","48.4","3,976"
"White","Shropshire","49.8","2,819"
"White","Slough","48.3","528"
"White","Solihull","50.4","2,329"
"White","Somerset","49.2","4,824"
"White","South East","51.3","73,095"
"White","South Gloucestershire","51.0","2,309"
"White","South Tyneside","47.8","1,403"
"White","South West","51.3","47,805"
"White","Southampton","44.6","1,665"
"White","Southend-on-Sea","54.1","1,568"
"White","Southwark","57.7","771"
"White","St. Helens","47.9","1,794"
"White","Staffordshire","49.4","8,082"
"White","Stockport","52.4","2,431"
"White","Stockton-on-Tees","50.1","1,943"
"White","Stoke-on-Trent","44.4","1,937"
"White","Suffolk","48.7","6,664"
"White","Sunderland","48.7","2,642"
"White","Surrey","54.1","8,999"
"White","Sutton","55.9","1,486"
"White","Swindon","49.3","1,789"
"White","Tameside","47.6","2,055"
"White","Telford and Wrekin","49.5","1,772"
"White","Thurrock","48.1","1,410"
"White","Torbay","52.7","1,412"
"White","Tower Hamlets","47.5","319"
"White","Trafford","57.6","2,137"
"White","Wakefield","50.1","3,324"
"White","Walsall","44.5","2,140"
"White","Waltham Forest","49.7","936"
"White","Wandsworth","56.8","612"
"White","Warrington","51.7","2,198"
"White","Warwickshire","52.4","5,363"
"White","West Berkshire","52.3","1,565"
"White","West Midlands","48.9","44,012"
"White","West Northamptonshire","50.9","3,506"
"White","West Sussex","51.5","7,116"
"White","Westminster","62.1","433"
"White","Wigan","49.6","3,392"
"White","Wiltshire","51.1","4,563"
"White","Windsor and Maidenhead","53.9","1,160"
"White","Wirral","51.1","3,316"
"White","Wokingham","57.2","1,309"
"White","Wolverhampton","48.2","1,554"
"White","Worcestershire","49.4","5,191"
"White","York","54.8","1,692"
"White","Yorkshire and The Humber","49.4","45,405"
