"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Age Bracket","Age Bracket Type","Employer / non-employer","UK Nation","Sector","Value","Value_type","Value_note","Denominator","Numerator"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","M. Professional & scientific ","90.6"," %","","620755","562148"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","N. Administrative services ","87.9"," %","","366205","321752"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","P. Education ","88.8"," %","","263715","234092"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","Q. Human health ","85.1"," %","","299320","254606"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","R. Arts & entertainment ","85.7"," %","","249530","213751"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","S. Other services ","82.5"," %","","265400","218937"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","All","4.4"," %","","4278225","189606"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","England","All","5"," %","","3801625","188199"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","Scotland","All","0.4"," %","","235455","900"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","Wales","All","0"," %","","144070","0"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","Northern Ireland","All","0.5"," %","","97075","508"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","ABDE. Primary sector ","0.9"," %","","130935","1135"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","C. Manufacturing ","4"," %","","201330","7981"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","F. Construction ","2"," %","","821445","16743"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","G. Retail & wholesale ","12.3"," %","","313950","38510"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","H. Transport & storage ","2.5"," %","","277715","6837"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","I. Accommodation & food service ","5.4"," %","","52705","2864"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","J. Information & communication ","5.2"," %","","279115","14502"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","KL. Financial & real estate ","4.8"," %","","136095","6538"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","M. Professional & scientific ","4.6"," %","","620755","28731"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","N. Administrative services ","5.5"," %","","366205","20222"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","P. Education ","3.9"," %","","263715","10227"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","Q. Human health ","5.4"," %","","299320","16174"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","R. Arts & entertainment ","2.5"," %","","249530","6251"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","S. Other services ","4.8"," %","","265400","12747"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","All","6.4"," %","","4278225","274874"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","England","All","6.4"," %","","3801625","242777"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","Scotland","All","5.9"," %","","235455","13854"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","Wales","All","5.5"," %","","144070","7990"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","Northern Ireland","All","10.6"," %","","97075","10253"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","ABDE. Primary sector ","4.5"," %","","130935","5952"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","C. Manufacturing ","7.2"," %","","201330","14582"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","F. Construction ","5.1"," %","","821445","41954"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","G. Retail & wholesale ","4"," %","","313950","12468"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","H. Transport & storage ","2"," %","","277715","5494"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","I. Accommodation & food service ","11.5"," %","","52705","6081"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","J. Information & communication ","6.4"," %","","279115","17811"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","KL. Financial & real estate ","3.6"," %","","136095","4915"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","M. Professional & scientific ","4.8"," %","","620755","29875"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","N. Administrative services ","6.6"," %","","366205","24232"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","P. Education ","7.4"," %","","263715","19396"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","Q. Human health ","9.5"," %","","299320","28540"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","R. Arts & entertainment ","11.8"," %","","249530","29528"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Non employer","UK","S. Other services ","12.7"," %","","265400","33716"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","All","86.6"," %","","1381775","1197070"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","England","All","86.4"," %","","1196525","1033308"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","Scotland","All","87.6"," %","","95405","83552"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","Wales","All","88.1"," %","","54345","47863"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","Northern Ireland","All","91.1"," %","","35500","32347"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","ABDE. Primary sector ","95.0"," %","","60700","57673"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","C. Manufacturing ","92.2"," %","","87510","80646"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","F. Construction ","94.4"," %","","169870","160362"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","G. Retail & wholesale ","88.3"," %","","240735","212450"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","H. Transport & storage ","90.3"," %","","47470","42885"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","I. Accommodation & food service ","82.1"," %","","132635","108902"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","J. Information & communication ","88.3"," %","","83325","73611"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","KL. Financial & real estate ","88.0"," %","","66065","58126"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","M. Professional & scientific ","88.5"," %","","195240","172773"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","N. Administrative services ","85.9"," %","","123725","106310"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","P. Education ","72.5"," %","","19635","14227"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","Q. Human health ","67.6"," %","","60335","40807"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","R. Arts & entertainment ","73.5"," %","","26420","19423"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","S. Other services ","71.8"," %","","68110","48873"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","All","5.4"," %","","1381775","73928"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","England","All","5.9"," %","","1196525","70834"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","Scotland","All","1.8"," %","","95405","1677"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","Wales","All","1.8"," %","","54345","1002"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","Northern Ireland","All","1.2"," %","","35500","415"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","ABDE. Primary sector ","0.2"," %","","60700","103"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","C. Manufacturing ","3.2"," %","","87510","2788"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","F. Construction ","3.3"," %","","169870","5570"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","G. Retail & wholesale ","7.4"," %","","240735","17734"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","H. Transport & storage ","4.7"," %","","47470","2239"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","I. Accommodation & food service ","7.9"," %","","132635","10446"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","J. Information & communication ","5.8"," %","","83325","4844"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","KL. Financial & real estate ","5.2"," %","","66065","3449"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","M. Professional & scientific ","3.7"," %","","195240","7312"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","N. Administrative services ","7.1"," %","","123725","8724"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","P. Education ","7.4"," %","","19635","1450"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","Q. Human health ","9.3"," %","","60335","5595"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","R. Arts & entertainment ","4.4"," %","","26420","1164"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","S. Other services ","3.7"," %","","68110","2486"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","All","8.0"," %","","1381775","110777"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","England","All","7.7"," %","","1196525","92383"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","Scotland","All","10.7"," %","","95405","10176"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","Wales","All","10.1"," %","","54345","5480"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","Northern Ireland","All","7.7"," %","","35500","2738"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","ABDE. Primary sector ","4.8"," %","","60700","2924"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","C. Manufacturing ","4.7"," %","","87510","4077"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","F. Construction ","2.3"," %","","169870","3938"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","G. Retail & wholesale ","4.4"," %","","240735","10551"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","H. Transport & storage ","4.9"," %","","47470","2346"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","I. Accommodation & food service ","10.0"," %","","132635","13288"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","J. Information & communication ","5.8"," %","","83325","4871"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","KL. Financial & real estate ","6.8"," %","","66065","4490"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","M. Professional & scientific ","7.8"," %","","195240","15154"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","N. Administrative services ","7.0"," %","","123725","8691"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","P. Education ","20.2"," %","","19635","3958"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","Q. Human health ","23.1"," %","","60335","13932"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","R. Arts & entertainment ","22.1"," %","","26420","5834"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2018","Year","18+","Labour Force age bracket","Employer","UK","S. Other services ","24.6"," %","","68110","16751"
