"Measure","Measure_type","Ethnicity","Ethnicity_type","Time","Time_Type","Region","Age","Age_Type","Sex","Disability","Value","confidence_interval","Numerator","denominator","samp_size"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","65+","16+","Female","unknown","11","4.7","200","1900","422"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","65+","16+","Male","All","4.2","2","1100","27100","981"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","65+","16+","Male","Disabled","11","5.5","700","6100","312"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","65+","16+","Male","Non-disabled","3","3","500","15500","320"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","65+","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","All","All","9.4","0.6","363900","3857000","22946"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","All","Disabled","16","1.8","68900","430700","4014"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","All","Non-disabled","8.6","0.6","292400","3390200","17994"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","All","unknown","7.1","2.6","2600","36100","938"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","Female","All","10","0.8","173100","1731700","12319"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","Female","Disabled","14.7","2.3","29900","203000","2307"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","Female","Non-disabled","9.4","0.9","142200","1512900","9495"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","Female","unknown","6.6","3.4","1000","15800","517"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","Male","All","9","0.9","190800","2125200","10627"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","Male","Disabled","17.1","2.8","39000","227700","1707"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","Male","Non-disabled","8","0.9","150300","1877300","8499"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","All","All","16+","Male","unknown","7.5","4","1500","20300","421"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","East Midlands","All","16+","All","All","9","2.3","19500","217400","1426"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","East Midlands","All","16+","All","Disabled","16.3","7.3","3800","23300","248"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","East Midlands","All","16+","All","Non-disabled","8.2","2.6","15700","191000","1105"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","East Midlands","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","East of England","All","16+","All","All","5.2","1.7","14000","270500","1606"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","East of England","All","16+","All","Disabled","10","5.7","2400","24500","264"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","East of England","All","16+","All","Non-disabled","4.7","1.8","11400","242900","1289"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","East of England","All","16+","All","unknown","4.5","8.8","100","3200","53"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","London","All","16+","All","All","9.1","1","154500","1706000","7827"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","London","All","16+","All","Disabled","15.5","2.9","30500","196500","1496"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","London","All","16+","All","Non-disabled","8.2","1.1","122800","1492700","5967"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","London","All","16+","All","unknown","6.6","4","1100","16800","364"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","North East","All","16+","All","All","11.1","3.9","5900","53100","636"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","North East","All","16+","All","Disabled","17.9","12","1100","6200","98"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","North East","All","16+","All","Non-disabled","10.2","4.1","4800","46900","520"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","North East","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","North West","All","16+","All","All","11.6","1.9","35700","309200","2656"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","North West","All","16+","All","Disabled","16.9","5.3","5500","32500","482"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","North West","All","16+","All","Non-disabled","11","2.1","30100","274800","2090"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","North West","All","16+","All","unknown","7.4","8.8","100","2000","84"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Scotland","All","16+","All","All","9.9","3.5","9300","94600","704"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Scotland","All","16+","All","Disabled","18.5","12.1","1500","7900","98"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Scotland","All","16+","All","Non-disabled","9.1","3.7","7900","86500","579"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Scotland","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","South East","All","16+","All","All","7.8","1.6","31600","405200","2771"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","South East","All","16+","All","Disabled","12.4","5","5700","45600","410"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","South East","All","16+","All","Non-disabled","7.1","1.7","25100","353700","2227"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","South East","All","16+","All","unknown","13.2","9.1","800","5900","134"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","South West","All","16+","All","All","8.1","2.9","10600","130000","827"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","South West","All","16+","All","Disabled","8.4","8.2","1100","13200","111"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","South West","All","16+","All","Non-disabled","8","3.2","9200","115900","688"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","South West","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Wales","All","16+","All","All","9.7","3.4","5500","57000","732"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Wales","All","16+","All","Disabled","8","8","600","7100","109"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Wales","All","16+","All","Non-disabled","10.1","3.8","5000","49300","590"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Wales","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","West Midlands","All","16+","All","All","12.4","2.1","46700","377900","2376"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","West Midlands","All","16+","All","Disabled","25.9","6.6","11200","43500","424"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","West Midlands","All","16+","All","Non-disabled","10.6","2.2","35300","333100","1860"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","West Midlands","All","16+","All","unknown","12.6","10.7","200","1400","92"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Yorkshire and The Humber","All","16+","All","All","13","2.8","30700","235900","1385"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Yorkshire and The Humber","All","16+","All","Disabled","18.2","7.2","5500","30300","274"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Yorkshire and The Humber","All","16+","All","Non-disabled","12.4","3.1","25100","203600","1079"
"Unemployed","Percentage of individuals unemployed","Other than White","White and other","2015","year","Yorkshire and The Humber","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","All","All","26.2","4.4","32500","123700","958"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","All","Non-disabled","26.1","4.6","30300","115900","873"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","Female","All","24.9","6.1","14800","59600","476"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","Female","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","Female","Non-disabled","25.1","6.5","13700","54600","430"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","Male","All","27.5","6.3","17600","64100","482"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","Male","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","Male","Non-disabled","27.1","6.5","16600","61300","443"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","16-24","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","All","All","8.2","1.6","39600","480100","2885"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","All","Disabled","16.4","5.2","9700","59200","491"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","All","Non-disabled","7.1","1.6","29800","416300","2371"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","Female","All","13","2.7","19100","146700","1511"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","Female","Disabled","22.3","7.6","4300","19300","291"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","Female","Non-disabled","11.7","2.9","14800","126800","1211"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","Male","All","6.2","2","20500","333500","1374"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","Male","Disabled","13.5","7.5","5400","39900","200"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","Male","Non-disabled","5.2","2","15000","289500","1160"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","25-49","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","All","All","9.9","3.7","6300","63600","608"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","All","Disabled","22","7.3","4200","19200","312"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","All","Non-disabled","4.7","3.8","2100","44100","290"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","Female","All","6.2","4.4","700","11500","288"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","Female","Disabled","21","9.8","600","3000","164"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","Female","Non-disabled","1","2.8","100","8500","121"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","Male","All","10.7","5.4","5600","52100","320"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","Male","Disabled","22.2","10.6","3600","16200","148"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","Male","Non-disabled","5.6","5.5","2000","35600","169"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","50-64","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","Female","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","Female","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","Female","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","Male","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","Male","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","Male","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","65+","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","All","All","11.7","1.4","78300","671600","4739"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","All","Disabled","18.6","3.8","16100","86600","1012"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","All","Non-disabled","10.7","1.6","62100","578400","3587"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","All","unknown","2.2","3.8","100","6600","140"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","Female","All","15.9","2.3","34600","217900","2425"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","Female","Disabled","22.8","5.5","6000","26500","564"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","Female","Non-disabled","15","2.6","28600","190000","1789"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","Male","All","9.6","1.9","43700","453800","2314"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","Male","Disabled","16.7","5.5","10000","60100","448"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","Male","Non-disabled","8.6","2.1","33600","388400","1798"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","All","All","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","East Midlands","All","16+","All","All","9.6","6.6","2500","25600","194"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","East Midlands","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","East Midlands","All","16+","All","Non-disabled","8.6","7.3","1900","21900","142"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","East Midlands","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","East of England","All","16+","All","All","7","3.9","2700","39200","403"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","East of England","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","East of England","All","16+","All","Non-disabled","6.6","4.5","2200","34200","296"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","East of England","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","London","All","16+","All","All","11.1","3","25100","225900","1083"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","London","All","16+","All","Disabled","15.1","7.3","4100","27200","229"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","London","All","16+","All","Non-disabled","10.8","3.4","21000","194900","810"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","London","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","North East","All","16+","All","All","11.6","8.1","1200","10700","151"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","North East","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","North East","All","16+","All","Non-disabled","8.3","7.7","800","9700","123"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","North East","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","North West","All","16+","All","All","10.1","3","9800","97100","973"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","North West","All","16+","All","Disabled","14.7","7.6","1700","11700","208"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","North West","All","16+","All","Non-disabled","9.3","3.3","7900","85100","741"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","North West","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Scotland","All","16+","All","All","7.9","6.9","1300","16800","147"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Scotland","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Scotland","All","16+","All","Non-disabled","8.3","8","1300","15100","113"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Scotland","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","South East","All","16+","All","All","11","4.4","5800","52600","488"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","South East","All","16+","All","Disabled","21.2","12.3","1900","9100","106"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","South East","All","16+","All","Non-disabled","9","4.6","3900","42800","365"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","South East","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","South West","All","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","South West","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","South West","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","South West","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Wales","All","16+","All","All","13.6","10","1400","10000","113"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Wales","All","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Wales","All","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Wales","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","West Midlands","All","16+","All","All","16.5","4.7","17000","102700","593"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","West Midlands","All","16+","All","Disabled","28.8","12.9","3800","13300","118"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","West Midlands","All","16+","All","Non-disabled","14.7","5.1","13100","89500","465"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","West Midlands","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Yorkshire and The Humber","All","16+","All","All","13.4","4.5","11400","85200","558"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Yorkshire and The Humber","All","16+","All","Disabled","23.4","11.4","2900","12400","131"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Yorkshire and The Humber","All","16+","All","Non-disabled","11.8","4.9","8500","71900","411"
"Unemployed","Percentage of individuals unemployed","Pakistani/Bangladeshi","Detailed","2015","year","Yorkshire and The Humber","All","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","Female","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","Female","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","Female","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","Male","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","Male","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","Male","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","16-24","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","Female","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","Female","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","Female","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","Female","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","Male","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","Male","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","Male","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","25-49","16+","Male","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","50-64","16+","All","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","50-64","16+","All","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","50-64","16+","All","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","50-64","16+","All","unknown","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","50-64","16+","Female","All","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","50-64","16+","Female","Disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","50-64","16+","Female","Non-disabled","!","!","!","!","!"
"Unemployed","Percentage of individuals unemployed","Unknown","ONS 2011 5+1","2015","year","All","50-64","16+","Female","unknown","!","!","!","!","!"
