"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Income Quintile Distribution","Value","Denominator","Numerator","Note"
"Quintile distribution of income Before Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","10","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","30","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","15","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","18","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","16","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","18","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","25","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","19","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","34","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","15","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","19","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","15","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","33","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","25","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","13","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","13","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","22","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","18","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","42","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","34","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","13","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","6","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","5","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","44","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","30","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","16","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","6","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","4","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","32","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","13","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","36","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","25","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","14","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","14","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","12","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","40","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","22","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","13","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Black ","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","9","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","40","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","19","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","12","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","15","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income After Housing Costs","2015/16; 2016/17; 2017/18","3-Year average","Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","13","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","19","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","18","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","18","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","25","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","23","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","19","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Mixed","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","19","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","32","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","15","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","15","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","23","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","18","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Indian","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","22","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","47","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","23","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","16","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","9","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Pakistani","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","5","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","42","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","24","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","19","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","7","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Bangladeshi","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","7","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","23","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","16","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in third income quintile","20","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in fourth income quintile","17","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Chinese","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in top income quintile (highest income)","23","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in bottom income quintile (lowest income)","21","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Quintile distribution of income Before Housing Costs","2014/15; 2015/16; 2016/17","3-Year average","Asian Other","ONS 5+2","United Kingdom","ONS geography code","Percentage of individuals in second income quintile","27","n/a","n/a","Estimated as 3-year averages so denominators and numerators can not be supplied"
