"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wigan","Local authority","E08000010","All","76","%","3968","3033"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wigan","Local authority","E08000010","Boys","74","%","2015","1495"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wigan","Local authority","E08000010","Girls","79","%","1953","1538"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wiltshire","Local authority","E06000054","All","75","%","5757","4335"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wiltshire","Local authority","E06000054","Boys","76","%","2949","2227"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wiltshire","Local authority","E06000054","Girls","75","%","2808","2108"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Windsor and Maidenhead","Local authority","E06000040","All","80","%","1699","1364"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Windsor and Maidenhead","Local authority","E06000040","Boys","79","%","875","691"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Windsor and Maidenhead","Local authority","E06000040","Girls","82","%","824","673"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wirral","Local authority","E08000015","All","74","%","3827","2820"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wirral","Local authority","E08000015","Boys","72","%","2006","1439"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wirral","Local authority","E08000015","Girls","76","%","1821","1381"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wokingham","Local authority","E06000041","All","81","%","2223","1795"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wokingham","Local authority","E06000041","Boys","81","%","1125","908"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wokingham","Local authority","E06000041","Girls","81","%","1098","887"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wolverhampton","Local authority","E08000031","All","75","%","3703","2774"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wolverhampton","Local authority","E08000031","Boys","73","%","1882","1372"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Wolverhampton","Local authority","E08000031","Girls","77","%","1821","1402"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Worcestershire","Local authority","E10000034","All","76","%","6452","4882"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Worcestershire","Local authority","E10000034","Boys","74","%","3298","2454"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","Worcestershire","Local authority","E10000034","Girls","77","%","3154","2428"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","York","Local authority","E06000014","All","77","%","2023","1566"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","York","Local authority","E06000014","Boys","79","%","1050","826"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2017-18","Academic Year","York","Local authority","E06000014","Girls","76","%","973","740"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Barking and Dagenham","Local authority","E09000002","All","81","%","854","696"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Barking and Dagenham","Local authority","E09000002","Boys","76","%","425","322"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Barking and Dagenham","Local authority","E09000002","Girls","87","%","429","374"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Barnet","Local authority","E09000003","All","83","%","519","429"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Barnet","Local authority","E09000003","Boys","81","%","255","207"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Barnet","Local authority","E09000003","Girls","84","%","264","222"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Barnsley","Local authority","E08000016","All","80","%","15","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Barnsley","Local authority","E08000016","Boys","90","%","10","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Barnsley","Local authority","E08000016","Girls","60","%","5","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","91","%","34","31"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","95","%","20","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","86","%","14","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bedford","Local authority","E06000055","All","67","%","379","253"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bedford","Local authority","E06000055","Boys","69","%","189","131"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bedford","Local authority","E06000055","Girls","64","%","190","122"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bexley","Local authority","E09000004","All","86","%","291","250"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bexley","Local authority","E09000004","Boys","86","%","143","123"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bexley","Local authority","E09000004","Girls","86","%","148","127"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Birmingham","Local authority","E08000025","All","75","%","5695","4281"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Birmingham","Local authority","E08000025","Boys","73","%","2938","2138"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Birmingham","Local authority","E08000025","Girls","78","%","2757","2143"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","77","%","952","733"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","72","%","473","339"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","82","%","479","394"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Blackpool","Local authority","E06000009","All","85","%","41","35"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Blackpool","Local authority","E06000009","Boys","86","%","22","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Blackpool","Local authority","E06000009","Girls","84","%","19","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bolton","Local authority","E08000001","All","78","%","904","704"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bolton","Local authority","E08000001","Boys","75","%","435","328"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bolton","Local authority","E08000001","Girls","80","%","469","376"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bournemouth","Local authority","E06000028","All","86","%","69","59"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bournemouth","Local authority","E06000028","Boys","85","%","33","28"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bournemouth","Local authority","E06000028","Girls","86","%","36","31"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bracknell Forest","Local authority","E06000036","All","85","%","72","61"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bracknell Forest","Local authority","E06000036","Boys","83","%","41","34"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bracknell Forest","Local authority","E06000036","Girls","87","%","31","27"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bradford","Local authority","E08000032","All","75","%","3221","2404"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bradford","Local authority","E08000032","Boys","72","%","1636","1172"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bradford","Local authority","E08000032","Girls","78","%","1585","1232"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Brent","Local authority","E09000005","All","81","%","1101","895"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Brent","Local authority","E09000005","Boys","79","%","607","479"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Brent","Local authority","E09000005","Girls","84","%","494","416"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Brighton and Hove","Local authority","E06000043","All","71","%","94","67"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Brighton and Hove","Local authority","E06000043","Boys","75","%","53","40"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Brighton and Hove","Local authority","E06000043","Girls","66","%","41","27"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bristol, City of","Local authority","E06000023","All","70","%","379","267"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bristol, City of","Local authority","E06000023","Boys","73","%","192","140"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bristol, City of","Local authority","E06000023","Girls","68","%","187","127"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bromley","Local authority","E09000006","All","89","%","253","226"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bromley","Local authority","E09000006","Boys","88","%","121","106"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bromley","Local authority","E09000006","Girls","91","%","132","120"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Buckinghamshire","Local authority","E10000002","All","77","%","1016","781"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Buckinghamshire","Local authority","E10000002","Boys","78","%","509","395"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Buckinghamshire","Local authority","E10000002","Girls","76","%","507","386"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bury","Local authority","E08000002","All","69","%","349","241"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bury","Local authority","E08000002","Boys","69","%","188","130"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Bury","Local authority","E08000002","Girls","69","%","161","111"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Calderdale","Local authority","E08000033","All","69","%","455","315"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Calderdale","Local authority","E08000033","Boys","69","%","230","159"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Calderdale","Local authority","E08000033","Girls","69","%","225","156"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cambridgeshire","Local authority","E10000003","All","81","%","295","238"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cambridgeshire","Local authority","E10000003","Boys","81","%","156","126"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cambridgeshire","Local authority","E10000003","Girls","81","%","139","112"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Camden","Local authority","E09000007","All","77","%","334","257"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Camden","Local authority","E09000007","Boys","74","%","145","108"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Camden","Local authority","E09000007","Girls","79","%","189","149"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","All","84","%","96","81"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys","81","%","54","44"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls","88","%","42","37"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cheshire East","Local authority","E06000049","All","78","%","80","62"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cheshire East","Local authority","E06000049","Boys","76","%","41","31"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cheshire East","Local authority","E06000049","Girls","79","%","39","31"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","All","80","%","74","59"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys","77","%","35","27"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls","82","%","39","32"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","City of London","Local authority","E09000001","All","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","City of London","Local authority","E09000001","Boys","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","City of London","Local authority","E09000001","Girls","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cornwall","Local authority","E06000052","All","83","%","18","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cornwall","Local authority","E06000052","Boys","78","%","9","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cornwall","Local authority","E06000052","Girls","89","%","9","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","County Durham","Local authority","E06000047","All","77","%","44","34"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","County Durham","Local authority","E06000047","Boys","86","%","21","18"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","County Durham","Local authority","E06000047","Girls","70","%","23","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Coventry","Local authority","E08000026","All","80","%","920","734"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Coventry","Local authority","E08000026","Boys","78","%","483","375"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Coventry","Local authority","E08000026","Girls","82","%","437","359"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Croydon","Local authority","E09000008","All","83","%","779","646"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Croydon","Local authority","E09000008","Boys","83","%","400","330"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Croydon","Local authority","E09000008","Girls","83","%","379","316"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cumbria","Local authority","E10000006","All","80","%","30","24"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cumbria","Local authority","E10000006","Boys","85","%","13","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Cumbria","Local authority","E10000006","Girls","76","%","17","13"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Darlington","Local authority","E06000005","All","80","%","46","37"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Darlington","Local authority","E06000005","Boys","78","%","27","21"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Darlington","Local authority","E06000005","Girls","84","%","19","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Derby","Local authority","E06000015","All","74","%","615","454"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Derby","Local authority","E06000015","Boys","72","%","320","230"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Derby","Local authority","E06000015","Girls","76","%","295","224"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Derbyshire","Local authority","E10000007","All","81","%","89","72"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Derbyshire","Local authority","E10000007","Boys","70","%","44","31"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Derbyshire","Local authority","E10000007","Girls","91","%","45","41"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Devon","Local authority","E10000008","All","77","%","64","49"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Devon","Local authority","E10000008","Boys","64","%","39","25"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Devon","Local authority","E10000008","Girls","96","%","25","24"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Doncaster","Local authority","E08000017","All","71","%","109","77"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Doncaster","Local authority","E08000017","Boys","69","%","54","37"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Doncaster","Local authority","E08000017","Girls","73","%","55","40"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Dorset","Local authority","E10000009","All","78","%","40","31"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Dorset","Local authority","E10000009","Boys","77","%","22","17"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Dorset","Local authority","E10000009","Girls","78","%","18","14"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Dudley","Local authority","E08000027","All","73","%","422","308"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Dudley","Local authority","E08000027","Boys","69","%","223","154"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Dudley","Local authority","E08000027","Girls","77","%","199","154"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Ealing","Local authority","E09000009","All","81","%","1256","1016"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Ealing","Local authority","E09000009","Boys","81","%","660","532"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Ealing","Local authority","E09000009","Girls","81","%","596","484"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All","90","%","21","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys","88","%","8","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls","92","%","13","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","East Sussex","Local authority","E10000011","All","83","%","123","102"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","East Sussex","Local authority","E10000011","Boys","86","%","56","48"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","East Sussex","Local authority","E10000011","Girls","81","%","67","54"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Enfield","Local authority","E09000010","All","84","%","338","285"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Enfield","Local authority","E09000010","Boys","86","%","171","147"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Enfield","Local authority","E09000010","Girls","83","%","167","138"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Essex","Local authority","E10000012","All","85","%","421","358"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Essex","Local authority","E10000012","Boys","88","%","208","182"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Essex","Local authority","E10000012","Girls","83","%","213","176"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Gateshead","Local authority","E08000037","All","89","%","45","40"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Gateshead","Local authority","E08000037","Boys","86","%","22","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Gateshead","Local authority","E08000037","Girls","91","%","23","21"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","All","79","%","170","135"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","Boys","77","%","91","70"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","Girls","82","%","79","65"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Greenwich","Local authority","E09000011","All","85","%","354","301"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Greenwich","Local authority","E09000011","Boys","83","%","174","145"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Greenwich","Local authority","E09000011","Girls","87","%","180","156"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Hackney","Local authority","E09000012","All","87","%","292","253"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Hackney","Local authority","E09000012","Boys","85","%","157","134"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Hackney","Local authority","E09000012","Girls","88","%","135","119"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Halton","Local authority","E06000006","All","50","%","2","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Halton","Local authority","E06000006","Boys","50","%","2","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All","84","%","110","92"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Boys","80","%","54","43"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Girls","88","%","56","49"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Hampshire","Local authority","E10000014","All","83","%","546","454"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","Hampshire","Local authority","E10000014","Boys","80","%","286","229"
